,DWPC,HGHT,PRES,TMPC,UWND,VWND
2020-01-01 06:00:00,"[-5.878347826086952, -15.445392670157073, -31.974999999999994, -42.677241379310345, -70.08189393939394, nan]","[722.6693913043474, 1393.3225654450257, 2921.8429729729733, 5456.76551724138, 10187.640303030303, 16179.358372093024]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.1078260869565195, -2.5966492146596845, -7.254594594594596, -24.13931034482759, -47.61909090909091, -55.61813953488372]","[23.650120442009637, 25.687790212497855, 25.946202495967572, 39.35357041040381, 67.64583449524103, 38.13181002807946]","[-7.305323067981791, -10.48778522455184, -15.91610382570956, -14.551135222467899, -3.340351731573114, 4.04187907427482]"
2020-01-01 09:00:00,"[-11.298070175438603, -16.775368421052633, -25.232567567567568, -50.61683908045977, nan, nan]","[720.5178947368423, 1394.4789473684211, 2927.9858783783784, 5464.687442528736, 10196.167300380228, 16165.172170542637]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.6950877192982436, -1.717894736842106, -7.116081081081082, -24.267758620689655, -48.65277566539924, -56.07937984496124]","[21.746696830502504, 24.86346812335961, 29.185479334673676, 38.32107452917645, 68.19827211087866, 39.72859762963378]","[-6.220130269988891, -9.853655774083935, -14.495134202542292, -14.88181041921429, -2.991249599328265, 0.9868661272876672]"
2020-01-01 12:00:00,"[-17.340877192982475, -23.68373684210527, -27.82631756756756, -48.15827586206897, -71.39174242424242, nan]","[722.2187719298249, 1397.649368421053, 2935.1080067567573, 5472.646206896552, 10212.118484848485, 16161.494496124033]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.8740350877192945, -1.14842105263158, -6.677229729729732, -23.801379310344828, -48.16, -56.298759689922484]","[23.01170535510291, 22.777094335204804, 28.356196844212224, 30.27824626436088, 63.62950871535884, 42.78508787097971]","[-1.3715666410986473, -5.749845901081037, -11.093273029405797, -5.924461158248575, -4.1383073443195775, 0.26223081550929145]"
2020-01-01 15:00:00,"[-7.7524561403508745, -16.212984293193713, -33.75325423728814, -46.791902017291065, -70.07619771863118, nan]","[722.53649122807, 1400.6400523560208, 2943.412915254237, 5483.622161383285, 10225.068897338404, 16159.432790697674]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.6136842105263137, -0.06, -6.158305084745761, -23.028876080691642, -49.72692015209125, -56.53751937984496]","[20.281808562233532, 23.574041638644104, 27.509812201511966, 32.339937695949914, 59.37188623636186, 41.75800901566728]","[8.904721079932406, 3.3915082816541284, -4.2295333211484545, -9.711719985183155, -4.741458449764722, -4.424761915548905]"
2020-01-01 18:00:00,"[-7.14517543859649, -16.048578947368423, -34.517830508474574, -45.864409221902015, -68.64551330798479, nan]","[715.1613157894734, 1395.1538947368424, 2944.563728813559, 5496.767809798272, 10250.357186311787, 16165.146434108527]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.2759649122807031, 1.24, -5.120677966101692, -21.745302593659943, -50.38699619771863, -56.01658914728682]","[16.19948281157589, 27.385407602955183, 29.437223377324763, 40.702778114665314, 52.668248057877065, 41.36213374883056]","[18.56952883803393, 12.462906052156523, 4.4954918311454035, -5.366162092904043, -6.7387874884719965, -1.4043935243266088]"
2020-01-01 21:00:00,"[-3.970175438596493, -15.226349206349212, -38.026598639455784, -42.00150289017341, -65.0074144486692, nan]","[694.9019298245616, 1378.1834920634924, 2932.810612244898, 5492.16, 10272.170190114068, 16161.086589147286]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.196140350877191, 2.238412698412698, -4.011700680272108, -21.113757225433528, -50.4067680608365, -56.979379844961244]","[15.708449478998606, 32.25516665147235, 34.20424826064389, 39.26265496194587, 61.133179668078604, 41.5502747940576]","[26.23742507827295, 17.661510847875117, 8.14070529331367, -1.2148470846255293, -1.0438710049352689, -3.872136839552171]"
2020-01-02 00:00:00,"[-4.036548672566373, -8.523544973544976, -34.85754266211604, -36.458724637681165, -64.9881679389313, nan]","[686.0259292035399, 1372.1186243386246, 2930.4717747440272, 5502.460550724638, 10302.773549618321, 16182.09527131783]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.220530973451327, 3.4310052910052913, -3.166143344709896, -19.50608695652174, -49.74473282442748, -57.77782945736434]","[21.580954080449175, 36.643741288976116, 34.591033538724055, 39.755699877271994, 74.44823268154146, 40.42929076717611]","[33.28451566658873, 13.087001824284103, 18.063715381103478, 6.063554047546316, 7.126956830100288, -1.9091187364881799]"
2020-01-02 03:00:00,"[-3.7505263157894757, -3.9523809523809526, -13.716836734693878, -32.97904347826087, -69.11099236641222, nan]","[684.5857894736845, 1371.335238095238, 2927.8732312925167, 5512.968376811595, 10333.79423664122, 16189.836434108527]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.706666666666672, 2.1257142857142854, -3.3593197278911555, -18.79739130434783, -47.71572519083969, -59.79720930232558]","[24.383611230191573, 36.897964025014005, 32.99284700317535, 41.644307214920495, 87.55331130610304, 41.42529610888256]","[34.45766905604502, 17.425457502634437, 17.983075758115078, 6.465670248780454, 11.686439390702926, -1.3665317479510963]"
2020-01-02 06:00:00,"[-2.4018584070796463, -2.4301587301587304, -14.349285714285713, -23.752927536231883, -69.9754961832061, nan]","[683.6345132743364, 1369.0953439153443, 2925.96037414966, 5521.957188405797, 10361.26603053435, 16197.013643410852]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.996637168141596, 1.4849735449735433, -2.9685034013605436, -17.606376811594206, -47.129847328244274, -60.17937984496124]","[26.46903318034066, 34.04782440509328, 31.181068706141193, 44.07395588734367, 114.28210742155498, 39.53889203960216]","[30.530093510106834, 12.775098134803814, 21.680357915833326, 12.672468245099346, 19.873883071553415, 2.479949988529844]"
