,DWPC,HGHT,PRES,TMPC,UWND,VWND
2019-11-26 06:00:00,"[3.9190350877192985, -0.5447368421052661, -16.370884353741495, -28.381642651296826, -65.64357414448669, nan]","[711.6764035087718, 1407.1489473684212, 2977.2148979591834, 5576.362766570605, 10393.943384030417, 16199.414263565892]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[7.822456140350877, 5.972631578947368, -1.2280272108843526, -18.167780979827086, -50.199543726235746, -64.57317829457364]","[9.417909239474186, 17.470862735473933, 20.212590446031857, 44.9818594492223, 86.64916571652685, 37.93287483808347]","[0.6876795939979812, 7.0367796035960675, 14.196756973616468, 15.09679772149252, -2.8483718769540585, 12.931503809691153]"
2019-11-26 09:00:00,"[4.4284210526315775, -1.7077777777777814, -18.137244897959192, -25.172601156069366, -62.37711026615969, nan]","[708.7705263157898, 1402.5566666666668, 2974.584795918368, 5578.236647398843, 10407.758403041824, 16198.518527131782]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.524210526315789, 6.162222222222223, -1.4855102040816346, -18.365780346820806, -49.52197718631179, -64.43286821705426]","[0.5365267225845497, 4.712739601544852, 17.899652836859495, 40.39079598499663, 110.00651926858801, 41.12287037235975]","[4.121540976113296, 10.872561126433409, 14.369187661770697, 18.28769513598627, -0.25120337496038575, 20.210570989337665]"
2019-11-26 12:00:00,"[5.561315789473684, 1.8862962962963, -13.808542372881355, -36.87774566473989, -56.73395437262358, nan]","[715.3602631578948, 1408.042804232804, 2980.1205084745757, 5582.75485549133, 10428.444904942966, 16209.283643410852]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.408421052631579, 4.72042328042328, -1.2701694915254207, -18.054219653179192, -49.500684410646386, -64.07627906976744]","[1.237540343522362, 3.8334523761180903, 19.11124669001123, 33.142103925902575, 107.7309013867387, 45.35199004119436]","[9.644346056882945, 18.497965395816493, 20.48380409257316, 26.972909119428955, 16.223009621288842, 21.804224949490365]"
2019-11-26 15:00:00,"[6.373333333333335, 4.948000000000001, -2.1499319727891146, -27.95485549132948, -61.35479087452472, nan]","[716.2100000000004, 1411.2619999999997, 2979.509659863945, 5589.162138728324, 10451.631064638783, 16218.062170542635]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.573333333333335, 6.04, -2.067482993197278, -17.05942196531792, -48.78281368821293, -63.81503875968992]","[-3.626837358326797, 10.388873049943271, 23.804468982923943, 40.408646179973196, 107.6890072540872, 46.078953355086014]","[14.949682111024622, 26.352107937547657, 18.831643696079002, 27.15969714690748, 31.445247854948917, 25.61644044314617]"
2019-11-26 18:00:00,"[7.279380530973451, 6.123703703703705, -7.540000000000008, -28.648872832369943, -61.606615969581746, nan]","[703.1877876106194, 1400.5248148148146, 2970.523333333334, 5587.954046242775, 10460.643802281369, 16221.658372093023]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[7.545309734513274, 6.177037037037039, -2.160000000000001, -15.636878612716766, -48.06266159695817, -63.37317829457365]","[0.3913305165365341, 13.6192630001964, 15.190590646337748, 46.39904522431115, 115.89019051392408, 47.69505073260294]","[24.55820974193213, 29.189852592959365, 25.881384348898262, 26.39164756761008, 39.725172270745745, 24.019248074363077]"
2019-11-26 21:00:00,"[7.826666666666665, 6.061904761904762, -9.12245733788396, -37.672637681159415, -62.34599236641221, nan]","[686.8799999999997, 1384.6925925925927, 2962.2737883959044, 5582.053884057971, 10454.752022900764, 16213.326899224805]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.106666666666666, 6.097671957671958, -0.17194539249146645, -14.975942028985507, -46.6863358778626, -63.1506976744186]","[0.8244109965278912, 14.033217324171696, 27.314316655569794, 39.745338938348254, 131.0123834668508, 50.791659199985425]","[27.561006106815377, 29.88920795890186, 24.64349048173675, 25.14293344293485, 49.65701165076095, 21.07587986603204]"
2019-11-27 00:00:00,"[9.433716814159293, 7.572127659574468, -9.859896907216502, -33.857084548104964, -61.286934865900385, nan]","[666.5930973451331, 1371.4117021276595, 2958.829484536083, 5585.541895043732, 10465.29183908046, 16220.757054263568]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.53557522123894, 9.201702127659575, 2.337938144329895, -15.599358600583091, -45.450421455938695, -64.01658914728682]","[-9.573767937082636, 16.941766868129147, 21.90806430519535, 53.026886730226174, 135.73232254268947, 57.82299153667753]","[32.033768198201734, 33.08953932584367, 33.374868153221115, 36.601670060567585, 65.48494092202549, 18.961918439575285]"
2019-11-27 03:00:00,"[10.623861386138612, 8.9031914893617, 0.0008247422680410788, -16.670380116959066, -59.54692307692308, nan]","[650.881782178218, 1355.530212765958, 2941.6008934707907, 5567.960614035088, 10462.309961538462, 16218.161317829457]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.775643564356434, 9.243191489361699, 0.12797250859106513, -15.24859649122807, -45.74076923076923, -63.87627906976744]","[0.9170532319087883, 25.025626186105253, 31.8515951913736, 42.0535010342851, 126.3010166309098, 47.7486946637523]","[34.37836489899852, 42.11428563767829, 30.05122459066908, 54.85896393046128, 76.86377324835787, 33.548597843981675]"
2019-11-27 06:00:00,"[11.917599999999998, 7.568288770053476, -1.0061245674740489, -44.59237536656892, -65.52957528957529, nan]","[621.3768000000002, 1328.1505347593584, 2914.8174048442906, 5532.2981818181825, 10415.332972972972, 16202.194496124032]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.203999999999997, 10.515935828877005, -0.5665743944636682, -14.80076246334311, -47.92525096525096, -63.99565891472868]","[5.995063521400589, 35.00260423820213, 40.456224927448304, 64.74329226015087, 110.78461633068335, 56.74754730622896]","[42.961728286631725, 47.828646694400646, 45.992175987066254, 81.95300700494158, 84.27215710299859, 41.46811397348649]"
