,DWPC,HGHT,PRES,TMPC,UWND,VWND
2010-12-09 12:00:00,"[-17.345384615384614, -17.154075829383885, -20.51174050632911, -25.33886685552408, -64.93323308270676, nan]","[813.2969230769227, 1475.1899999999998, 2994.8725949367085, 5538.731926345609, 10281.766578947369, 16019.15]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-7.009230769230768, -5.125402843601896, -8.03405063291139, -22.662832861189802, -55.62842105263158, -58.58]","[3.9628849645114457, 10.063790532927158, 22.065729410968085, 36.62633259164677, 65.62538017483612, 35.70645218237257]","[10.485342016163278, 6.713626423411518, -9.026759162808352, -22.858380250190734, -70.14947354166165, -12.190249076534126]"
2010-12-09 15:00:00,"[-16.294651162790696, -14.951469194312796, -18.37047619047619, -24.553399433427764, -65.27864661654137, nan]","[802.548372093023, 1466.756966824645, 2994.6851428571426, 5544.849546742209, 10297.853834586465, 16019.018]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.1320930232558135, -4.100758293838861, -6.979047619047616, -21.688045325779036, -54.888571428571424, -57.839999999999996]","[6.0786614090415885, 13.08626960307198, 23.52638823252877, 34.78775100830103, 74.22494321922139, 38.35065482580709]","[16.414326726298885, 12.361052376875314, -1.0041862884674446, -15.249835029038183, -58.045173976790146, -13.055627845178462]"
2010-12-09 18:00:00,"[-15.451162790697678, -10.941904761904762, -14.356166666666667, -24.23356940509915, nan, nan]","[796.6939534883725, 1462.0127142857145, 2989.614, 5542.060509915014, 10294.25969924812, 16021.438]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.09488372093023, -4.30095238095238, -7.625, -21.69314447592068, -55.334436090225566, -57.44]","[6.58671841877183, 17.319046438124705, 24.440070085933634, 35.674528171384274, 79.76703449503854, 39.70774921458999]","[24.708288223593584, 17.14902670727875, 3.3172415582472916, -8.215828481223937, -41.241915698531486, -11.025368579382194]"
2010-12-09 21:00:00,"[-15.017209302325583, -8.813000000000002, -14.682441471571906, -23.493931623931623, -69.46611320754717, nan]","[777.861395348837, 1447.685666666667, 2976.7340133779267, 5526.90678062678, 10273.84883018868, 16009.292]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.343720930232558, -1.8866666666666685, -9.167357859531773, -21.05373219373219, -55.518113207547174, -57.3]","[6.507922050117798, 21.379923725860813, 27.66135433011546, 35.92001087194263, 83.05677589890117, 39.84927649241188]","[27.1676763609536, 17.3795368730245, 12.679320666568954, -3.0122945140809025, -17.674160193383113, -13.381347429586832]"
2010-12-10 00:00:00,"[-13.870625, -5.999374999999999, -10.105973154362417, -27.297834757834753, -71.39067924528301, nan]","[764.3190625000001, 1436.7815625000003, 2969.800939597315, 5517.049829059829, 10251.450679245283, 16017.755736434108]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.444375, -0.4646874999999999, -8.590872483221476, -22.676809116809114, -54.788301886792446, -56.788682170542636]","[10.399570171722115, 23.810813806719388, 32.53322538254527, 42.80335305586527, 78.3424396391238, 40.84485183488487]","[34.52328249723732, 20.57970023779176, 4.138826462424755, 1.8504535352338893, -7.442972677793119, -15.149566595386222]"
2010-12-10 03:00:00,"[-6.298750000000002, -3.0385863874345547, -8.449259259259259, -30.335485714285713, -71.39049056603773, nan]","[752.5037499999999, 1424.9751308900522, 2952.1814814814816, 5490.827942857142, 10204.82437735849, 16016.255968992247]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.0850000000000004, -2.0552879581151835, -7.852592592592593, -25.79714285714286, -53.12679245283019, -56.521240310077516]","[22.938680272515583, 40.15268832420213, 36.12319782753556, 38.622506108670066, 82.90231007981866, 39.09254488431872]","[31.59557194443438, 13.053417309844352, 9.488225031103061, 1.0737357673040713, -16.997087523572773, -14.678229156872627]"
2010-12-10 06:00:00,"[-1.8810937499999996, -1.835235602094242, -24.71545454545455, -41.99601719197708, -67.75666666666667, nan]","[743.64890625, 1421.568429319372, 2959.909090909091, 5487.3488252149, 10197.310454545455, 16018.222170542636]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.10250000000000015, -1.1563350785340323, -6.405454545454546, -27.547679083094554, -52.01, -56.21503875968992]","[30.369817312625994, 26.99782261798849, 27.290660911074482, 36.715555322134875, 88.24424488446405, 40.236739921530905]","[19.336764392325932, 1.882913561338134, -14.585213692013916, -11.972636955960104, -35.79286245102959, -10.48890841047735]"
2010-12-10 09:00:00,"[0.4450393700787399, -3.8048167539267053, -25.645878378378374, -41.60985632183908, -63.47909090909091, nan]","[739.7380314960628, 1419.9496858638745, 2963.342398648648, 5484.254425287356, 10217.055606060605, 16008.048527131783]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.5368503937007876, 0.620104712041885, -6.617094594594591, -27.93155172413793, -53.25545454545454, -56.63906976744186]","[24.851318011858904, 23.817636141167668, 34.63194145947931, 38.19580199226908, 88.4638645178175, 42.65004772312151]","[5.553027217355729, -5.911617929693407, -10.181862900622981, -12.829872676361331, -42.311170440176596, -7.711252765670349]"
2010-12-10 12:00:00,"[-0.16070312500000072, -7.256701570680624, -33.44734006734007, -45.74862464183381, -62.45909090909091, nan]","[745.6455468750002, 1428.109685863874, 2970.9922222222226, 5492.642320916905, 10241.356666666667, 16017.652170542637]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.5087500000000009, 1.8070157068062835, -6.831717171717174, -26.928194842406874, -54.481212121212124, -56.06]","[19.53322328532137, 25.8404888069194, 34.28839803690297, 38.62209777062634, 79.56532305744723, 39.60917978305112]","[-0.20479864846702725, -9.409073099298302, -13.20935940301206, -17.2415100051226, -34.2542696919868, -4.499053698849634]"
2010-12-10 15:00:00,"[-2.794843749999999, -11.7725, -31.717785234899328, -47.706428571428575, -60.845, nan]","[761.8051562500002, 1444.0134375, 2985.995838926174, 5510.390857142857, 10261.0875, 16023.028062015504]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-1.8865624999999975, 2.1259375, -6.837852348993288, -26.004285714285714, -55.335, -57.08558139534883]","[15.633936007774336, 21.72844523099649, 30.269429283325383, 35.7587969950242, 77.75043839748727, 41.83561193816689]","[-2.1592635661218362, -10.216887037361776, -15.326655116779108, -23.56924504387097, -17.09454255745197, -2.9129178413850187]"
2010-12-10 18:00:00,"[-3.1840625000000005, -14.100520833333334, -29.29442953020134, -42.083085714285716, -62.12833962264151, nan]","[766.4096875000001, 1449.5143750000002, 2992.79932885906, 5521.200742857142, 10260.495622641509, 16020.22441860465]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-1.5482812499999967, 2.3816666666666664, -7.057986577181207, -25.020857142857142, -55.73849056603773, -57.839069767441856]","[12.77491719103558, 18.22866111579007, 27.561259960695924, 36.38736435463573, 76.19253820019, 43.89594401207706]","[1.4977941289316676, -8.112071249738833, -6.872445437126876, -16.411659610258347, -7.765517539345611, 2.406506771847991]"
2010-12-10 21:00:00,"[-3.6156249999999974, -15.385208333333335, -30.571879194630874, -33.92406876790831, -62.11245283018868, nan]","[759.76875, 1445.641875, 2989.101140939598, 5522.244957020058, 10247.117547169812, 16007.469302325582]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.5712499999999974, 2.8233333333333333, -7.02040268456376, -24.786361031518627, -56.37396226415095, -57.9631007751938]","[13.192186945460394, 17.031096018187867, 26.99163693735786, 41.09605246878549, 83.71273987981563, 47.001210895695756]","[5.763524759947189, -1.0817644966488253, -3.271672373163921, -9.01441939285824, -0.7345199977349913, 1.4771998658925283]"
2010-12-11 00:00:00,"[-2.9059375000000003, -16.055625000000003, -28.02023569023569, -29.975441595441595, -62.49196226415094, nan]","[771.8940625, 1456.395, 2997.786565656566, 5531.542535612536, 10240.72633962264, 16011.848062015504]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.980625, 2.477499999999999, -7.200740740740741, -24.976809116809115, -57.23849056603773, -57.22124031007752]","[11.894896486851621, 15.523416614364248, 22.34037529687255, 37.502292874657925, 91.5897288226069, 47.60901601006617]","[7.960966325309384, 2.96927980810063, -0.5578885912344558, -4.283708594301834, 6.79234196260514, 1.4162905970868551]"
2010-12-11 03:00:00,"[-3.0021875000000016, -18.225208333333338, -27.810000000000002, -28.114314285714286, -62.48158490566038, nan]","[763.5178125000001, 1450.0578645833334, 2992.936060606061, 5526.108428571428, 10225.085396226415, 16005.401007751938]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.1571875000000005, 3.019166666666666, -7.22700336700337, -24.906285714285715, -57.87396226415095, -57.82124031007752]","[9.962655569645872, 12.606173736864758, 18.057765743830185, 29.00184674845944, 83.19317413566563, 43.70605692166832]","[13.696349768650887, 7.6498962328037665, 4.692784833191457, 1.1212790339313636, 19.226165519062448, -0.44227016208987474]"
2010-12-11 06:00:00,"[-1.8036220472440938, -16.377434554973817, -25.36646464646465, -28.091518624641832, -65.13712121212122, nan]","[750.6862204724409, 1438.09890052356, 2981.7810774410777, 5515.317793696275, 10197.468333333332, 15992.959147286821]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.5108661417322833, 3.274031413612567, -7.413872053872057, -24.546246418338107, -58.13878787878788, -57.17472868217054]","[7.866952193495095, 11.176945641696364, 16.527956990889564, 27.075696245704762, 68.79354128081692, 42.55856923802262]","[19.31986628547939, 13.34664539296113, 10.843662674106845, 3.6322958699031456, 20.73228479164371, 3.158074071879597]"
2010-12-11 09:00:00,"[-0.5105263157894754, -10.728684210526316, -17.13594594594595, -29.31498567335244, -65.11704545454546, nan]","[736.2089473684213, 1421.758947368421, 2963.5723310810813, 5501.911891117479, 10176.679659090909, 15973.935736434109]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.2978947368421077, 2.5057894736842106, -7.806621621621623, -23.627335243553013, -56.88045454545455, -57.07937984496124]","[12.751703748190943, 15.246203740700711, 16.125607506264515, 33.14139832850784, 65.43843707515592, 45.19429790795157]","[24.100548980305543, 19.117311340665445, 17.63753778067775, 1.4981660897965539, 9.857341307738228, 3.1356544780345033]"
2010-12-11 12:00:00,"[0.9272807017543834, -8.177052631578944, -11.027050847457627, -26.729250720461092, -70.05471482889735, nan]","[720.2652631578951, 1407.6689473684207, 2942.4685084745756, 5482.207233429394, 10155.266768060836, 15965.947054263566]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.458421052631582, 2.9663157894736867, -8.573559322033898, -23.749625360230546, -56.247072243346004, -56.37782945736434]","[11.926062769834896, 19.754708959608518, 14.225755734271262, 35.434113050868326, 73.99542540734643, 39.84003686649795]","[23.932091931802407, 16.839189656312847, 26.456607572810633, 13.096860554455844, 12.482610894826887, -0.1847245450224336]"
2010-12-11 15:00:00,"[2.563684210526316, -2.464315789473682, -8.24593220338983, -29.65556195965418, -71.39292775665399, nan]","[703.6371052631578, 1388.9424210526313, 2927.805593220339, 5465.784034582132, 10145.963536121673, 15963.47984496124]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.9189473684210525, 1.9147368421052657, -7.435593220338982, -25.482190201729107, -55.06608365019011, -55.6662015503876]","[10.19568001404154, 13.806594493236195, 39.1197955031724, 37.5063548520439, 83.06883373643127, 44.01692807805048]","[32.039222326583875, 26.95919659756797, 21.792597900958935, 22.85023912061342, 15.789445020296327, -1.474798721291671]"
2010-12-11 18:00:00,"[2.5971052631578946, 0.22148936170212669, -9.040955631399317, -33.745333333333335, -71.3896183206107, nan]","[677.9715789473684, 1361.704255319149, 2897.9723208191126, 5424.653536231884, 10118.643129770993, 15952.664961240309]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.9742105263157894, 0.8570212765957437, -7.8402047781569975, -25.53217391304348, -53.93022900763359, -55.54217054263566]","[21.012205709993776, 29.33398072780317, 39.25444737788278, 66.75851741011478, 82.48402500857804, 39.869151571937486]","[31.393584187978025, 26.617093655410095, 26.24495040669384, 26.04136518827341, 25.659391086140644, 9.891351063539483]"
2010-12-11 21:00:00,"[-0.058421052631580817, -6.103510638297871, -25.03541095890411, -40.548313953488375, -71.39325670498084, nan]","[666.6094736842108, 1339.8195744680852, 2863.063321917808, 5378.408139534883, 10075.624789272031, 15934.02023255814]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.550526315789472, -3.482872340425532, -9.307945205479452, -25.51406976744186, -52.7232183908046, -56.5553488372093]","[33.06026289430923, 32.60117493073139, 41.52848976182575, 66.78648802807994, 70.97464550606647, 41.104125139050126]","[8.771945912264405, 14.901864024259122, 31.578370620984007, 39.005420475480086, 31.026431055306745, -0.43568529007823126]"
