,DWPC,HGHT,PRES,TMPC,UWND,VWND
2018-02-19 12:00:00,"[9.79, 10.47742105263158, 1.2266216216216201, -18.317183908045976, -56.577954545454546, nan]","[749.7743859649121, 1457.3632105263155, 3053.2789189189193, 5683.8724425287355, 10561.203712121212, 16213.4396124031]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.030350877192982, 10.627894736842105, 2.030540540540539, -14.86632183908046, -52.36909090909091, -67.63286821705427]","[23.950802907665377, 45.797907308086515, 46.11478613686077, 59.4857125182581, 94.48774081730743, 84.0615161680916]","[36.75078770411003, 16.23327839029655, 24.79112494484217, 28.298192429920583, 36.54521427673751, 27.407452343589327]"
2018-02-19 15:00:00,"[10.79, 10.058578947368419, 1.2491216216216228, -15.346762177650426, -56.577954545454546, nan]","[754.4239473684212, 1461.099263157895, 3054.718581081081, 5693.092464183381, 10577.743257575758, 16243.095813953489]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.963684210526315, 10.443157894736842, 1.4413513513513525, -14.06830945558739, -52.516060606060606, -67.1522480620155]","[23.494317773164642, 45.78811539857483, 39.9940591791137, 48.151771438751275, 87.53961360431423, 78.04541201357463]","[37.16471365462231, 23.910783654273555, 24.584359399729056, 36.53935464302463, 40.17835330550041, 26.73106290420061]"
2018-02-19 18:00:00,"[11.123245614035088, 9.630526315789474, 0.13459459459459605, -15.31689655172414, -56.60284090909091, nan]","[763.7493859649121, 1469.6209473684205, 3064.428952702702, 5699.630086206897, 10593.454204545455, 16265.189224806201]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.34438596491228, 9.850526315789475, 2.1285135135135143, -13.96316091954023, -52.33954545454545, -67.0537984496124]","[24.648297821597012, 45.17357769666522, 43.08503338723405, 55.62346220965472, 81.03540548428658, 76.93570678881254]","[37.46966834767152, 25.919006264512937, 20.468832917268188, 36.22058085096155, 45.61050999320476, 27.934426982387787]"
2018-02-19 21:00:00,"[11.52, 9.386335078534033, -0.5009459459459462, -15.681867816091954, -56.79625, nan]","[765.53, 1472.6854973821987, 3070.366891891892, 5706.278706896552, 10595.861818181818, 16272.956434108528]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.74, 9.937905759162305, 2.925135135135135, -14.343908045977013, -52.37022727272727, -67.53286821705426]","[18.845579127859292, 37.62841668889011, 42.41625907690907, 54.63670077925105, 79.81813241465558, 78.52354594287172]","[37.881133131621006, 25.738662567704893, 22.913445330104626, 28.919803387630953, 44.146698693273876, 30.147484871302904]"
2018-02-20 00:00:00,"[11.89521739130435, 9.912303664921465, 0.3710810810810826, -15.878710601719199, -56.60284090909091, nan]","[765.60852173913, 1475.007591623037, 3074.301655405405, 5715.834498567335, 10607.097954545454, 16289.851550387597]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.850434782608698, 10.320104712041884, 2.9315540540540552, -13.975472779369628, -51.89181818181818, -67.29255813953489]","[20.359335060515523, 33.40299802626732, 32.60715426250454, 59.984653350148115, 81.73466006266639, 77.62929364734096]","[42.31606361994056, 29.884076751686674, 29.307295352686346, 30.504142943402694, 47.53772705995885, 28.98406747052358]"
2018-02-20 03:00:00,"[13.377565217391302, 10.626073298429318, 0.19804054054054382, -14.478505747126436, -56.79625, nan]","[766.344173913044, 1477.3923036649217, 3078.2431081081077, 5722.841379310345, 10618.570227272727, 16308.836046511628]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.55565217391304, 11.409109947643978, 3.3541891891891913, -13.254252873563217, -52.565681818181815, -66.97317829457364]","[19.37487736562986, 36.8048842754201, 34.65685185663374, 45.71388711187824, 73.02543954501056, 75.4066577146659]","[42.88265595222281, 37.741023800081344, 25.182237047244868, 32.37150462397459, 40.868057653067595, 31.508410321439374]"
2018-02-20 06:00:00,"[13.595217391304349, 9.75261780104712, 2.487972972972974, -14.4954441260745, -56.79625, nan]","[768.3293043478257, 1479.756544502618, 3077.495236486486, 5728.033896848137, 10626.694204545454, 16313.786899224808]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.05217391304348, 10.78764397905759, 2.6697297297297307, -13.01702005730659, -52.196363636363635, -66.8537984496124]","[20.36572567084176, 33.874144993147986, 41.55080111784751, 58.897952746168144, 58.04410075734946, 76.08681341783793]","[40.17446512967885, 36.77009258139834, 29.075968409048624, 37.036977516178936, 49.721062774623164, 33.56738327640569]"
2018-02-20 09:00:00,"[13.550086956521739, 10.447958115183246, 2.4537499999999985, -14.915057471264367, -56.79625, nan]","[766.6593043478263, 1477.844764397906, 3076.1496621621627, 5721.613103448275, 10620.952045454545, 16323.202015503875]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.964347826086955, 11.004921465968586, 2.5231081081081066, -13.73471264367816, -52.44863636363636, -66.63286821705427]","[25.37494845349984, 46.292822504239055, 40.84947601869926, 49.23475226088187, 56.63143386135814, 75.8197422582499]","[37.81779680232875, 38.35286212219556, 45.08108089247062, 46.616088701373734, 47.21931693909865, 34.53545688520792]"
2018-02-20 12:00:00,"[13.72359649122807, 10.840052356020944, 2.570270270270268, -14.736120689655174, -55.68163498098859, nan]","[765.3073684210526, 1476.628167539267, 3077.9586486486487, 5720.376120689655, 10618.293650190113, 16335.706899224806]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.975087719298244, 10.96041884816754, 2.7724324324324305, -13.545344827586208, -51.73832699619771, -66.87317829457365]","[26.345540747157763, 46.2270009063499, 44.36247449759339, 58.79583103878553, 70.0601282415961, 74.06646788638098]","[40.5339221123724, 38.248135719752334, 29.572489398158737, 39.86068877432027, 50.72279868322215, 35.42868971173323]"
2018-02-20 15:00:00,"[13.721640625000001, 10.81952879581152, 0.9927272727272751, -14.066962750716332, -56.61772727272727, nan]","[774.366875, 1485.9545549738216, 3082.50404040404, 5725.1486246418335, 10624.640454545455, 16360.487519379845]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.92046875, 11.09497382198953, 1.804646464646467, -12.882636103151862, -52.11151515151515, -67.21503875968992]","[22.821198140305658, 41.16696436300109, 37.53556768398768, 44.56770644162858, 69.5777048130776, 70.47200306225986]","[39.289076480616075, 34.37103569181808, 23.631771507291344, 47.38755024575655, 58.25200028658828, 34.37043023209565]"
2018-02-20 18:00:00,"[13.77046875, 10.513089005235601, 2.1875084175084183, -14.162148997134672, -55.52939393939394, nan]","[775.4645312500004, 1486.5344502617802, 3083.6833333333334, 5731.721690544413, 10637.01303030303, 16384.747286821705]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.912656249999998, 10.686596858638742, 2.1793939393939405, -13.136504297994271, -51.29181818181818, -67.39410852713178]","[16.448265682434318, 27.149957140920915, 33.378988549408774, 46.51234000650784, 66.15028670637606, 67.76123624217584]","[30.7503488498261, 36.13620301936488, 35.17225191876536, 50.25209301793967, 63.5888092907184, 34.58822571857356]"
2018-02-20 21:00:00,"[13.27719298245614, 10.545263157894736, 2.567601351351354, -14.203448275862069, -54.87310606060606, nan]","[763.9868421052631, 1476.9694736842107, 3078.4911148648644, 5725.101436781609, 10643.640681818182, 16389.482170542637]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.710175438596492, 10.803157894736842, 3.0927027027027054, -12.909137931034483, -50.09560606060606, -67.6537984496124]","[24.18217799204713, 34.123503429616086, 49.86433638763881, 56.22666802963421, 72.43535923550651, 66.43124107588312]","[42.1463244353031, 51.64049207743114, 42.709384126960416, 50.82416108320336, 64.08231906160356, 35.160068781992706]"
2018-02-21 00:00:00,"[14.587031249999999, 11.011675392670158, 2.166756756756758, -14.062263610315185, -53.6880303030303, nan]","[776.6231250000002, 1489.9031937172774, 3088.483513513513, 5736.218137535817, 10651.657727272726, 16406.693023255815]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.7165625, 11.247329842931938, 2.3805405405405415, -12.92676217765043, -49.61757575757576, -67.53441860465117]","[18.741444732474015, 31.543928273538523, 49.13465301921023, 47.38921793817802, 76.46333327965223, 66.94566796949611]","[35.480617080345745, 43.06156974630968, 34.89516278136433, 29.878969741064143, 68.0121741771901, 36.919131538288575]"
