,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-06-10 12:00:00,"[11.246140350877194, 4.258789473684213, -3.178813559322034, -32.70781609195402, -58.02996212121212, nan]","[764.7289473684208, 1498.7434736842104, 3133.609322033898, 5806.743218390804, 10782.396098484849, 16521.519534883722]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.35578947368421, 19.59315789473684, 6.653559322033898, -10.148505747126435, -46.73462121212121, -61.36]","[30.992403874150945, 25.083333790988465, 8.735958249408966, 16.422290967551724, 7.9730658246581845, 11.284501727921729]","[11.478249397977562, 2.1782558206420455, -6.696523393863017, -17.58668593790135, -21.1554140306984, -9.834235296540799]"
2015-06-10 15:00:00,"[13.356315789473681, 4.105263157894742, 1.4535135135135138, -22.87812680115274, -52.11007604562737, nan]","[761.3138596491232, 1495.4741578947364, 3131.6454054054057, 5808.257521613833, 10791.37494296578, 16521.173333333336]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.66280701754386, 20.027894736842107, 6.631891891891891, -9.663170028818442, -46.80220532319392, -61.87937984496124]","[22.695064370312988, 24.19420766520392, 8.121250459229696, 11.422630860768766, 7.298740734699649, 12.432784783936382]","[10.16550620105499, 1.1036857196093326, -4.168043041681232, -16.049564629406213, -26.337887200436484, -11.594671416134522]"
2015-06-10 18:00:00,"[14.745789473684209, 9.78852631578948, 3.9624324324324323, -30.285043227665703, -55.773231939163495, nan]","[766.1868421052635, 1501.42347368421, 3138.816216216216, 5825.056167146974, 10810.877490494297, 16540.803488372094]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.210175438596487, 19.027894736842107, 7.442702702702702, -8.608126801152736, -47.459239543726234, -62.91968992248062]","[19.665441587739533, 23.118402813123232, 8.26238224428605, 6.18770830598679, 6.60084039548942, 10.58422237819504]","[6.798307713587462, 3.8136351597850093, -1.5277141194932422, -16.75782419263471, -30.618620555761577, -14.13924644445744]"
2015-06-10 21:00:00,"[14.036666666666664, 6.0757142857142865, 5.839727891156463, -31.589164265129686, -58.80908745247149, nan]","[755.726666666667, 1493.712857142857, 3135.7084353741493, 5821.956340057637, 10814.632813688213, 16540.44558139535]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.906666666666666, 20.795555555555556, 7.759047619047622, -8.198328530259365, -46.68167300380228, -63.561550387596895]","[20.591515151907377, 18.731897375130412, 7.319087925558583, 8.922682614701674, 1.88085875987289, 13.98752630005604]","[11.331203886902166, 9.39315558927656, -9.379821614047943, -13.162369618227675, -22.24698330468208, -16.423083862282866]"
2015-06-11 00:00:00,"[10.79, 6.860000000000001, 4.115084745762716, -30.975158501440923, -59.151292775665404, nan]","[754.4266666666671, 1492.9633333333334, 3136.759355932203, 5831.791844380404, 10826.709391634982, 16561.38480620155]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[26.37333333333333, 20.955873015873017, 8.35220338983051, -7.9092795389049, -45.53642585551331, -62.17937984496124]","[20.079267757345306, 16.74036690720323, 8.054937290779296, 6.364607351302831, 12.524293062840623, 8.067320220180761]","[13.213037151740618, 12.24825102830507, -9.837077365805808, -10.428044691692486, -9.44268448187705, -20.09031371448719]"
2015-06-11 03:00:00,"[6.543684210526314, 11.149736842105263, 0.7167796610169446, -21.883659942363114, -49.89190114068441, nan]","[765.2038596491226, 1505.6626315789474, 3150.358338983051, 5842.785100864553, 10840.984486692016, 16575.01364341085]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[27.499649122807018, 21.021578947368422, 8.780338983050843, -8.727723342939482, -45.52920152091255, -64.0568992248062]","[14.32843616590789, 17.029076567104173, 8.225490483452901, 7.8683837766271205, 21.685652440715632, 3.510032949975256]","[10.103001138174324, -2.838032771360417, -3.5523600045927863, -3.759985581996502, -7.299966942152087, -18.82951495194783]"
2015-06-11 06:00:00,"[8.536666666666667, 10.85905263157895, 0.7061694915254199, -15.81198847262248, -48.672167300380224, nan]","[769.7883333333335, 1506.9140000000004, 3145.340101694916, 5838.772305475504, 10846.280988593157, 16574.616589147285]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.923333333333332, 19.95894736842105, 8.009152542372878, -8.713602305475506, -44.76950570342205, -64.65689922480621]","[8.835815149346255, 13.182553623370392, 5.926411238027583, 12.118175578622099, 23.247003943598436, 3.21827342591741]","[10.162651315365215, 1.6782139695608531, 3.937023149670801, 0.876024354165196, -11.902284136135648, -16.291525260759023]"
2015-06-11 09:00:00,"[12.909122807017544, 9.051947368421054, 0.5727118644067797, -18.359540229885056, -49.2698106060606, nan]","[765.3910526315788, 1501.0988947368419, 3138.9581355932205, 5830.9077011494255, 10847.846212121212, 16573.428914728684]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.03649122807018, 19.38947368421053, 8.201016949152542, -8.582988505747126, -44.57325757575757, -64.85689922480621]","[16.822466533464876, 11.602069411091723, 5.963858751463917, 11.411619822369103, 9.42764658913852, 5.449286879099805]","[13.521455226140278, 10.349366023145613, 11.758252491865116, 3.3111869479208944, -33.44560163599958, -11.824961299835618]"
2015-06-11 12:00:00,"[11.189473684210528, 10.144210526315792, 1.9010847457627045, -22.210000000000004, -47.743257575757575, nan]","[774.3110526315786, 1509.7828421052627, 3144.1328474576276, 5834.989310344828, 10853.993106060607, 16580.6203875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.003157894736844, 19.450526315789478, 7.431864406779659, -8.718620689655173, -43.92818181818182, -65.11813953488372]","[18.028376374180283, 13.737419397792968, 4.036290602968785, 10.265984398806799, 24.579501667586914, 7.956565261460039]","[16.127872842691055, 10.425956208414595, 11.478941908175601, 6.71778370819502, 5.352457622416811, -11.488049356075615]"
2015-06-11 15:00:00,"[13.514912280701756, 9.42157894736842, -3.429391891891889, -37.01991379310345, -47.23348484848484, nan]","[776.9638596491228, 1511.6026315789475, 3145.3910810810803, 5837.081350574712, 10871.430075757577, 16598.854418604653]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.96982456140351, 19.161052631578947, 7.892702702702706, -8.147931034482758, -43.381212121212116, -65.47782945736435]","[14.078705647534592, 8.752164405887221, 2.6950496594020854, 7.315049515809703, 14.0632762085193, 11.646798542620607]","[11.894842638424366, 12.282249051294603, 17.299643198092593, 16.540729528073452, -12.738828921397525, -12.082447029599772]"
