,DWPC,HGHT,PRES,TMPC,UWND,VWND
2016-07-25 12:00:00,"[20.575703125, 11.103246073298429, 5.506835016835017, -8.946799999999998, -54.755, nan]","[812.9063281249998, 1545.6069633507855, 3189.650134680135, 5904.6068, 11013.035, 16726.821007751936]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.7040625, 19.134240837696336, 9.436296296296296, -6.163999999999998, -40.435, -69.08558139534884]","[15.941338895913825, 13.524824878589794, 15.905565308251001, 15.658721476359185, 39.13616440139461, 10.499336504122837]","[-3.277066894080926, 3.8016034796083202, 5.687699553535689, 11.354861491264769, -11.950189787070885, -6.53997278099368]"
2016-07-25 15:00:00,"[20.628437499999997, 10.114062499999998, 0.04151515151515403, -7.868399999999999, -48.2475, nan]","[812.1964062500001, 1545.7771875000005, 3188.183232323232, 5902.956828571429, 11009.6575, 16732.71891472868]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.75875, 19.752499999999998, 9.408686868686871, -6.236571428571429, -40.26, -68.50186046511628]","[11.775832208561862, 13.087396346505146, 8.298833878640128, 20.800430147440327, 39.54689835496912, 8.654546619811118]","[-1.2562972782988713, 3.0911669510855875, 0.4680129202562407, 10.23926810298084, -7.947121287091343, -2.7657601768054834]"
2016-07-25 18:00:00,"[21.144296875000002, 11.455235602094247, -3.886107382550335, -10.822628571428572, -44.14494339622642, nan]","[811.8322656249996, 1544.2865445026177, 3187.06355704698, 5903.123885714285, 11024.914490566038, 16744.659069767444]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.524375000000003, 19.04, 9.517516778523492, -5.095428571428571, -39.94301886792453, -69.58093023255813]","[6.595098575634258, 13.182927480467775, 0.6520833446080659, 22.88568236433226, 37.12700781866737, 11.508430804302737]","[-2.0988406464429636, 0.31547006025691293, -5.869492842961831, 1.6048871755479661, 1.8827833279167332, 1.4943041981073495]"
2016-07-25 21:00:00,"[20.80765625, 16.14251308900523, -3.082222222222221, -23.429942857142862, -43.97742424242425, nan]","[810.215390625, 1542.4289528795814, 3186.062289562289, 5899.822228571428, 11022.724583333333, 16741.510542635657]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.659531249999997, 17.90020942408377, 9.642693602693605, -4.789142857142859, -39.81189393939394, -69.80341085271317]","[2.949425296239332, 7.6624118426376295, 0.3014505080359854, 21.591929196465557, 33.84935396227647, 14.267177878608363]","[-5.1476429155692385, -0.9163930231628503, -5.290475896742161, -3.2299075623535876, 3.7828556605186647, 0.7635840064370809]"
2016-07-26 00:00:00,"[19.61625, 14.673749999999998, -3.883333333333328, -37.66690544412608, -48.43477272727273, nan]","[808.2746875000001, 1540.1825000000001, 3184.973333333333, 5902.105587392551, 11020.697803030303, 16741.116356589147]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.48375, 18.215, 9.835622895622897, -4.437363896848139, -39.41189393939394, -68.38403100775194]","[-4.793375874010309, 2.221865066075215, 4.925477260296232, 19.45012746731413, 34.25858253278243, 13.312543923802709]","[-7.414572972151676, -1.1405357855650924, -5.15478152057587, -2.267323731291772, 2.913794903059728, -1.5680461850495604]"
2016-07-26 03:00:00,"[19.307343749999998, 13.242146596858635, -5.812550335570469, -41.875, -43.3325, nan]","[815.8346875000001, 1546.432879581152, 3191.804697986577, 5904.226714285714, 11017.0725, 16742.515968992248]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.9821875, 18.347329842931938, 9.962147651006712, -4.8671428571428565, -39.085, -67.97937984496124]","[-8.23188991764562, 3.224304067700348, 8.057521768607344, 15.350053722398329, 35.56273692614916, 11.662474392342466]","[-4.234902795747315, 1.4586569832094654, -3.192993840603864, -0.5406340618875277, 2.7317208077523816, -8.411097891718315]"
2016-07-26 06:00:00,"[19.11515625, 14.774345549738221, -6.009427609427603, -42.1684, -43.41290566037736, nan]","[815.7311718749997, 1545.1563350785339, 3188.855084175084, 5899.736285714286, 11009.577849056603, 16736.887054263567]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.582187500000003, 17.457277486910996, 9.638989898989902, -4.943428571428574, -39.74037735849056, -67.68093023255814]","[-6.755588280963016, 4.919774788092944, 8.586348951514001, 13.402879576259169, 35.48582579152183, 7.027574269882166]","[-0.6131813667387609, 1.9903123309169741, -0.6112829797102982, -0.07433524591062478, 8.461449408404398, -5.305666630216707]"
2016-07-26 09:00:00,"[16.6496875, 15.587329842931934, -6.072214765100673, -46.667857142857144, -45.31116981132075, nan]","[812.26265625, 1540.4428795811523, 3181.2335570469804, 5890.477142857143, 10995.415471698114, 16725.767441860466]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.42203125, 16.38764397905759, 9.267181208053689, -5.088571428571428, -39.715471698113205, -68.27937984496124]","[-8.92500258503316, 3.314496626262094, 7.972604231394027, 14.84590865665273, 37.010761994222705, 8.694480996718086]","[-2.5518691018183968, 1.494529433389748, 1.9322856190104123, 4.729329461807829, 12.321832680530912, -2.8545335592068635]"
2016-07-26 12:00:00,"[14.967500000000001, 15.147083333333333, -7.128993288590609, -34.3794, -44.68641509433962, nan]","[819.4831250000002, 1545.89671875, 3184.370906040269, 5892.555714285714, 10988.67566037736, 16718.082558139533]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.2275, 15.4634375, 9.216845637583889, -5.32285714285714, -39.784528301886795, -68.01968992248062]","[-9.27582761174847, 2.470628976152661, 6.081197684853504, 18.718404133995303, 39.45172129051134, 6.404298820325603]","[-2.2079961768817875, 0.05053901260955672, 2.9200574940162998, 4.577099749629688, 11.30472587720969, -1.7434339724481744]"
2016-07-26 15:00:00,"[12.558294573643416, 14.46, -7.5193959731543645, -22.525783475783474, -46.05018867924528, nan]","[825.0393798449616, 1551.57, 3187.825637583893, 5898.049857549858, 10990.603396226415, 16723.464263565893]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.21906976744186, 15.54, 9.163825503355703, -5.6713960113960145, -40.010943396226416, -68.19875968992248]","[-9.379646171863662, 1.5425012884192684, 4.7454728806837005, 19.652762047500516, 39.50853257122529, 9.42075482522127]","[-0.3992513207115431, 0.3857327769646977, 2.5383665678381333, 2.219472217008958, 15.143965288150529, 2.2272816145620418]"
2016-07-26 18:00:00,"[15.793333333333335, 14.376249999999997, -7.034932885906039, -16.86714285714286, -45.617547169811324, nan]","[825.583333333333, 1552.5342187500005, 3188.5154697986577, 5894.555714285714, 10991.006226415095, 16726.938914728682]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.873333333333335, 16.355624999999996, 8.879261744966445, -5.6171428571428565, -40.13547169811321, -68.52124031007752]","[-6.733333333333336, 4.255108997586202, 4.6045195540461155, 17.477160011195636, 38.24121574332906, 15.782396730849317]","[4.1229775571294243e-16, 0.744142134485901, 2.182719416922757, 0.8359940827119668, 19.02236109531488, -1.0878639748411487]"
2016-07-26 21:00:00,"[17.5075, 14.976666666666665, -7.33063758389262, -13.792914285714282, -44.30203773584906, nan]","[818.5500000000003, 1546.687552083334, 3183.08889261745, 5890.933428571429, 10990.264754716982, 16728.157054263564]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.964999999999996, 16.100937499999997, 9.227919463087247, -5.61257142857143, -39.789811320754715, -67.64217054263565]","[-3.79144644049836, 3.3723016398461527, 6.228327197910918, 21.235627557495796, 41.05829443585188, 14.249394427133804]","[-1.1687558080421698, -0.6859301351631987, 1.2321047854747826, 1.3275913273242401, 22.37585233226337, -6.917585638948814]"
2016-07-27 00:00:00,"[17.865703125, 13.911989528795816, -6.126565656565655, -42.72020057306588, -44.9225, nan]","[813.0339062500002, 1541.7047120418845, 3180.031212121212, 5889.858853868194, 10982.3025, 16733.563023255814]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.886874999999996, 16.893403141361258, 9.207676767676771, -5.510716332378221, -39.985, -67.36]","[-6.024397942445792, 1.7771848181589596, 9.688624945484579, 21.89614146500648, 42.220489243761016, 9.171971966310227]","[-1.5133202312997587, -0.3004830768162549, -1.6913757689292725, -3.1531137771628983, 17.477508776065903, -10.270311135037907]"
2016-07-27 03:00:00,"[17.65, 13.511562499999998, -6.911919191919193, nan, -49.08083018867924, nan]","[820.823125, 1548.89625, 3185.824276094276, 5895.531367521367, 10980.731056603772, 16740.42643410853]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.430625, 16.968125, 8.934612794612795, -5.29190883190883, -40.13962264150943, -67.30031007751938]","[-6.410037144964107, 0.5364438081358942, 8.325055619901358, 18.551519416849203, 48.14983785215443, 5.782085568407614]","[1.2734729179831972, 1.2308346137384665, -0.839465197676948, -7.699933839129188, 9.776877201526485, -7.670668040571454]"
