,DWPC,HGHT,PRES,TMPC,UWND,VWND
2017-07-01 12:00:00,"[13.148437500000004, 4.377120418848167, -2.4432432432432423, -47.864813753581664, -46.527575757575754, nan]","[790.5009374999996, 1512.001989528796, 3123.2161486486484, 5771.626647564471, 10750.542727272727, 16570.849224806203]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.14859375, 14.812774869109948, 3.587972972972975, -12.520458452722066, -42.99181818181818, -62.80806201550387]","[19.176196216444737, 24.495629199256335, 32.977437104081616, 52.07045882101605, 98.21074465263173, 33.46490925986154]","[-7.521886843227989, -0.9617633444434198, 1.8740186329767883, 18.05504645355247, 58.64677678401342, 15.467739309296118]"
2017-07-01 15:00:00,"[13.7425, 5.023749999999997, -3.5588888888888865, -35.24553008595989, -54.8042803030303, nan]","[797.9953125000001, 1517.6175, 3124.3930639730634, 5778.592263610316, 10728.157045454545, 16568.630155038758]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.499375, 13.865, 3.372323232323235, -12.600687679083096, -45.04333333333333, -61.60496124031008]","[15.818415767240602, 18.386077700870487, 29.401815851500952, 43.618223375327894, 90.30621517020644, 35.162944775094765]","[-6.8851226300145765, -6.776147266519016, -2.7772677337640235, 8.710631888536152, 33.022809791435414, 4.213531827652808]"
2017-07-01 18:00:00,"[13.614651162790699, 10.72640625, -5.153872053872054, -35.21785714285714, -58.597500000000004, nan]","[809.426976744186, 1529.11390625, 3135.5002693602696, 5793.600285714286, 10742.4575, 16580.4203875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.184186046511627, 12.665, 3.709360269360269, -11.925714285714287, -47.685, -61.10496124031008]","[13.052632512758795, 13.966940779926533, 23.98942726249319, 40.866082620352934, 66.3692389398388, 35.62215787955591]","[-6.257617420349587, -6.422829083706163, -4.30453343013561, 5.08889799236456, 9.652651386877347, -5.0308947865056926]"
2017-07-01 21:00:00,"[13.367734374999998, 10.695654450261781, -12.358383838383832, -31.77363896848137, -58.8725, nan]","[807.3750000000002, 1528.0061256544498, 3135.9599999999996, 5805.5432091690545, 10768.9075, 16585.48953488372]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.607968749999998, 12.982408376963354, 4.980404040404043, -10.43048710601719, -46.885000000000005, -61.2631007751938]","[13.633041118673946, 15.304524213042118, 24.556675754066372, 40.37652879374865, 54.49832578497278, 37.889365399144715]","[-4.893964478667522, -5.620459456538836, -4.857673973000147, -5.668723949687602, 2.891904499628503, -14.305014209521]"
2017-07-02 00:00:00,"[13.078828125, 9.08119791666667, -18.488724832214764, -27.2568, -60.845, nan]","[807.9386718750003, 1528.5794270833328, 3136.9102013422817, 5813.2508, 10790.165, 16586.84426356589]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.586874999999996, 13.28166666666667, 5.951409395973156, -9.983999999999998, -46.11, -60.38558139534884]","[13.399879777538334, 17.759914230278454, 22.639506040201468, 41.0083014873413, 50.13314228028204, 28.81205863239841]","[-1.9428901017605655, -3.4410876298861464, -9.624581990838509, -5.79691858864007, -2.3883352162117406, -12.765974798637142]"
2017-07-02 03:00:00,"[13.039224806201549, 10.090833333333334, -14.422684563758388, -25.372991452991453, -62.936603773584906, nan]","[819.2784496124034, 1540.25890625, 3150.0114765100675, 5826.721623931624, 10812.207358490565, 16603.09472868217]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.69038759689922, 13.284270833333334, 6.1504026845637565, -9.680512820512819, -46.284528301886795, -59.86155038759689]","[14.876483289861952, 22.09885607010736, 19.810980854856975, 38.610714952679174, 49.32237407851401, 20.11800020714792]","[1.6306046201545696, -2.8888332693847296, -8.790972877826993, -7.746213428133369, -11.750761864712137, -0.466617629640203]"
2017-07-02 06:00:00,"[13.369767441860464, 11.067499999999999, -14.711342281879192, -31.499487179487176, -62.936603773584906, nan]","[818.3758139534885, 1539.5727083333336, 3149.4030872483218, 5827.028034188033, 10826.641698113208, 16602.23953488372]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.646976744186045, 13.177499999999998, 5.676241610738258, -8.753162393162391, -46.36, -61.41813953488372]","[15.802380128337756, 23.060183010081904, 18.8642438909291, 35.962073488089125, 38.88142869260698, 21.93321285316645]","[0.4000005643757675, -1.7274111173273543, -3.0032527671992573, -11.10808225356115, -15.495644997652542, 3.5710148406577744]"
2017-07-02 09:00:00,"[12.80984375, 8.184114583333333, -13.335100671140937, -34.526324786324786, -60.4988679245283, nan]","[815.5936718749999, 1535.8717708333334, 3146.922751677852, 5829.864358974359, 10834.955660377358, 16590.706899224806]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.915781250000002, 13.284270833333334, 5.73328859060403, -7.6531623931623916, -46.31094339622641, -62.89875968992248]","[13.569778161222583, 22.12160270807254, 19.83412507779643, 32.57942095088681, 34.679946395908644, 27.0310999903303]","[-2.957275221265045, -4.256278897917959, -5.443111986462258, -12.240973942858902, -10.64007353816295, 1.7629337713329283]"
2017-07-02 12:00:00,"[10.5115625, 5.996666666666657, -7.488389261744967, -34.20039772727272, -58.89230188679245, nan]","[827.05, 1546.8990000000006, 3159.002181208054, 5840.443409090908, 10838.362490566038, 16588.698]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.9446875, 13.703333333333331, 5.963489932885904, -7.733295454545454, -46.831698113207544, -62.64]","[16.440062057197515, 22.688326326449637, 15.92720073418103, 28.134098649419382, 30.941712966077443, 25.778912412036526]","[-2.179519686601537, -8.961422013527336, -9.618095576470152, -8.2230492474874, -3.250683424277887, 1.0912739585224296]"
2017-07-02 15:00:00,"[11.076279069767441, 8.07563981042655, -5.235384615384615, -31.988376068376063, -62.52954887218045, nan]","[835.3844186046513, 1557.053127962085, 3170.4893645484954, 5848.152535612536, 10841.934962406016, 16597.82]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.41441860465116, 14.27222748815166, 5.467090301003343, -8.553732193732191, -46.71263157894737, -62.6]","[15.81927104390416, 18.959323555409398, 14.369695184438111, 24.813071146611826, 32.80134224166804, 28.002304578691604]","[-3.7560635433971696, -15.364438065283665, -8.958237306471101, 1.3347700442329862, 8.745602331880535, 3.3836924036010227]"
