,DWPC,HGHT,PRES,TMPC,UWND,VWND
2013-12-26 12:00:00,"[-19.10384615384615, -24.175283018867923, -24.476075949367086, -29.836327683615817, -65.32636704119851, nan]","[826.7830769230765, 1489.4792452830188, 2977.508481012658, 5521.60209039548, 10272.560599250937, 16127.072]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-5.033846153846157, -7.022264150943396, -13.709367088607594, -20.084858757062147, -56.587715355805244, -57.3]","[20.83639287422609, 29.511802271661583, 34.69963488868699, 55.99480651231288, 68.8477133388808, 53.37364582026512]","[-17.8605985193719, -19.383404885502372, -28.25529846828823, -28.126212225410278, -52.45842946745902, 2.929854578796728]"
2013-12-26 15:00:00,"[-13.836615384615389, -21.254905660377357, -18.258485804416402, -29.164732394366197, -65.82887640449438, nan]","[835.9727692307695, 1500.5788679245286, 2994.739684542587, 5548.514225352113, 10312.698277153557, 16125.244]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.575384615384614, -5.833584905660379, -13.353375394321766, -20.092394366197187, -56.49558052434457, -58.42]","[17.41267448270849, 29.008844156176217, 32.21060432718637, 55.57439657552955, 72.25679732589731, 52.94450470838242]","[-0.5360300470158931, -7.688283938674765, -30.064737522162442, -13.00983874060268, -17.02184477591107, 3.375518505959153]"
2013-12-26 18:00:00,"[-11.208837209302315, -19.201886792452832, -15.149620253164557, -29.58504225352113, -65.82887640449438, nan]","[838.8327131782942, 1508.900754716981, 3010.0964556962017, 5557.218366197184, 10324.645430711611, 16135.11]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.997984496124033, -4.309056603773583, -12.130886075949368, -21.378028169014087, -56.15213483146067, -58.78]","[21.606565670117487, 30.755077154142043, 33.40809455182829, 55.21368023378306, 74.07389091472477, 51.24141497105404]","[12.501270281636012, 0.8758927384874677, -21.72103081092252, -7.256674971133449, 6.224351975058951, 6.3225225791797754]"
2013-12-26 21:00:00,"[-11.353488372093013, -14.240568720379146, -12.584683544303797, -30.578356940509913, -65.79736842105264, nan]","[823.4924031007749, 1497.6582938388626, 3008.123449367089, 5550.7188101983, 10308.38007518797, 16130.733999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.5003100775193821, -2.8652132701421813, -10.168860759493672, -22.053767705382437, -55.99007518796993, -59.739999999999995]","[21.607610472354068, 29.870380197225327, 39.31789387781639, 57.01171095910377, 80.18627161399401, 55.560682215143856]","[17.799569776357494, 3.9960719015324178, -18.07174115716251, -7.461920447800562, 16.323176872948306, 5.774962492328141]"
2013-12-27 00:00:00,"[-12.086976744186039, -12.48345971563981, -15.739683544303796, -38.91203389830508, -65.8005617977528, nan]","[827.6427906976742, 1505.1516113744074, 3023.320189873418, 5559.614491525424, 10303.868426966292, 16145.975999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.1679069767441834, -1.5680568720379144, -9.985316455696204, -23.1235593220339, -55.82853932584269, -59.86]","[26.679763332490108, 31.43258319051579, 42.9977523564452, 58.323969221968575, 86.35412421385556, 53.131812713483775]","[18.539546157737078, 6.249924005407444, -8.083588368677932, -9.889342135884696, 16.509262877222316, 3.097056954478576]"
2013-12-27 03:00:00,"[-9.24604651162791, -13.62436018957346, -15.878734177215188, -41.16725212464589, -65.8005617977528, nan]","[830.6183720930235, 1508.8952606635069, 3032.5777215189883, 5570.127195467422, 10298.068988764046, 16161.456]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.0213953488372094, -1.5116587677725102, -8.63215189873418, -23.790878186968836, -54.410561797752806, -59.74]","[31.55711696649921, 38.51435159139155, 38.89367827361626, 52.48833436580079, 89.48022054441262, 51.394763947043586]","[17.00894388119385, 7.819345991873391, -3.0233919641428963, -10.894956948963335, 11.326800578762455, 6.12117658850561]"
2013-12-27 06:00:00,"[-6.803488372093023, -10.394811320754716, -18.06022151898733, -36.91073446327684, -70.27808988764045, nan]","[829.6232558139533, 1504.6519811320754, 3037.475474683544, 5575.7737005649715, 10295.885056179775, 16159.444]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.34232558139535024, -1.2081132075471699, -7.938164556962024, -23.912824858757062, -52.967865168539326, -60.0]","[32.57141024694405, 32.31442239430895, 33.11620381751668, 55.74488135867189, 80.99618183126682, 53.88786314849092]","[11.316086864453714, 5.666309780380845, -6.851302866367365, -10.021547009585879, 9.576383092778174, 8.33072561602613]"
2013-12-27 09:00:00,"[-4.257441860465115, -11.82674528301887, -26.033354430379745, -47.61370056497175, nan, nan]","[828.0155813953486, 1508.646367924528, 3046.9148417721512, 5586.868644067797, 10302.92015037594, 16158.003999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.7134883720930254, 1.5546226415094346, -6.850506329113921, -23.912824858757062, -52.98293233082707, -60.14]","[24.44865317306877, 24.385038557243817, 29.951196535712732, 45.25926923893221, 69.43253358736496, 57.535087533883114]","[2.6914894544626518, -4.8614224318812695, -11.48158814215083, -13.639382451073903, 7.915360563337866, 8.024597589188385]"
2013-12-27 12:00:00,"[-6.450465116279066, -7.424481132075471, -25.520759493670884, -51.07666666666667, -71.39089887640449, nan]","[836.1406201550385, 1518.623726415094, 3058.9086075949363, 5607.740169491525, 10320.439288389513, 16159.41]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.529147286821703, 1.2640566037735854, -6.399240506329114, -23.228361581920904, -54.08546816479401, -60.58]","[18.59613641336454, 22.331584828814165, 25.75539768166229, 30.286361600056566, 60.727709778418465, 57.229133630579305]","[-3.7671845962520702, -6.8415656946267545, -11.486615092327826, -16.864409815450106, -1.122866094985917, 7.871981192387145]"
2013-12-27 15:00:00,"[-7.254186046511624, -8.350047169811319, -26.72801261829654, -40.042760563380284, -65.82887640449438, nan]","[844.9914728682166, 1528.6141037735847, 3070.751608832808, 5629.701521126761, 10348.237902621722, 16163.81]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.0198449612403055, 1.4645283018867934, -6.021829652996848, -22.268450704225355, -54.647265917602994, -60.76]","[15.317298604823414, 19.55967549862025, 25.43745057737432, 27.061329563361678, 35.782323209122, 58.12631608820078]","[-1.9240984656495692, -3.6931539975888286, -8.059077587171787, -16.21063836438901, -16.708329429534313, 7.514218390130183]"
2013-12-27 18:00:00,"[-6.485692307692307, -10.538207547169812, -28.985173501577282, -30.812542372881357, -63.00048689138576, -77.47800000000001]","[844.6004615384611, 1529.6110849056604, 3076.2127129337537, 5649.191016949153, 10379.595505617977, 16174.834]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.7646153846153796, 2.2447169811320755, -4.981135646687696, -20.966779661016947, -54.955880149812735, -60.9]","[16.61190829439584, 20.720836045003896, 27.529494067477103, 33.76591007113075, 13.25197379245589, 54.98344987601376]","[3.943376524783757, 0.9782469203829282, -6.358606157883841, -15.990900679548192, -45.53004236769787, 1.7721127875737894]"
2013-12-27 21:00:00,"[-5.722093023255814, -13.188341232227486, -31.11857142857143, -32.21779661016949, -63.4747191011236, nan]","[831.0616279069765, 1518.4602369668246, 3071.6451428571427, 5660.403389830509, 10411.280337078651, 16179.470000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.9097674418604624, 3.3978199052132703, -3.597142857142856, -18.977796610169495, -56.17348314606742, -62.12]","[21.816210942760037, 26.03110110283578, 27.984226075283107, 27.329179031904587, 6.1121568917797235, 48.5338161710903]","[7.118289697215924, 2.101391051275308, -8.043077715073391, -17.2329744110858, -41.56854881355098, -1.7677793614628858]"
2013-12-28 00:00:00,"[-6.222945736434108, -15.531516587677727, -23.38063492063492, -37.97543909348441, -65.8005617977528, nan]","[833.5500775193796, 1523.896777251185, 3084.709841269841, 5683.818441926345, 10459.392359550562, 16194.246000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.778759689922479, 4.694976303317535, -2.2107936507936508, -17.850651558073654, -54.91842696629213, -62.3]","[26.06858634959624, 28.27345840785599, 25.702478745458347, 26.572090868858965, 10.75160294050274, 43.47505609093923]","[8.413147280384626, -0.3315955777866254, -12.10006115125371, -11.150713632859466, -26.9207246921252, -2.302779600762281]"
