,DWPC,HGHT,PRES,TMPC,UWND,VWND
2017-08-18 12:00:00,"[14.445175438596491, 6.213193717277496, -15.712601351351351, -34.21962643678161, -47.935568181818184, -77.47945736434109]","[774.7278070175436, 1493.5001570680624, 3116.0356081081077, 5811.947528735633, 10868.976818181818, 16631.002790697672]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.745263157894737, 14.161989528795813, 7.931554054054055, -7.0246551724137944, -42.54863636363636, -63.92434108527132]","[17.477912586574032, 22.520020584981356, 19.88576027913438, 24.727268795708678, 69.20981608165673, 28.96854194675561]","[-8.547746426345874, -11.10986665125644, -16.523108240039836, -3.9410808840105584, 13.486504753799025, 15.959957153562538]"
2017-08-18 15:00:00,"[15.073906249999999, 0.8484816753926747, -6.677567567567566, -34.60805157593123, -54.89530303030303, -77.47945736434109]","[782.0229687500002, 1501.9654450261778, 3129.4529729729725, 5818.2323495702, 10868.434393939393, 16634.043875968993]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.8978125, 16.76460732984293, 6.531891891891894, -7.282636103151862, -42.49181818181818, -63.6646511627907]","[15.568120954347135, 18.201279127511764, 20.53389437407255, 28.319197867450658, 68.15043004961662, 33.134120374966706]","[-6.451710409015142, -17.227380588176075, -26.4005773053085, 0.4357508026634039, 13.781864317004148, 15.36852416590578]"
2017-08-18 18:00:00,"[15.739999999999998, -1.2995789473684203, -3.884747474747472, -30.096848137535815, -51.565, -77.47945736434109]","[786.6485937500001, 1510.7572631578946, 3140.536262626262, 5818.710114613181, 10861.595151515152, 16632.526046511626]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.693125, 18.472631578947368, 6.538989898989902, -8.51300859598854, -42.56909090909091, -62.824341085271314]","[13.031143797642544, 17.488946436119456, 24.679265839508066, 28.72886595054329, 65.26207812372935, 34.43510855015339]","[-3.9107313315821752, -17.87632907064756, -19.430250347661328, 3.5943028246733513, 26.278900016197795, 12.37735423162206]"
2017-08-18 21:00:00,"[15.677043478260869, -0.3868586387434557, -4.227027027027027, -26.007701149425284, -50.17886363636363, -77.47945736434109]","[781.7960869565219, 1509.950890052356, 3140.3365540540544, 5813.402413793103, 10838.786931818182, 16624.782248062016]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.87478260869565, 19.24628272251309, 6.61466216216216, -9.410574712643678, -43.47477272727273, -62.40186046511628]","[12.021850026681022, 18.316791024006196, 29.436607893496742, 32.21349134518347, 67.77328800513122, 32.04163421167552]","[-0.7692287745749888, -10.20433625474956, -8.980717256088296, 3.4960395718085806, 36.649744261879086, 7.267235933863558]"
2017-08-19 00:00:00,"[14.54526315789474, 5.862526315789481, -3.012939189189189, -17.754928366762176, -52.79840304182509, -77.47945736434109]","[780.8442105263156, 1511.0217894736838, 3142.2345608108108, 5809.484212034384, 10808.683269961977, 16626.68441860465]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.382105263157897, 18.437894736842107, 6.676824324324324, -11.298395415472779, -43.231863117870724, -61.6584496124031]","[11.360136548697296, 21.228946303106923, 27.276036878243236, 33.0969989394684, 73.65007284244598, 24.603904558349413]","[5.846498332104982, -1.7841762241609014, 0.538464272347812, -0.5555908158768548, 38.069670817080954, 3.7465319117540616]"
2017-08-19 03:00:00,"[11.144122807017549, 8.78068062827225, 2.9942905405405402, -26.81528735632184, -47.931026615969586, nan]","[778.6238596491224, 1512.16109947644, 3139.4707094594596, 5803.9391954022985, 10778.644372623574, 16623.507596899224]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.958421052631582, 18.56722513089005, 5.979189189189189, -11.55655172413793, -43.905627376425855, -61.758449612403105]","[14.78382826432903, 26.512838033439817, 25.43506701192098, 33.994237475661315, 71.66681833615301, 21.422972779272047]","[11.37059232593077, 7.037064454391812, 5.563811163229992, 1.3701652692444055, 23.916942008301685, 10.475425391664013]"
2017-08-19 06:00:00,"[13.73157894736842, 10.727157894736841, 1.7659459459459455, -25.028735632183906, -49.90467680608365, nan]","[770.9275438596493, 1501.8277894736846, 3128.266283783784, 5790.7126149425285, 10746.84577946768, 16608.947364341086]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.20140350877193, 17.266315789473683, 6.107567567567568, -12.288735632183908, -44.675209125475284, -62.18093023255814]","[27.93968845016701, 30.896403088763083, 30.47568045100896, 35.92796806922879, 66.30808724228305, 27.705989009560188]","[11.25583833377153, 7.372739316553686, 10.151083635294512, 0.9298980677883898, 32.41292952806817, 13.343550027778075]"
2017-08-19 09:00:00,"[14.832105263157898, 5.9376842105263234, -8.461486486486491, -38.30344827586207, -65.09439393939394, nan]","[766.774736842105, 1495.1701052631574, 3114.241925675676, 5766.246896551725, 10682.68734848485, 16586.82441860465]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.897894736842105, 16.923157894736846, 4.699459459459457, -13.173793103448277, -43.488787878787875, -61.54217054263566]","[11.162417686320973, 17.980406459624486, 29.87654109618763, 37.1525812187004, 51.824082222826235, 33.57177702378422]","[-13.747990700230178, -5.933407592862438, -6.031537447657572, 3.305186982249611, 15.046182552606952, 7.680884891560486]"
2017-08-19 12:00:00,"[12.390782608695655, 2.721884816753929, -5.702727272727272, -21.615890804597704, -70.10329545454546, nan]","[776.0318260869564, 1501.2579057591618, 3116.12, 5768.2750574712645, 10690.829545454546, 16584.908914728683]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.04173913043478, 16.32586387434555, 3.874006734006735, -12.043908045977012, -45.35886363636364, -60.84372093023256]","[5.035949097523944, 12.70939387329732, 27.895513221045313, 24.04541791108769, 35.73297067550451, 33.07468613428014]","[-13.03017803286107, -16.298602909593303, -20.19660665708378, -21.06310574670299, -45.42889640076168, 0.4329266021803036]"
2017-08-19 15:00:00,"[8.203125, 3.2464921465968577, -7.837104377104379, -41.32553008595987, -60.15761363636364, nan]","[791.455, 1515.6300523560212, 3130.5387205387206, 5799.140286532951, 10769.414734848484, 16592.35403100775]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.52828125, 16.31591623036649, 4.276700336700336, -10.435644699140399, -47.44030303030303, -60.62279069767442]","[3.961812504925475, 13.508241325509877, 21.925120853695045, 20.13092316109281, 41.32045705912501, 29.76200153426585]","[-11.826138589488076, -14.062682516165607, -20.476746723468704, -30.49688389507162, -52.199906888858905, -4.500214599013257]"
