,DWPC,HGHT,PRES,TMPC,UWND,VWND
2017-12-23 12:00:00,"[-5.384062499999999, -7.429057591623037, -11.690740740740738, -20.714000000000002, -65.72856603773585, nan]","[761.0537499999997, 1426.3916753926699, 2952.7807407407404, 5515.248914285715, 10319.11316981132, 16203.143100775194]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.68578125, -4.477277486910995, -8.17346801346801, -18.643428571428572, -49.36264150943396, -58.57937984496124]","[-4.139836213080589, 3.313803188165613, 24.369095356598873, 44.76794755194597, 96.19955402408911, 53.63695948789142]","[-20.25589368400477, -16.965092638204844, -6.2944546548708935, 45.23904784615866, 88.29459030985429, 12.89444186374823]"
2017-12-23 15:00:00,"[-6.835348837209303, -18.803809523809523, -20.177892976588627, -27.660028490028488, -66.4788679245283, nan]","[776.2519379844962, 1440.282380952381, 2960.261839464883, 5504.56754985755, 10279.791849056604, 16196.56]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-5.36, -4.752857142857143, -9.392775919732442, -21.62267806267806, -48.47018867924528, -58.6]","[2.265331584907888, 4.904733655691656, 20.87757926834811, 50.48435130199683, 77.82888325947737, 51.75586149248174]","[-16.402133676737947, -17.27977769663671, -12.943550946943876, 16.56656601125415, 49.72519874846255, 16.15980201521806]"
2017-12-23 18:00:00,"[-8.792734375, -17.449289099526066, -18.88260869565217, -31.53931818181818, -64.48342105263157, nan]","[792.55140625, 1455.5478199052134, 2970.4356521739137, 5506.051590909091, 10262.80052631579, 16174.288]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-5.3451562500000005, -5.620189573459715, -10.277391304347828, -23.25090909090909, -51.183684210526316, -58.56]","[7.281741720503142, 9.21431427554128, 28.25048869179714, 60.29824621285879, 89.86463426927497, 55.67471299806914]","[-13.138003955029777, -13.51308129332336, -2.9356548490887757, 2.2927113078326466, 22.607542141198596, 20.47989298269479]"
2017-12-23 21:00:00,"[-10.40217054263566, -15.156000000000006, -18.1696, -31.91636363636364, -60.52263157894737, nan]","[795.5800000000003, 1457.5161904761908, 2968.9111999999996, 5503.331278409091, 10269.750263157894, 16157.468]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.710387596899228, -5.728571428571428, -10.795999999999998, -21.138409090909093, -53.96263157894737, -57.879999999999995]","[6.515444934197066, 12.154049758828892, 39.829671733846205, 74.73912429267291, 118.18592593545075, 56.01698590602727]","[-9.923380639312937, -9.059569480746024, -4.011760587828228, 2.3748865330250344, 17.090698811031718, 17.490258603117976]"
2017-12-24 00:00:00,"[-10.986976744186046, -17.77909952606635, -16.5, -28.885524079320113, -60.266052631578944, nan]","[808.2303100775192, 1469.4449763033174, 2978.57, 5509.828186968839, 10288.464736842105, 16150.922]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-5.342170542635657, -5.632037914691942, -11.16, -21.24243626062323, -55.28218045112782, -57.62]","[5.450182798496127, 13.478274491264173, 40.58755899236454, 68.62961118508008, 118.46966849062208, 52.74951314878898]","[-8.46834681446443, -6.725087499300073, -6.210769279350831, 6.574753708438739, 34.214976357236516, 14.355454941092558]"
2017-12-24 03:00:00,"[-11.817674418604652, -18.983915094339622, -14.73952380952381, -25.65866855524079, -57.56576779026217, nan]","[811.5051162790701, 1472.0880660377359, 2979.311428571428, 5505.22835694051, 10276.596704119851, 16141.256]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.206511627906979, -6.1661320754716975, -10.98857142857143, -22.871048158640228, -53.120299625468164, -57.0]","[5.348100626385369, 9.620891657886899, 38.94917732077389, 67.50720841450328, 113.9752082520756, 49.442987551341005]","[0.7862123833912942, -5.111973591960942, -5.62995589407717, 11.601887366026656, 48.70738663581093, 10.711633021997097]"
2017-12-24 06:00:00,"[-12.480930232558139, -18.369336492890994, -13.222666666666667, -27.504237288135595, -65.30112781954888, nan]","[812.0531782945734, 1472.7409478672987, 2973.95180952381, 5490.535254237288, 10241.190601503758, 16132.442]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.260775193798449, -6.71260663507109, -11.886666666666667, -24.730621468926557, -52.00887218045113, -56.26]","[0.05316727848246169, 7.5982968841051655, 30.00536089673072, 60.21200424874449, 109.10959546764467, 47.6559362485404]","[1.8558277135343064, 3.593313398688905, 3.274664412887823, 15.687000520404862, 49.90630600362795, 11.62783970800483]"
2017-12-24 09:00:00,"[-11.820697674418604, -9.806285714285712, -14.925999999999998, -27.596175637393767, -65.78545112781956, nan]","[802.1990697674418, 1461.7737142857145, 2964.715966666666, 5477.142322946175, 10201.436766917293, 16117.464]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.629767441860465, -7.46, -11.954666666666666, -24.788895184135974, -51.47654135338345, -56.0]","[-2.7695844377110985, 6.852487407938777, 36.31144441811184, 59.937395445412186, 103.25347440537665, 47.250508960675035]","[-4.259447253016656, 4.521374235462246, 13.004072630967766, 18.35740207899329, 48.41323809887363, 12.80934576616498]"
2017-12-24 12:00:00,"[-9.940697674418605, -10.380616113744075, -14.232666666666667, -28.357252124645893, -71.39218045112783, nan]","[796.0982945736433, 1451.1911848341235, 2945.803066666667, 5448.711954674221, 10154.827518796992, 16098.738000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-7.977829457364341, -9.014502369668246, -13.044000000000002, -25.52203966005666, -50.09007518796992, -54.699999999999996]","[-7.3735720633594894, 4.3397329112849246, 30.81092379195608, 57.66519702836303, 96.28076659403025, 49.01136453952762]","[-2.599728710487059, 4.998609656419442, 25.77765062292114, 24.519731101837916, 42.23507040432638, 14.460157190484995]"
2017-12-24 15:00:00,"[-8.238294573643412, -11.164523809523809, -17.36266666666667, -30.421501416430594, -71.39154716981132, nan]","[788.9844186046511, 1443.4388095238094, 2924.360333333333, 5407.496713881019, 10105.243509433963, 16088.378]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-7.689457364341085, -10.331428571428571, -15.809999999999999, -27.401643059490084, -48.030188679245285, -53.94]","[-5.045421152933935, 6.501355481121289, 21.49019704158673, 46.59893131802921, 92.78948617602158, 48.29966479980075]","[4.204287834362193, 9.541273252320211, 18.530213358560584, 41.24672492254146, 35.78538656853067, 10.349260660882404]"
