,DWPC,HGHT,PRES,TMPC,UWND,VWND
2013-02-28 12:00:00,"[-3.9684210526315775, -7.334736842105263, -11.629695945945947, -33.758448275862065, -66.47752851711027, nan]","[711.4523684210525, 1376.805, 2883.6213851351354, 5418.703793103448, 10134.753726235742, 16070.267906976744]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.265263157894736, -6.454736842105263, -11.092770270270272, -23.39793103448276, -52.109049429657794, -56.31658914728682]","[8.98816557883709, 7.586605397656395, 3.048864353138072, -7.753879169039127, 26.11600753566375, 43.19462456997865]","[-20.616704166209317, -23.50962420464972, -17.022495759844645, -1.0461798104502058, -16.053275458079334, -3.3440450408480755]"
2013-02-28 15:00:00,"[-3.9206140350877194, -7.563403141361255, -10.934324324324326, -35.43344827586207, -64.2703041825095, nan]","[730.2369298245615, 1395.2476963350784, 2902.116486486487, 5441.07724137931, 10148.091254752851, 16064.814263565891]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.633684210526316, -6.743246073298429, -10.219459459459461, -22.86603448275862, -53.761520912547525, -56.837519379844956]","[9.570268991810646, 3.7584051436993033, 4.273798151823945, 6.524366738127021, 18.884297048037986, 38.082859389809315]","[-17.63010465231723, -20.350139104275133, -16.393414377956795, -10.013396331223495, -18.136400715456904, -3.645018380336401]"
2013-02-28 18:00:00,"[-3.7128125, -8.034973821989526, -10.529595959595959, -36.15853868194842, -65.70636363636365, nan]","[741.004296875, 1405.347015706806, 2912.503434343434, 5456.825730659026, 10165.641060606062, 16067.880000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.99125, -7.0050261780104695, -9.252929292929291, -22.28951289398281, -54.490303030303025, -57.0553488372093]","[6.384939948263439, 2.4064742404772, 5.646976550899642, -0.39241214927377016, 12.445694908224803, 41.13883219272584]","[-16.329794587723253, -17.130222959647057, -17.438691520151615, -12.685794634742017, -15.105972330089497, 3.514507248367696]"
2013-02-28 21:00:00,"[-3.5239062500000005, -8.565759162303666, -11.654545454545454, -33.62323782234957, -65.70636363636365, nan]","[745.7209375, 1409.9800000000002, 2913.6536363636365, 5457.953782234957, 10168.43696969697, 16056.791472868217]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.8225, -7.818115183246076, -9.814545454545456, -22.67404011461318, -54.7130303030303, -57.355348837209306]","[5.993355827749666, 2.560026322348233, 14.692584539019073, -4.097929681248263, 12.625495991111194, 42.18512451706068]","[-15.588824121288917, -16.582665523491972, -5.706388696931881, -9.896118861478728, 7.876153693707459, 2.0108512640691907]"
2013-03-01 00:00:00,"[-3.718124999999999, -8.167958115183245, -11.845185185185185, -31.115371428571425, -65.71683018867925, nan]","[756.8993749999998, 1421.0926701570681, 2922.80962962963, 5461.181028571429, 10171.029773584905, 16056.092325581396]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.109999999999999, -7.255287958115184, -10.541481481481481, -23.230285714285714, -54.97622641509434, -57.255348837209304]","[2.6978446171893364, -0.7354365792248905, -6.337971323070789, -3.356988375590795, 8.172209276554886, 41.43216896450362]","[-18.893986240656773, -17.503404644675047, -11.193545638106663, -5.614149450729635, 0.37050457565563316, -0.011435509127069612]"
2013-03-01 03:00:00,"[-4.712500000000002, -8.278534031413612, -12.652416107382553, -30.434000000000005, -65.72856603773585, nan]","[762.8250000000003, 1424.6226178010468, 2927.853758389262, 5458.485428571429, 10166.961471698114, 16050.52511627907]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-4.285000000000002, -7.5223036649214645, -10.881476510067117, -23.53542857142857, -55.38830188679245, -56.77627906976744]","[-4.711215582555017, -0.6280252610629232, -9.128380624120512, -2.486940015716805, -2.0610922582328053, 36.85649996954399]","[-19.231340248008998, -15.233080412307348, -9.783864665456306, -1.7687391584039167, 6.0290524785283175, -2.0236844006376358]"
2013-03-01 06:00:00,"[-7.479843749999999, -8.759166666666667, -12.532080536912748, -30.436923076923083, -65.72856603773585, nan]","[760.2760937499999, 1419.2518229166665, 2924.882046979865, 5450.238461538462, 10152.005471698112, 16042.542170542636]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-5.8459375, -7.582916666666667, -11.036510067114092, -23.652307692307694, -55.71320754716981, -56.19565891472868]","[-6.695119112482278, 2.045354869481467, -5.4531452278954635, -1.2450238614432403, -4.972183686744199, 35.4345376089837]","[-18.93859767062574, -13.86873732610105, -8.806270373477567, -0.20817371230809012, 5.420671924948046, 0.4656376589873002]"
2013-03-01 09:00:00,"[-8.750468750000001, -10.388229166666665, -11.898389261744967, -28.797714285714285, -65.72856603773585, nan]","[759.4960937500001, 1416.3465625, 2922.6304026845637, 5441.148457142857, 10130.946830188679, 16026.53472868217]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.524062500000001, -8.675625, -10.954630872483222, -24.390571428571427, -56.012830188679246, -56.255348837209304]","[-4.136414083881144, 3.374867119139698, -0.1933816639565077, -2.290252575771823, -8.497127117297477, 32.493502385217816]","[-19.159749930517382, -14.451796508350606, -11.76680030203622, -2.3951557427924723, 6.042915819940274, -0.8571633112730005]"
2013-03-01 12:00:00,"[-8.28109375, -12.328125, -12.381476510067113, -28.03923076923077, -65.74283018867925, nan]","[763.321015625, 1418.1982291666668, 2921.6516778523487, 5434.940769230769, 10117.811886792453, 16015.90007751938]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.92015625, -10.833958333333333, -11.031140939597314, -25.053162393162392, -55.720377358490566, -55.855348837209306]","[-4.262502876299827, -3.1503697829265844, -1.2675052436045158, -2.8460078676490927, -9.653236025590743, 26.491943859236002]","[-19.582955986850013, -12.851422667139746, -13.453039091536557, -5.710811192040316, 5.024631375244567, 1.2723556128644025]"
2013-03-01 15:00:00,"[-7.411627906976742, -11.252105263157896, -19.508361204013372, -28.33957264957265, -65.20075471698114, nan]","[770.3230232558136, 1425.997033492823, 2925.0987290969906, 5436.467521367521, 10114.926226415093, 16011.228]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-6.820465116279068, -10.36047846889952, -11.328896321070237, -25.377094017094016, -56.39396226415094, -56.32]","[-4.511091455983639, -10.096201690919827, -3.3379210972254576, -4.616667077257427, -14.271244494576003, 21.513586195392566]","[-18.464847183562384, -9.69202979447107, -12.990522056024721, -6.604936598078082, 3.67335138650182, 5.288225128851308]"
