,DWPC,HGHT,PRES,TMPC,UWND,VWND
2018-10-31 12:00:00,"[6.277719298245614, 8.033507853403142, 1.3287796610169522, -20.208390804597702, -54.52045454545454, nan]","[746.2236842105264, 1449.0672251308897, 3043.587491525423, 5682.272356321839, 10593.409545454544, 16251.72465116279]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.143508771929824, 8.973507853403142, 2.0623728813559357, -13.786724137931035, -50.275151515151514, -64.88093023255814]","[-5.376808930861631, 11.778654989765329, 40.53886780591, 46.93199466818037, 81.31649620119461, 50.398190447961056]","[-17.826603502026177, -7.110492573949583, 3.6012204972910653, 28.649188858926706, 37.03975527134467, 10.464344364760912]"
2018-10-31 15:00:00,"[6.234843749999999, 4.184502617801047, -0.5435135135135125, -20.291833810888253, -54.55530303030303, nan]","[760.7542187500002, 1460.277015706806, 3047.061081081081, 5676.2488825214905, 10583.075606060605, 16253.743643410853]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.586875000000002, 8.053089005235602, 0.6372972972972986, -15.208137535816618, -50.71454545454545, -63.96]","[4.369623305217752, 2.1404969486721654, 33.62282229740584, 52.99533727974597, 81.6884278390569, 46.3500762941395]","[-14.670907119386111, -7.823187480511175, 8.73489029194362, 27.57465913852731, 44.31544491520532, 16.056895327550027]"
2018-10-31 18:00:00,"[5.746406250000001, -2.112774869109946, -0.9763636363636368, -17.234441260744987, -55.36454545454545, nan]","[766.5678124999998, 1464.2136125654454, 3045.32, 5667.974756446991, 10575.551212121212, 16254.701705426358]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[7.469687500000002, 7.560942408376962, 0.6399999999999997, -15.63650429799427, -51.18575757575758, -64.31968992248062]","[-2.9649490806490983, 7.917651375419025, 25.994697406401944, 47.439215216948746, 83.07435370606153, 50.47123475642672]","[-14.216134093878498, -4.108527572773043, 8.396969453665923, 18.705414477874815, 45.95959231803636, 23.172738435629654]"
2018-10-31 21:00:00,"[4.404375, -11.77633507853403, -1.0114527027027003, -17.786733524355302, -55.52939393939394, nan]","[764.7672656249999, 1460.30780104712, 3034.8959459459456, 5657.65452722063, 10565.048636363636, 16242.528682170543]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.79703125, 6.536858638743457, 0.15554054054054137, -15.819885386819484, -51.18575757575758, -65.33751937984496]","[-5.4439340656543465, -4.327708158032262, 25.67314710130738, 46.682179978991655, 101.58715579049613, 56.29833317749899]","[-13.801960853401154, -11.552320341332749, 13.961695079195666, 19.717591686158226, 36.627348228733595, 27.59944485076202]"
2018-11-01 00:00:00,"[1.2484375000000023, -15.397277486911, -0.918888888888888, -17.98382857142857, -55.53267924528301, nan]","[770.7984374999999, 1464.8137172774873, 3033.6468686868684, 5655.022571428572, 10569.866641509434, 16241.628527131783]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.352500000000001, 5.446282722513088, -0.7337373737373729, -14.588000000000001, -49.7177358490566, -64.27782945736435]","[-10.526724722511243, -10.39023517056221, 22.43709615720115, 46.19468659494758, 97.66515679410003, 55.96088238783802]","[-15.748406027980565, -13.310924699954777, 16.854228907959325, 20.912690023228265, 49.87280041795073, 24.240890670585504]"
2018-11-01 03:00:00,"[-1.8727343750000034, -12.049790575916226, -0.9891245791245797, -15.370659025787965, -55.37977272727273, nan]","[771.7736718750003, 1463.7340837696333, 3026.0059932659933, 5648.843581661891, 10562.802575757576, 16241.017906976746]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[7.847031249999999, 4.335287958115185, -0.8125252525252531, -14.01300859598854, -50.737272727272725, -63.81968992248062]","[-14.477563959798315, -13.280031247298647, 21.78976121531183, 40.443602220667714, 84.36041142530173, 53.679503399430146]","[-15.542018391847854, -12.211166809780153, 13.287946022071193, 29.60810104132785, 58.872695766672535, 25.518813242094335]"
2018-11-01 06:00:00,"[0.5325781249999998, -6.076910994764398, -0.7640404040404042, -15.184670487106015, -54.42412878787879, nan]","[766.16640625, 1455.4140837696339, 3007.7583164983166, 5636.809398280801, 10556.021287878788, 16231.962403100775]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.4696875, 2.9865968586387415, -0.17582491582491594, -13.88808022922636, -50.162651515151516, -63.16]","[-15.000770178498215, -10.739195401826949, 23.153487101123083, 34.12067162711597, 66.40644164100307, 51.39258911143122]","[-13.297472266775657, -14.528954620017887, 14.39909368976885, 36.58018347782769, 63.552504201344654, 27.145042393122843]"
2018-11-01 09:00:00,"[2.6305263157894716, -2.533000000000001, -0.7546283783783789, -13.445229885057472, -54.206083650190116, nan]","[734.5794736842108, 1420.6999999999996, 2975.829425675676, 5611.495689655173, 10550.184524714829, 16224.620697674418]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.3347368421052614, 1.2800000000000042, -0.6120270270270275, -12.428390804597703, -50.00980988593156, -63.37937984496124]","[-19.562476999029077, -16.686520067544308, 7.997056575739728, 25.145318012185744, 56.52713780235154, 51.85208454640208]","[-15.545152686796312, -22.611555719044212, 8.638456693598227, 48.1453611492594, 70.49937602389002, 29.50472734889597]"
2018-11-01 12:00:00,"[2.4497368421052657, -1.5117894736842106, -2.2954054054054045, -14.545057471264368, -53.35319391634981, nan]","[733.3324561403506, 1416.542631578947, 2965.973243243243, 5594.330804597701, 10536.14300380228, 16210.171782945736]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.3996491228070185, -0.6178947368421035, -2.089729729729729, -13.285862068965518, -49.28319391634981, -63.04217054263566]","[-20.68974388628716, -20.499416820421402, -2.1425394018437522, 20.694943873581067, 51.617253920060314, 45.50145664470448]","[-17.25420385245869, -27.25934939941036, 4.607565134366224, 37.97352373653496, 75.99706175850521, 26.904085650725527]"
2018-11-01 15:00:00,"[0.6236842105263173, -3.7402631578947383, -2.8403389830508474, -14.05564841498559, -52.168783269961985, nan]","[718.0552631578945, 1401.7702631578952, 2954.2276271186443, 5580.969538904898, 10506.953764258555, 16210.75015503876]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.9610526315789496, 0.8473684210526298, -2.6430508474576273, -12.913025936599423, -47.853155893536126, -61.837519379844956]","[-26.247117247680087, -23.632556108099415, -7.737022375836876, 27.14753767986543, 55.06254242564173, 38.631914986060295]","[-19.96486073491057, -36.04968260501314, -0.5189501519917475, 40.650669114072834, 107.30296124495469, 32.08811154779023]"
2018-11-01 18:00:00,"[1.323684210526316, -5.290471204188482, -5.5648813559322035, -18.650689655172414, -50.480798479087454, nan]","[731.0270175438596, 1412.1036649214661, 2952.3617966101697, 5558.034396551724, 10447.64608365019, 16202.99441860465]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.297894736842106, -0.2086910994764401, -5.059322033898305, -15.327241379310342, -46.669505703422054, -61.63906976744186]","[-10.516804010953873, -21.068038396292195, -12.1560111577724, 26.357660546039256, 57.56264826908005, 40.64459203833743]","[-15.287499652144847, -24.390790436809493, -8.042713444674076, 33.76421674601661, 133.13310100800686, 34.623795813324485]"
2018-11-01 21:00:00,"[0.17938596491228007, -6.417263157894736, -6.754406779661017, -20.6036023054755, -64.29471482889734, nan]","[724.2092105263159, 1405.5534210526312, 2938.622711864407, 5526.2329682997115, 10375.923498098859, 16185.739379844961]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.7689473684210513, -0.47210526315789203, -6.324406779661017, -18.183342939481264, -47.79916349809886, -60.39720930232558]","[-2.9562479505126875, -13.587349703864406, -12.437739212191085, 26.88179848956032, 62.0307279785631, 40.815718157077036]","[-18.89220759335394, -22.12210454421864, -9.99904814330565, 20.240739388852823, 111.45870969362498, 36.15452934603153]"
