,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-09-12 12:00:00,"[4.493124999999999, 0.4295312499999999, -7.544832214765102, -33.65014285714286, -70.17415094339623, nan]","[795.5700000000002, 1490.8813020833334, 3039.580402684564, 5610.887, 10391.765660377358, 16396.650155038762]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.69, 4.0790625, -6.305302013422821, -20.30628571428571, -47.49962264150943, -54.19875968992248]","[-17.538391165069548, 4.436622635066978, 5.233331926158507, 21.721339330047233, 20.55166183104811, 19.615503150016675]","[7.272037156362057, -19.60365651281018, -15.963703655553793, -2.810657402721613, -10.863527904141916, -2.1087481976712583]"
2015-09-12 15:00:00,"[4.802109374999999, 0.30791666666666356, -9.3798322147651, -29.8156, -66.48320754716981, nan]","[794.7679687500003, 1488.704166666667, 3037.8373489932887, 5593.983657142858, 10384.381433962264, 16395.35565891473]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.179843749999998, 3.5983333333333305, -5.913355704697986, -22.59542857142857, -45.70981132075472, -54.479379844961244]","[0.77792128403318, 0.784430720899824, -0.7268482318068397, 12.969522692988681, 15.374208610299794, 14.183568963823332]","[-19.927556117789628, -21.375611533804328, -12.076065045504869, -2.4672459806660627, -9.171882043740272, -5.23503677254058]"
2015-09-12 18:00:00,"[5.498139534883722, 3.381465968586389, -7.655234899328862, -30.339542857142856, -64.23037735849057, nan]","[794.7632558139532, 1491.9354973821985, 3044.322617449665, 5595.374457142858, 10389.600150943395, 16402.205891472866]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.858604651162794, 4.340523560209428, -5.692214765100674, -23.38914285714286, -44.61056603773584, -54.31968992248062]","[0.3889987127253244, 0.38732179972119474, -0.8197438179695754, -4.2437295450377714, 7.662326285286795, 11.931886427720814]","[-18.304471701583683, -18.6459776312067, -10.363064929174895, -7.993002452247509, -14.435776935538307, -4.125260627279331]"
2015-09-12 21:00:00,"[4.790781249999999, 2.8379581151832474, -8.178322147651006, -34.01857142857143, -64.24848484848485, nan]","[786.1389843750002, 1485.6067539267012, 3040.87610738255, 5603.212742857144, 10402.027575757576, 16400.715658914727]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.843124999999999, 5.135811518324611, -5.0204026845637575, -21.770000000000003, -45.433106060606065, -54.479379844961244]","[-1.1338687227219257, 1.0740010407053007, 3.0380099386066433, -9.44578716106054, 30.027596144565443, 12.01588155491456]","[-17.153268366451847, -18.432244682003418, -14.607083292112632, -14.59501067078023, 3.8249351525797692, -6.176331342227824]"
2015-09-13 00:00:00,"[4.295000000000001, 1.6106282722513088, -14.669629629629629, -39.10662857142857, -69.37796226415094, nan]","[786.7031249999999, 1485.677382198953, 3042.345925925926, 5619.361828571428, 10420.367132075473, 16403.526279069767]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.533750000000001, 5.1180104712041885, -3.94888888888889, -19.99657142857143, -46.28528301886792, -54.87937984496124]","[-5.807004072605508, 12.647330422150795, 1.2757176994939456, -3.877086874928123, 1.0213745423240714, 11.822727218570504]","[-16.593224632383635, -14.45268399610443, -20.31257171288886, -25.60961146532833, -44.24232509521503, -11.233372150675105]"
2015-09-13 03:00:00,"[2.8449999999999998, 0.48249999999999993, -16.941409395973153, -37.378974358974354, -66.48358490566038, nan]","[799.697734375, 1497.704375, 3056.171140939597, 5643.313589743589, 10456.610943396227, 16420.946899224808]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.883750000000001, 4.984270833333333, -3.266711409395971, -19.136923076923075, -46.76566037735849, -55.26]","[-3.4344502264629306, 1.747096562830453, -0.4498647988564911, -5.270812374601615, -4.073948355657074, 9.211091571482667]","[-14.651120101243123, -21.734634156045264, -21.578935413713985, -35.98915477979189, -71.62782224744194, -15.303835791149435]"
2015-09-13 06:00:00,"[2.1793749999999994, -0.09281249999999938, -17.18228187919463, -34.86025714285714, -63.47867924528302, nan]","[797.564375, 1495.6290624999997, 3056.7231208053695, 5651.803228571429, 10493.601320754718, 16419.55472868217]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.889999999999999, 5.093125000000002, -2.2717449664429554, -18.691714285714284, -47.9977358490566, -56.11968992248062]","[-2.0540540523791244, 2.4438209579110164e-15, 5.897170388226631, 3.9763167616530604, -5.677331824730993, 6.874861105467522]","[-11.503046855068657, -19.955312499999998, -20.249579070455788, -29.79861428163549, -86.72436799050136, -16.23272169466776]"
2015-09-13 09:00:00,"[2.0167187500000017, -0.009738219895287302, -18.036912751677853, -43.400914285714286, -60.18738636363636, nan]","[795.5865624999997, 1493.703246073298, 3053.4114093959734, 5656.324285714285, 10537.919772727273, 16421.37]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.902500000000002, 5.198638743455501, -1.7230872483221484, -17.314285714285717, -48.37212121212121, -56.91968992248062]","[4.975567924059509, 3.6715999839503692, 9.972455714008285, 9.490146294788417, 0.9286820133513127, 8.269443036849406]","[-7.311714254330264, -16.82573792997966, -15.362064953194636, -33.59923449529832, -86.880188210713, -15.80975321492977]"
2015-09-13 12:00:00,"[1.7525000000000002, 0.35322916666666737, -25.045704697986576, -47.111680911680914, -58.8866037735849, nan]","[800.8449999999999, 1499.153020833333, 3060.4474496644298, 5680.8440455840455, 10587.26603773585, 16432.886744186046]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.130625, 5.157708333333337, -0.6593288590604025, -13.58962962962963, -47.803396226415096, -58.01968992248062]","[10.484189450478251, 6.224770206886636, 11.38371028587028, 9.55004635920493, -84.77906130523591, 10.522627782296082]","[-5.727965941947071, -10.479280658608703, -13.019807876571026, -45.98012620404636, -0.6189613212924602, -17.19120096362427]"
2015-09-13 15:00:00,"[1.6681249999999985, -0.3117142857142861, -25.133825503355705, -32.7054415954416, -57.300150943396226, nan]","[811.4271875000002, 1510.661142857143, 3074.6795973154362, 5709.120313390313, 10642.65162264151, 16455.924]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.3775, 5.48285714285714, 0.5527516778523481, -12.627521367521366, -45.890566037735844, -59.1]","[11.123219644031462, 10.879210432519688, 10.650773484603095, 12.855922788711128, -76.59805278587426, 9.51599269199516]","[-5.138618385401745, -6.606418421879954, -12.70536374983176, -36.16923150114393, -2.6381931983651317, -17.652444564022705]"
