,DWPC,HGHT,PRES,TMPC,UWND,VWND
2010-10-28 12:00:00,"[-1.7672656249999998, -6.0531428571428565, -10.145685618729097, -22.35125, -63.48233082706767, nan]","[794.7771875, 1468.2291428571434, 3026.165886287625, 5629.7575, 10515.96827067669, 16360.922]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.020937499999999942, -1.965714285714286, -1.14628762541806, -17.51, -42.87353383458647, -63.84]","[25.00575019050019, 23.622535174760664, 38.07763323966998, 32.15441080430165, 86.83164028851434, 44.67861043087545]","[-18.39770034386163, -18.542605336141126, -18.312060740293877, -17.846413948695954, 25.460630308421116, 9.815055066889215]"
2010-10-28 15:00:00,"[-2.2281249999999995, -5.497285714285713, -14.838160535117058, -23.549204545454547, -65.77894736842106, nan]","[808.2878124999999, 1479.3621428571432, 3038.709364548495, 5643.7228125, 10506.305714285714, 16349.341999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.8537499999999987, -1.1085714285714277, -1.2198662207357882, -17.971079545454547, -44.33067669172932, -63.480000000000004]","[20.508376825283296, 22.80175010454452, 37.79479891298213, 34.355243139049755, 74.61342762665748, 44.81848078337334]","[-12.465611901942047, -19.31003671580721, -14.652936252544762, -8.746792620413155, 7.386894919147418, 12.30131522522671]"
2010-10-28 18:00:00,"[-2.4879999999999995, -5.3641981132075465, -22.839620253164554, -22.567648725212464, -66.47865168539326, nan]","[825.6204615384613, 1498.030188679245, 3050.636329113924, 5644.253966005666, 10494.368202247191, 16346.597999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.05538461538461342, -0.9180188679245294, -2.0789873417721507, -19.537053824362605, -44.44614232209738, -62.9]","[17.374559695783926, 16.944434445827387, 27.23760707667251, 39.94144076127461, 79.67295121613715, 47.265474987682325]","[-10.62950452646935, -15.774984545073226, -14.387303348924007, -2.4122995674684877, -6.599440925864757, 9.746921267188764]"
2010-10-28 21:00:00,"[-2.1056153846153842, -6.6975355450237, -37.09644444444445, -25.904617563739375, -63.47406015037594, nan]","[832.1182307692305, 1507.1377725118487, 3058.9824444444453, 5635.815694050992, 10474.804511278195, 16334.106]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.0023076923076943, 0.11819905213270288, -2.8022222222222246, -22.12685552407932, -46.24796992481203, -62.54]","[16.0222223609247, 17.04459925595338, 26.04571820526781, 37.82455434432869, 88.25270908972014, 50.927784581647764]","[-10.780168108131232, -18.003325534997426, -21.559145869643608, -11.382532253726596, -26.868387815609516, -1.6342807608487393]"
2010-10-29 00:00:00,"[-2.184692307692308, -17.430471698113198, -44.75098101265822, -53.30274011299435, -63.476992481203006, nan]","[840.555230769231, 1516.7160377358489, 3075.003259493671, 5649.225621468927, 10492.583120300751, 16331.794]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.4007692307692289, 1.8673584905660376, -2.2834177215189877, -19.156045197740113, -49.32804511278196, -62.42]","[16.542732178358587, 15.964596218970275, 25.369907719033943, 46.751178688894896, 81.62405304876847, 48.896849337187305]","[-14.843505943556636, -22.458025331197376, -26.51699335040622, -49.259771763613216, -49.81750702958724, -3.9977149593743375]"
2010-10-29 03:00:00,"[-3.296846153846152, -26.39358490566038, -31.807255520504725, -39.87728813559322, -63.00048689138576, nan]","[849.5511538461535, 1526.7754716981133, 3084.904858044164, 5684.04627118644, 10520.348838951311, 16330.684000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.19384615384615736, 2.667830188679245, -2.8114195583596207, -16.09728813559322, -51.308314606741575, -61.28]","[16.32034029100327, 15.156044970684732, 28.465457177561163, 54.28448075748832, 85.03723562743012, 47.130678330987415]","[-19.547102389997008, -23.69729962688517, -24.49547398118166, -56.82262483719479, -63.94116773180518, -12.302977690827262]"
2010-10-29 06:00:00,"[-4.65, -26.259716981132076, -39.44148264984227, -31.909971830985917, -61.284701492537316, nan]","[854.15, 1534.9371226415094, 3096.2059936908518, 5698.402197183098, 10543.998656716418, 16321.79]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.04, 3.698490566037736, -1.7521135646687687, -16.3112676056338, -52.180895522388056, -61.12]","[9.32763145033254, 14.860400923958823, 26.20058570358273, 57.25840294033775, 79.78702292673064, 52.666745363207646]","[-20.793734429552746, -25.742346365057337, -31.12744601987327, -39.2607891778897, -67.04406072953465, -21.966201966818158]"
2010-10-29 09:00:00,"[-7.844827586206904, -21.259056603773587, -32.90410094637224, -27.875492957746477, -60.603932584269664, nan]","[856.6070344827588, 1539.5169811320752, 3101.2290220820196, 5710.567887323944, 10569.30213483146, 16316.155999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.5268965517241367, 3.626792452830189, -1.7316088328075732, -14.757464788732394, -52.04876404494382, -61.9]","[6.834359378287634, 14.06756357458912, 28.003329570664647, 53.87068199950072, 70.5190065947024, 52.39855630179885]","[-17.90990137415755, -25.729114876608257, -31.72802820433902, -46.2383570966309, -70.27989263577683, -24.449437242750932]"
2010-10-29 12:00:00,"[-11.94500000000001, -20.778773584905657, -33.04337539432177, -30.334676056338026, -58.53108208955224, nan]","[859.129652777778, 1543.833254716981, 3105.3880757097795, 5725.954422535211, 10590.20417910448, 16311.538]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.37750000000000306, 3.640471698113207, -1.3417034700315467, -13.560845070422534, -51.38164179104478, -62.08]","[5.691559153936853, 11.321557033198282, 26.410464502592227, 46.94552559494329, 68.02038411798361, 46.43275378116198]","[-14.687970299932182, -23.130413573418775, -28.260988191622683, -45.53605012930152, -68.04563852227075, -29.06626526229313]"
2010-10-29 15:00:00,"[-15.36427586206897, -19.58112676056338, -31.07990536277603, -24.741943661971835, -57.22292134831461, nan]","[866.8554482758623, 1554.7994366197186, 3118.2924921135645, 5744.380788732395, 10615.103595505618, 16326.468]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.7165517241379336, 4.444225352112675, -0.46914826498422646, -14.361126760563383, -51.29520599250936, -62.4]","[5.704149999303844, 9.736781643885399, 25.098075671931046, 49.24517328283925, 62.912003769626814, 44.1289513763317]","[-9.49873761363808, -17.460803316898936, -22.30892573233577, -34.92739011569487, -56.42195940014867, -30.48346447543903]"
