,DWPC,HGHT,PRES,TMPC,UWND,VWND
2016-06-02 12:00:00,"[8.393953488372093, 6.0125520833333335, -5.206241610738254, -34.9012, -51.84867924528302, nan]","[818.5939534883722, 1535.2106770833332, 3137.297919463087, 5807.3476, 10765.546226415096, 16506.143488372094]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.991162790697672, 12.447812500000001, 4.080939597315436, -9.998000000000003, -48.36377358490566, -59.352248062015505]","[1.4554950137539278, 10.10132598402552, 22.309296163513924, 17.430827165978233, 35.0588435884528, 25.99863843683412]","[-9.888808454128274, -4.6764408939782305, 7.916579694329454, 1.2190044584804653, 23.44728606162879, 12.238370275589471]"
2016-06-02 15:00:00,"[8.80875, 2.819999999999995, -11.58153846153847, -37.40119658119658, -51.84867924528302, nan]","[822.6862499999997, 1538.3832380952385, 3139.964214046823, 5811.236752136751, 10769.433396226415, 16509.834]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.765000000000004, 12.428571428571425, 4.443010033444814, -9.908717948717946, -48.23924528301887, -59.760000000000005]","[2.222563474802252, 10.129686135348416, 22.971769607369833, 13.972731707218562, 30.48479634045319, 23.422056499854378]","[-6.174675525926438, -4.452024527242284, 2.3691175922971004, 3.573260859318009, 21.42327406044124, 9.909283188890583]"
2016-06-02 18:00:00,"[8.307984496124032, 6.3, -23.813825503355716, -44.3177207977208, -51.96150943396226, nan]","[824.9009302325582, 1542.72, 3144.3681208053695, 5815.17698005698, 10775.202264150945, 16515.25]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.10279069767442, 12.24, 4.824563758389261, -9.941196581196582, -48.08830188679246, -59.76]","[4.856900773124342, 6.2082732513422165, 17.438494748351147, 14.69524729418293, 32.403298532870764, 21.316805616903583]","[-3.6905981737415097, -3.2982181911857724, -1.076302879301161, 6.492228895375106, 21.919390817626685, 10.798732068680467]"
2016-06-02 21:00:00,"[8.19640625, 6.040312500000001, -28.30617449664431, -41.61171428571428, -51.95875, nan]","[819.4010156249999, 1539.2168749999996, 3142.7452348993293, 5815.6788, 10779.522689393938, 16519.366434108528]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.90484375, 12.996250000000002, 5.228590604026844, -9.751999999999999, -48.23348484848485, -59.83596899224806]","[6.7975847045825555, 6.426280153282243, 12.952408058785961, 20.744671026510602, 36.26199949457724, 21.899680299843347]","[-3.824333916350906, -2.5407365544634914, -0.9075044185798736, 5.359319482102124, 24.625094859495746, 8.991406736927392]"
2016-06-03 00:00:00,"[9.395625, 5.57356020942408, -33.56718120805368, -30.675085714285714, -53.87184905660377, nan]","[814.7359375, 1533.4515183246076, 3138.0738255033557, 5815.139828571429, 10780.005132075472, 16522.50472868217]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.330625, 12.615392670157066, 5.71248322147651, -9.475428571428571, -48.64075471698113, -60.01658914728682]","[7.577260668238144, 6.469600362826333, 10.476652178826098, 20.69299157268594, 42.57053997746727, 21.963458388794958]","[-4.99634214481667, -1.092238304547222, 0.4742909244138506, 3.804850935707286, 20.271285201134887, 7.021550333853817]"
2016-06-03 03:00:00,"[9.106562499999999, -0.37571428571429344, -31.41416107382551, -28.57991452991453, -54.89433962264151, nan]","[822.6649218750001, 1539.6681904761908, 3146.795637583893, 5821.469829059829, 10782.152641509434, 16528.488]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.599375, 12.936190476190475, 6.033959731543623, -9.749743589743588, -47.958113207547164, -60.26]","[4.978056996488942, 6.599886072181612, 13.043249089450299, 19.097146718723153, 57.371575669009154, 20.65868945075783]","[-6.4099446209474955, -0.1866132084070291, 3.6610666095530466, -2.8459043219789657, 4.814201130472995, 6.375182364226702]"
2016-06-03 06:00:00,"[9.2675, -3.0585714285714447, -21.58902684563758, -29.61059829059829, -53.12660377358491, nan]","[820.4774999999997, 1536.3164761904766, 3141.66788590604, 5817.31094017094, 10783.580754716982, 16519.435999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.8275, 13.033333333333331, 5.148724832214767, -9.508717948717948, -46.909056603773585, -60.58]","[2.1137753403465473, 7.206939968124449, 14.737967399372378, 17.472861376328094, 63.177364120074785, 22.21360263974325]","[-7.145143831515421, -1.7480445456258096, 0.33222313729228536, -1.7028350315846967, 7.557078279124088, 10.405611839944429]"
2016-06-03 09:00:00,"[9.467596899224805, -2.78666666666667, -17.707046979865776, -30.434358974358975, -51.192264150943394, nan]","[816.6975968992249, 1531.297523809524, 3135.583624161074, 5812.170626780628, 10778.512264150944, 16510.652]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.848527131782944, 12.835714285714285, 5.143355704697985, -9.729515669515672, -46.86, -60.64]","[0.9392428547680711, 5.446521570776924, 16.02687579515383, 18.99069432865836, 55.55819856201529, 26.3699097180697]","[-8.076577859579062, -8.559448431294854, -1.4086019372273548, 1.3027766883588066, 16.933644341107744, 9.00787530224821]"
2016-06-03 12:00:00,"[6.4448837209302345, -0.3636666666666689, -17.799966555183953, -25.933418803418807, -51.013622641509436, nan]","[821.9220930232557, 1536.6346666666673, 3136.88856187291, 5813.666695156695, 10777.232, 16510.494]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.688837209302328, 12.696666666666664, 4.488160535117057, -10.570256410256407, -46.61094339622642, -60.68]","[-2.379116101336297, 0.23088676070095884, 13.482088997540842, 19.247317144086757, 58.04135352261328, 27.294933978945163]","[-6.743807221104509, -14.383146954117274, -4.278139141506004, 4.133995996011622, 21.890814480900023, 7.205517266999286]"
2016-06-03 15:00:00,"[4.7815625000000015, 4.850999999999997, -18.980738255033565, -18.529772727272732, -53.767773584905655, nan]","[825.675625, 1542.6300000000006, 3147.073322147651, 5820.30125, 10787.560603773585, 16517.23]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.34, 13.089999999999996, 5.31718120805369, -11.050340909090908, -46.535094339622646, -60.94]","[-4.737820864460782, -3.6570239836292, 10.086925529641539, 18.27398722057654, 56.94526587970607, 25.741661791210934]","[-5.218363923240851, -13.763439126292553, -4.47428582002982, 3.44425412740591, 18.118936181369758, 5.068978617720839]"
2016-06-03 18:00:00,"[9.97046875, 7.758857142857147, -17.509999999999994, -17.186666666666667, -55.831954887218046, nan]","[826.2093749999999, 1543.7661428571423, 3148.7568227424745, 5822.371196581196, 10796.01120300752, 16525.154000000002]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.71890625, 12.527142857142858, 5.412240802675586, -10.68136752136752, -46.4693984962406, -60.86]","[-2.7193012666795346, -4.652079584233686, 5.548161045645316, 17.422290970204394, 57.81351994382584, 23.80632238489163]","[-3.5696436384131673, -8.167789431358852, -1.2479909965826066, 3.7555987478286155, 21.609363547164282, 6.0619609456518075]"
2016-06-03 21:00:00,"[10.811472868217056, 9.109947643979059, -16.90717171717171, -14.810514285714287, -51.402, nan]","[814.8139534883719, 1535.6556544502616, 3143.3138383838377, 5819.671771428571, 10803.679056603774, 16528.214031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.050077519379848, 13.14366492146597, 5.6019528619528645, -10.035428571428573, -46.36566037735849, -60.73906976744186]","[-4.271436606893754, -3.894359596111307, 7.392191451141472, 18.84345518188245, 53.879719334439244, 22.961337640409536]","[-2.9126842110479414, -2.718272101896883, 3.38357403967882, 6.94390424004522, 23.290814901500987, 7.049039819406291]"
2016-06-04 00:00:00,"[10.96921875, 8.303697916666666, -15.632053872053874, -14.000742857142859, -50.44071698113208, nan]","[806.8703906250001, 1528.1570833333335, 3140.950976430977, 5818.1774000000005, 10802.623735849056, 16532.973178294575]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.12515625, 13.498333333333331, 6.557171717171715, -10.438857142857144, -46.44415094339623, -60.858449612403106]","[-4.617542530144651, -1.3012383868901016, 11.022019003095645, 19.169100197086852, 46.613276245598094, 22.23198046693778]","[1.7465006061593848, 3.6751359302622606, 5.571736745989237, 4.537187210803805, 26.774417701005607, 5.504700018663575]"
2016-06-04 03:00:00,"[10.480542635658914, 6.919166666666663, -15.111208053691275, -17.793903133903132, -51.17045283018868, nan]","[811.5088372093026, 1532.4736458333336, 3144.713791946309, 5822.520683760684, 10803.66, 16540.023410852715]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.942325581395345, 13.734791666666665, 6.410134228187919, -10.342905982905982, -46.790188679245276, -60.73751937984496]","[-2.534446702596667, 3.787026535341792, 11.135435446623639, 16.814788883426417, 46.089685098459185, 21.684167359525357]","[6.714910724106708, 9.484891180666953, 5.527011606554933, 6.061546289628898, 26.594999824031067, 6.621047001449308]"
