,DWPC,HGHT,PRES,TMPC,UWND,VWND
2018-05-11 12:00:00,"[14.823385826771656, 8.372565445026174, -2.9672727272727277, -20.531232091690544, -53.54121212121212, nan]","[779.0890551181101, 1502.512879581152, 3123.5272727272727, 5779.006074498568, 10699.033636363636, 16365.622790697675]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.86834645669291, 15.53005235602094, 5.703636363636363, -12.890659025787965, -49.74333333333333, -64.21503875968992]","[5.307465033337824, 15.308215350657994, 21.089873489765875, 25.00899751902383, 36.233667109855425, 29.581283922210247]","[14.898614053517457, 13.74361079102471, 8.005548271531396, -2.2734623940016534, -10.112386985769461, -6.776745463083635]"
2018-05-11 15:00:00,"[13.165781250000002, 7.931151832460731, -9.775454545454545, -19.196475644699138, -52.751363636363635, nan]","[785.1019531249998, 1505.5201047120422, 3127.9418181818182, 5786.763553008596, 10713.525606060606, 16378.96891472868]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.7259375, 14.23005235602094, 7.312727272727272, -13.382349570200573, -48.74636363636364, -64.85689922480621]","[12.305584809053684, 19.524726504730488, 36.136374440095864, 34.75526509534007, 35.65473824304518, 29.74330697503647]","[6.9355208827033055, 8.533904220893023, 14.831995212870309, 5.851509907434719, -11.635608974814735, -6.563625266411738]"
2018-05-11 18:00:00,"[12.539739130434782, 10.144397905759162, -7.12554054054054, -17.999885057471264, -52.738181818181815, nan]","[779.6803478260872, 1501.7259685863876, 3126.281148648649, 5798.609540229885, 10729.48659090909, 16391.518062015504]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.17478260869565, 13.593403141361255, 7.71466216216216, -11.8783908045977, -48.8225, -64.91813953488372]","[9.69936974092959, 14.740881201969781, 49.10221399213273, 44.36867270309224, 36.25435954175096, 28.471774116952236]","[12.619632435922032, 13.97232677253044, 23.104793225051264, -2.889215363551289, -6.057511940055784, -4.108429109082918]"
2018-05-11 21:00:00,"[14.378771929824563, 12.65324607329843, -5.180810810810811, -17.27063218390805, -53.49425855513308, nan]","[772.2174561403506, 1500.7663874345546, 3120.934054054054, 5800.025287356322, 10732.712927756655, 16394.73550387597]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.689122807017547, 15.677172774869113, 7.099459459459463, -11.024367816091956, -49.169505703422054, -64.89720930232558]","[12.176877075322407, 15.638759747123354, 47.93519012870509, 45.83175995233842, 34.902839748103986, 31.101456725250372]","[15.675626629664723, 17.56687125169471, 23.993126285995626, -11.973582574619325, 5.47090710057238, 1.080862637001838]"
2018-05-12 00:00:00,"[14.316666666666668, 12.146073298429322, -11.121081081081076, -17.547528735632184, -55.15034220532319, nan]","[771.3678947368419, 1500.3008900523555, 3123.2478378378373, 5806.237873563219, 10732.724676806083, 16397.837209302328]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.489122807017548, 16.287643979057595, 7.87783783783784, -11.018045977011496, -49.76950570342205, -65.01813953488372]","[14.36835798914955, 22.119920980793495, 45.67151225122914, 43.44659206655516, 39.12589695537337, 34.337467954604655]","[21.098732697768245, 10.947968485937112, 20.6972582466103, -11.011439347588023, 13.929062553084984, -2.7092889977270875]"
2018-05-12 03:00:00,"[13.126403508771931, 11.353455497382198, -6.329628378378379, -17.24086206896552, -54.884980988593156, nan]","[776.1178070175434, 1506.6297382198957, 3127.705371621622, 5819.0021264367815, 10728.987186311786, 16401.587209302328]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.752280701754387, 16.96722513089005, 6.718040540540541, -10.954252873563217, -50.36950570342205, -64.97937984496124]","[24.060147921804084, 21.64999623582848, 45.598596030628464, 33.46359210348598, 42.19702926760703, 30.10765213474371]","[21.600905236465668, 9.54141387369424, 16.017496857413033, 0.18078868736493747, 11.36619761742676, -2.7436253718436308]"
2018-05-12 06:00:00,"[13.93, 11.249581151832462, 0.7295945945945945, -15.996275071633239, -55.68693181818182, nan]","[782.92, 1511.625183246073, 3129.924054054054, 5820.868424068768, 10717.763295454544, 16397.141860465115]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.34, 16.104921465968587, 5.525135135135135, -11.119312320916908, -51.15318181818182, -65.39875968992249]","[28.93920451944401, 25.361012514969293, 40.63662860726879, 35.578765069134924, 47.20330244633102, 28.644183213622462]","[17.866240281094154, 10.379360035315027, 10.08655952619708, 3.7761630084492537, 8.853239084788752, 2.6785450594063023]"
2018-05-12 09:00:00,"[14.288046875, 12.236842105263158, 2.2866891891891847, -17.51300859598854, -57.00534090909091, nan]","[781.2946093750002, 1509.4142105263159, 3127.6558445945952, 5814.461747851003, 10708.664090909091, 16382.471860465117]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.635312499999998, 15.818947368421052, 6.279864864864865, -11.838510028653298, -51.07931818181818, -65.41813953488372]","[32.235935545832746, 29.616221221934197, 32.924420438999974, 39.236543078670465, 40.668348447747505, 29.769491932196306]","[13.184118590943898, 5.726324238716944, 4.1331907442317535, 8.533863031734995, -10.847703277764731, 2.641267465107048]"
2018-05-12 12:00:00,"[14.989291338582678, 13.744031413612564, 2.747272727272726, -16.75005730659026, -55.36454545454545, nan]","[787.8822047244092, 1512.625706806283, 3133.7309090909093, 5809.5650429799425, 10717.408636363636, 16376.218217054262]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.00456692913386, 14.516439790575914, 7.049090909090909, -12.292091690544412, -51.088787878787876, -65.86155038759689]","[30.13326332004231, 27.90826398540248, 35.23530305011459, 54.44145089566786, 42.146325304954175, 29.59288920712375]","[8.17719976502355, 3.5928881424564216, -0.2733885159161671, 5.727670081665235, -10.628853013761779, 1.9105100745792647]"
2018-05-12 15:00:00,"[15.90140625, 14.0078125, 3.0158389261744976, -17.758857142857142, -54.595, nan]","[807.95390625, 1529.1671875, 3152.219463087248, 5826.758428571428, 10735.285, 16385.671472868216]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.2525, 14.3025, 7.021879194630873, -12.615714285714285, -50.46, -64.72279069767443]","[19.29838081081781, 23.97908770223599, 28.903599627417137, 35.5258956697446, 28.010360765696603, 29.443227317334188]","[3.350267342934802, -0.43144296488802564, 3.130960926260079, -9.784604303323945, -21.56893474480194, -1.064955131823546]"
