,DWPC,HGHT,PRES,TMPC,UWND,VWND
2012-08-09 12:00:00,"[16.033157894736846, 12.487905759162302, -0.3943243243243214, -12.689310344827586, -50.03193181818182, -77.47945736434109]","[777.3552631578943, 1507.1163874345552, 3135.627905405405, 5800.970459770115, 10787.678181818183, 16653.644031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.84701754385965, 17.670366492146595, 5.963648648648652, -10.651954022988505, -45.14068181818181, -65.11193798449612]","[3.4643231232234135, 8.640841971964447, 25.891422227893464, 22.750340596870373, 24.850691765239116, 18.28848407268858]","[-3.0674713030101555, -8.643068894618981, 7.518677057355385, 4.749983558059025, 2.5739473070538956, -6.78582665342322]"
2012-08-09 15:00:00,"[15.924347826086956, 12.078631578947368, 3.046779661016949, -14.809741379310344, -50.48475285171103, nan]","[768.3113043478261, 1496.757157894737, 3119.76, 5791.890057471264, 10788.651977186311, 16635.91465116279]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.97913043478261, 16.466315789473683, 5.485762711864407, -9.951666666666666, -43.86228136882129, -64.91968992248061]","[9.891978835917422, 11.193794289254283, 15.710131374732375, 15.629947756076739, 26.582517612471925, 22.65699372508419]","[7.775593552124085, -1.5153241619123534, -4.231391282858329, -6.056749348576081, -3.5757765412582647, -13.41971494230537]"
2012-08-09 18:00:00,"[17.608947368421052, 12.264473684210525, 3.559256756756758, -18.428390804597697, -51.89676806083651, nan]","[771.4376315789474, 1498.7355263157895, 3124.8064527027027, 5798.192787356322, 10797.399353612167, 16651.256434108527]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.771578947368422, 16.558421052631576, 5.715675675675676, -9.772643678160918, -42.44212927756654, -63.69410852713178]","[10.85907031692918, 10.427620436657438, 14.288006891001055, 22.073232260951837, 35.61455072578877, 20.007579149076825]","[3.8867034000720486, 1.1079489453802638, -2.2369760790621336, -8.285729211726705, -9.640331347443029, -10.490992104710479]"
2012-08-09 21:00:00,"[18.10105263157895, 13.085052631578947, 3.761186440677966, -19.951271676300575, -54.344638783269964, nan]","[750.3542105263155, 1478.276315789474, 3106.036440677966, 5782.156184971098, 10789.216311787073, 16644.407286821704]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.461052631578948, 16.768421052631577, 6.173898305084746, -10.110867052023119, -41.619695817490495, -63.671627906976745]","[11.39682789669335, 13.640306913515428, 16.097905577809534, 29.41235123226376, 46.03821503469242, 20.317512821693498]","[1.2981863712006203, 2.331348232105508, 1.3600277494760558, -5.957007662450758, -9.686458393032984, -11.91814480784732]"
2012-08-10 00:00:00,"[18.080701754385966, 13.598095238095238, 3.980272108843538, -25.48014409221902, -58.80908745247149, nan]","[747.4526315789473, 1473.8091005291005, 3098.5104081632653, 5771.137031700288, 10776.119657794678, 16641.87906976744]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.60228070175439, 15.97068783068783, 5.876054421768709, -10.427435158501442, -43.51855513307985, -62.1553488372093]","[11.655943741881709, 14.612560074387948, 18.894469534681473, 37.82338566704943, 52.692986754911935, 15.658932872964211]","[-6.799984963214186, -4.4621818140514, -0.0768571879232154, -4.74730263340988, -16.11085691132103, -11.806330773215388]"
2012-08-10 03:00:00,"[16.012105263157896, 11.232210526315788, -0.3114864864864888, -24.18, -60.42015209125475, nan]","[751.7273684210526, 1472.9690526315792, 3091.070675675676, 5754.095504322767, 10746.82205323194, 16635.940000000002]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.927719298245613, 15.310526315789472, 5.193378378378377, -11.472103746397696, -42.97216730038023, -60.79720930232558]","[-5.450883411915576, 11.68330901151763, 18.54460423595584, 38.766097901170625, 65.08509758527389, 19.416743661914097]","[-19.073505583696726, -13.250395091735845, -6.926938710606943, -2.1401748569680024, -19.54774696937296, -9.083361128161597]"
2012-08-10 06:00:00,"[13.379824561403511, 9.34336842105263, -3.708338983050854, -29.944553314121038, -62.88551330798479, nan]","[747.2170175438595, 1463.5247368421055, 3074.1011186440683, 5718.874178674351, 10699.93133079848, 16625.662325581394]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.90842105263158, 13.142105263157893, 3.9216949152542337, -13.527723342939481, -41.07711026615969, -60.99720930232558]","[-2.889750607777617, 16.869667343099778, 13.457835285827292, 33.95090275099966, 63.50720721989905, 19.03880827111655]","[-22.671487749669645, 10.39534267810363, -13.45522395275939, -12.346250788447458, -32.7402020574337, -3.6560393953168058]"
2012-08-10 09:00:00,"[13.742807017543859, 8.209789473684213, -6.788169491525421, -28.28386167146974, -60.81429657794677, nan]","[748.4614912280706, 1460.646421052631, 3064.6589491525424, 5712.224063400576, 10683.163536121674, 16605.5803875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.121578947368418, 11.633684210526319, 3.332542372881358, -11.824841498559078, -42.86912547528517, -61.434418604651164]","[-4.855155850848374, 17.51820017310696, 9.339347127479591, 21.578364700630384, 55.43604919205956, 21.037635336927753]","[-19.77227286044246, 8.471805514012615, -16.458947025953293, -30.459841663828325, -40.382020233474236, -6.267779552163452]"
2012-08-10 12:00:00,"[12.507543859649124, 6.7494736842105265, -4.351925675675671, -29.54632183908046, -58.53765151515151, nan]","[759.9185964912281, 1470.362105263158, 3072.124493243243, 5726.766206896552, 10681.772878787879, 16597.85612403101]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.127719298245614, 11.271578947368422, 3.3474324324324347, -12.40310344827586, -44.49939393939394, -61.632868217054266]","[-3.8514218418771313, -4.41824673250297, 4.062114086400147, 22.600979149161923, 52.43952847388196, 18.97046912522728]","[-22.730759790526964, -17.799308717604095, -17.275607211689007, -25.590595478299853, -35.462381643963, -7.602477009652137]"
2012-08-10 15:00:00,"[12.209298245614034, 4.419214659685863, -3.8440540540540566, -39.75885386819485, -57.778977272727275, nan]","[767.9219298245616, 1478.4960209424084, 3079.869222972973, 5731.192320916906, 10675.165113636363, 16595.95852713178]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.571578947368419, 11.263560209424083, 3.04439189189189, -12.849398280802294, -45.90545454545454, -60.59410852713178]","[-1.1445460729374917, -3.478123158558153, 2.390060208722386, 21.756108069358977, 48.71321301439234, 15.534996198553717]","[-19.591156795018758, -19.742294936880196, -12.291266656856225, -19.310140451014302, -21.33729870526205, -6.77713830396436]"
