,DWPC,HGHT,PRES,TMPC,UWND,VWND
2011-04-04 12:00:00,"[9.751, 10.25272727272727, 1.3137241379310325, -15.992163742690058, -54.50411538461538, nan]","[630.136, 1338.7618181818186, 2938.332620689656, 5582.496198830409, 10482.095807692307, 16202.308062015505]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.37, 11.00363636363636, 3.8027586206896533, -14.172280701754385, -50.04, -65.03441860465117]","[22.457801130915943, 37.17030136176421, 48.89645839997946, 77.0315052957431, 68.41722211074625, 35.716774427952885]","[-0.3790637996838071, 22.939740175517628, 16.289615127427687, 43.2757366849745, 58.406192221763284, 8.264142013398235]"
2011-04-04 15:00:00,"[4.76, 5.368138297872343, 2.707697594501719, -24.59964912280702, -56.56230769230769, nan]","[633.066, 1323.5391489361705, 2917.6850859106526, 5562.751578947369, 10448.26923076923, 16210.342170542637]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.3, 6.040531914893618, 3.1221305841924405, -13.491578947368422, -52.113846153846154, -64.06697674418605]","[23.355098087117586, 27.681276146998666, 39.985448183598834, 82.69476057842708, 74.73909922702387, 38.98531807440413]","[-10.915484109333693, 3.2928170956719605, 28.952934674764712, 50.14819848620242, 71.89599009885885, 11.65287656126637]"
2011-04-04 18:00:00,"[1.9376106194690272, -5.3199999999999905, -0.7771575342465765, -20.719854227405246, -54.365402298850576, nan]","[651.9092035398228, 1333.2799999999997, 2895.364863013699, 5519.554781341108, 10413.238390804598, 16194.763100775195]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.708141592920356, 0.49531914893616846, -0.5202739726027408, -15.869620991253644, -49.686436781609196, -62.534418604651165]","[21.568914246605193, 25.013672960041514, 34.19304055041449, 70.20381346098642, 60.99878637379663, 45.048353293785674]","[-10.49883862345749, -15.010142240264946, 17.877615393816168, 52.27026248547591, 101.84919714645837, 11.45717548619022]"
2011-04-04 21:00:00,"[0.5604424778761076, -2.508936170212764, -6.69680412371134, -22.15801749271137, -52.728620689655166, nan]","[651.1279646017696, 1331.1748936170209, 2868.56793814433, 5462.4576967930025, 10344.95632183908, 16187.541937984495]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.9134513274336324, -1.991914893617019, -4.542474226804124, -18.465830903790085, -48.615172413793104, -60.68945736434109]","[22.923631195392375, 24.91005174937132, 38.186536601979306, 61.778823275295345, 58.23123303030015, 42.765612377918984]","[-16.522550935009434, -20.3937392204089, 12.709991150269294, 51.74983294498905, 116.22451250601982, 20.498599542429275]"
2011-04-05 00:00:00,"[-0.2507964601769904, -4.145638297872342, -22.347781569965868, -32.84418604651163, -52.29187739463602, nan]","[663.6313274336283, 1340.5310638297876, 2851.3237201365187, 5404.151162790698, 10286.766590038314, 16163.93496124031]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.7886725663716825, -3.421702127659576, -9.76136518771331, -21.066976744186046, -46.555402298850574, -59.574728682170544]","[23.640112763305464, 23.76822043537961, 26.63847429594174, 59.722500831773274, 68.87837560097059, 43.62273245298554]","[-23.21220520266795, -30.499482926387984, -7.952074094910926, 52.01436847366454, 142.90660380647225, 16.996235110544998]"
2011-04-05 03:00:00,"[-0.90778761061947, -6.048518518518521, -17.661700680272112, -40.302, -60.38022900763359, nan]","[687.1224778761064, 1359.6618518518521, 2861.3944217687076, 5358.961333333333, 10219.509770992367, 16151.360852713178]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.6417699115044232, -4.634074074074077, -14.12326530612245, -27.273333333333333, -45.57603053435115, -56.858449612403106]","[21.931190223878772, 12.447411073722193, 20.689287179638267, 36.183283225537075, 69.3794591068293, 45.51850367889406]","[-31.8407069598689, -37.92510425655307, -25.091677657053033, 16.921773256124137, 116.37349202138178, 14.92881229749133]"
2011-04-05 06:00:00,"[-2.2515789473684187, -8.330105263157897, -18.99508474576271, -59.19771676300577, -65.65790874524716, nan]","[708.7605263157892, 1377.7084210526318, 2873.081355932203, 5342.933063583814, 10154.973878326997, 16138.161085271318]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.9073684210526294, -6.13684210526316, -15.19728813559322, -29.29815028901734, -42.39460076045627, -56.81503875968992]","[14.387142713681147, 8.90786364661291, 18.422288264396833, 28.702977027021138, 47.14374658401036, 42.41664696848113]","[-30.423938119279626, -29.776103930053576, -25.255258629416474, -5.9510620343121605, 40.718128788426775, 13.706414724938746]"
2011-04-05 09:00:00,"[-4.9666666666666694, -11.818324607329847, -31.740169491525435, -55.38060344827586, -65.67657794676806, nan]","[720.4633333333335, 1386.3143455497384, 2880.2767118644074, 5353.531637931034, 10129.062205323195, 16112.332635658915]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.043333333333335, -6.9128795811518335, -15.339322033898307, -28.55051724137931, -43.72045627376426, -55.51658914728682]","[11.95797696247651, 11.710638247687209, 24.526595991080796, 28.159589221646787, 42.25857966306321, 43.583876047131966]","[-22.477063575228886, -22.898213514174714, -23.893374202955336, -38.61277449109966, -1.886888038449294, 1.4980129027875015]"
2011-04-05 12:00:00,"[-6.479824561403512, -14.325263157894737, -37.06054054054054, -39.24174785100286, -66.48397727272727, nan]","[732.0145614035089, 1396.8773684210526, 2891.446114864865, 5391.433667621776, 10128.454204545455, 16113.05031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.5354385964912294, -6.917894736842105, -14.040743243243243, -25.747106017191978, -46.96454545454545, -55.33596899224806]","[13.24472501037057, 15.069557363243383, 25.60848882748133, 32.43509995800321, 45.49722568268287, 41.4030531168824]","[-14.723351016507124, -18.478835627628854, -25.759872444232965, -41.62176208452349, -18.46231544929482, -7.425009636821664]"
2011-04-05 15:00:00,"[-5.04375, -15.444764397905768, -36.10272727272727, -34.76409742120344, -66.48424242424242, nan]","[747.6659375, 1414.0058638743458, 2912.827272727273, 5410.839799426934, 10148.684848484849, 16131.030852713178]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-1.8459375000000005, -5.825445026178011, -13.205454545454547, -27.100401146131805, -46.308484848484845, -56.935968992248064]","[14.01588272233349, 16.773506512042015, 24.51886971130525, 34.946792727656494, 48.56086591086282, 34.266302432608946]","[-4.705039404300471, -13.59279275907862, -25.099910983623495, -18.926501726338632, -37.099919546877906, -14.175212018483634]"
