,DWPC,HGHT,PRES,TMPC,UWND,VWND
2011-08-25 12:00:00,"[7.527637795275593, 4.6767015706806285, -20.48959595959596, -31.379942693409742, -53.12675471698113, nan]","[788.1529921259839, 1507.6427225130892, 3133.4543434343436, 5870.847851002865, 10914.286075471698, 16677.537441860466]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.337637795275594, 13.622198952879579, 9.614747474747475, -2.6849283667621795, -46.54339622641509, -64.47937984496124]","[-2.9358459158003707, 13.133135253038342, 13.871347393954295, 9.202369936797673, 6.694059540795878, 4.803874529440248]","[-17.002168001296024, -6.938724568543918, -21.170667466142962, -37.60372380953628, -49.19186869875332, -8.552674627753635]"
2011-08-25 15:00:00,"[9.299843750000004, 5.318534031413613, -12.631717171717177, -31.151117478510027, -53.93174242424242, nan]","[793.8021874999996, 1513.87722513089, 3140.4213131313136, 5884.267363896848, 10926.075757575758, 16673.694186046512]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.927500000000002, 14.270890052356021, 9.733939393939393, -2.35512893982808, -46.785000000000004, -65.61813953488372]","[6.465363543958778, 5.999521840041916, 4.781402623693776, 3.0393415393744734, 3.567179901543248, 10.482261538285439]","[-14.179464314748913, -19.14878973708423, -17.95047283222778, -31.29196953192962, -35.01760360536119, -9.127938596789354]"
2011-08-25 18:00:00,"[14.676484375, 4.591518324607326, -13.508417508417516, -34.48948571428571, -53.36622641509434, nan]","[804.7846875, 1524.9308376963354, 3154.944848484849, 5901.139114285714, 10949.287018867924, 16687.947596899226]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.52515625, 15.07979057591623, 10.399259259259258, -2.3597142857142863, -46.09245283018868, -65.4615503875969]","[3.6939847813811038, -7.740212212362891, -0.9436658110586669, 5.863634970926081, 6.033085850236427, 6.279513838013029]","[-9.60233383423401, -10.666744298703838, -14.735606059858021, -23.256035525787976, -28.195190887453215, -14.642886150887815]"
2011-08-25 21:00:00,"[15.989453124999999, 3.3141884816753713, -16.07340067340067, -35.612571428571435, -52.603863636363634, nan]","[802.446328125, 1524.4496335078538, 3158.6420538720536, 5907.218914285715, 10954.790984848485, 16692.13015503876]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.459531249999998, 15.607539267015708, 11.47939393939394, -2.652000000000003, -45.81189393939394, -65.4631007751938]","[8.67505183872915, -2.335228146036818, -2.8715243247699154, 8.873284157841116, 9.0861883108837, -6.044606238062453]","[-5.236159351616243, -10.493186275294152, -11.045956086420752, -18.62533192332974, -14.693252636071671, 7.6221995515904615]"
2011-08-26 00:00:00,"[16.67328125, 9.739267015706812, -18.783020134228185, -34.20634285714286, -55.52984905660378, nan]","[803.4439843749996, 1524.7082722513087, 3160.4153020134227, 5906.994685714286, 10951.357773584905, 16700.163333333334]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.224375000000006, 14.172984293193718, 12.375906040268458, -2.997142857142857, -45.44415094339623, -65.56310077519379]","[-3.529195622868655, -3.3454139431255485, -3.11275955234395, 14.927284905840516, 18.208745401876172, 6.197297805857883]","[-11.64786222836089, -9.956886150611501, -8.265909882730195, -8.897923094760598, -8.062721869671627, -3.8159441646400896]"
2011-08-26 03:00:00,"[16.071015624999998, 4.476666666666652, -20.066778523489933, -32.682114285714285, -64.74479245283018, nan]","[813.0257812500003, 1532.711666666667, 3169.5433892617452, 5908.178857142857, 10950.3160754717, 16709.611627906976]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.908749999999998, 14.9275, 12.369194630872483, -3.7954285714285723, -44.41433962264151, -65.76310077519379]","[-8.925940651464982, -6.211104335996261, 6.4457646900805505, 19.697649746239343, 23.977845849253306, 8.8739758117536]","[-7.282718138615885, -6.963234422437099, -5.9547151010324, -6.7421034740565355, -12.65883994987615, -4.315501329393459]"
2011-08-26 06:00:00,"[9.116875000000002, -5.631874999999988, -20.69543624161074, -31.052742857142857, -59.19109848484848, nan]","[809.6024999999997, 1530.4767187499997, 3169.3812080536914, 5899.463714285715, 10945.885681818181, 16696.95031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.261875000000003, 16.932708333333334, 11.833959731543624, -4.569714285714285, -43.92893939393939, -66.48403100775194]","[-8.319828001661568, -6.045331034304844, 4.140802674000238, 24.109753622624307, 27.811314666932407, 9.567699390586252]","[-7.6622907745264515, -4.673784995707952, -8.618105131007574, -4.2173409293431945, -15.382286677832365, -3.3487733065972636]"
2011-08-26 09:00:00,"[-0.4646511627907002, -9.473281250000003, -21.37275167785235, -25.719572649572648, -53.87184905660377, nan]","[804.1154263565893, 1524.9253125, 3161.888456375839, 5882.852763532764, 10929.762188679246, 16692.616744186045]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.625271317829455, 16.8540625, 11.163154362416106, -6.246609686609685, -43.18943396226415, -65.52279069767442]","[-7.605604028417262, -4.323795427502953, 3.805117065306247, 23.10277435432948, 31.934934359891166, 12.820471269033556]","[-4.940205051244799, -4.643045324281372, -11.135860182263208, -5.21961838352508, -19.069069091455525, -7.265752030831426]"
2011-08-26 12:00:00,"[-3.2353125000000063, -11.633350785340317, -20.881510067114096, -24.52, -54.61377358490566, nan]","[807.9315625000003, 1529.009685863875, 3165.2640604026847, 5880.834285714286, 10922.74962264151, 16692.11519379845]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.74, 16.94628272251309, 11.027248322147653, -7.217142857142857, -42.88264150943397, -66.42279069767442]","[-3.8854886422496295, -2.149346757555979, 2.9528298357159573, 12.017701711651567, 23.083234132828558, 6.653062452050284]","[-3.6332341970585493, -5.8244530245207, -12.643802793841065, -14.025539047386626, -18.02382897852125, -6.319202617273051]"
2011-08-26 15:00:00,"[-2.123437499999997, -11.187083333333332, -18.30503355704698, -29.83683760683761, -57.068679245283015, nan]","[812.4896875, 1533.8294791666663, 3170.231476510067, 5887.812991452991, 10930.924905660378, 16695.821782945735]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.60875, 16.946250000000003, 11.111140939597316, -6.6329344729344735, -42.75245283018868, -66.88093023255814]","[-3.485490833922121, -2.9125895112728712, 2.5441336200091973, 6.385290264589861, 10.027625379236417, 9.9449221990895]","[-2.7931226634451862, -5.8123208704719005, -14.16883794493461, -14.823089745982186, -29.14946537667001, -4.856976794034272]"
2011-08-26 18:00:00,"[5.787499999999988, -10.276666666666667, -15.880604026845637, -29.443571428571428, -50.17664150943396, nan]","[811.6472656250002, 1535.3610416666666, 3176.867382550335, 5895.211914285715, 10937.91, 16701.506899224805]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.49546875, 18.066041666666667, 11.493691275167787, -6.33, -43.08943396226415, -66.64062015503876]","[-1.9971062788870808, -2.7225301144649654, 2.007020434363206, 9.47698882475247, 17.907076659506256, 10.412244764078224]","[-3.1115779463953426, -4.633277235848742, -15.1801116592934, -13.944157875451525, -22.905083684412812, 0.4889959143939063]"
2011-08-26 21:00:00,"[12.557656250000003, -9.61753926701571, -13.410673400673403, -23.018309455587392, -52.045530303030304, nan]","[800.2271874999999, 1524.2741884816758, 3166.7638047138043, 5888.56212034384, 10937.26321969697, 16698.6592248062]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.20640625, 18.09026178010471, 11.840673400673403, -5.568309455587395, -42.891060606060606, -66.87937984496124]","[1.5248759194168064, 1.1142163926719675, 0.8180105560046442, 10.818273579575537, 20.38430482629025, 14.861537309804087]","[-5.076715009800561, -5.956261039103666, -16.9295419174071, -18.88153695352252, -28.29707768440181, -0.3080058178748646]"
2011-08-27 00:00:00,"[9.558740157480292, -11.021413612565444, -7.763367003367009, -16.005845272206304, -48.79772727272727, nan]","[792.8693700787405, 1520.644607329843, 3168.161481481481, 5886.082320916906, 10938.70318181818, 16699.49542635659]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.94, 19.634240837696336, 11.842693602693606, -6.320458452722065, -42.843333333333334, -66.18558139534883]","[0.23020018409514884, 4.178723313862085, 3.337625472483754, 9.967727400474148, 29.791351387845364, 18.28527378637518]","[-7.206166597706502, -10.334355305723344, -18.981182644403287, -17.838562531788273, -24.02948630824201, 0.5832558199314015]"
2011-08-27 03:00:00,"[7.311250000000023, -10.9017277486911, 1.436666666666667, -14.310571428571428, -48.403939393939396, nan]","[796.4279687499995, 1525.7765968586389, 3174.795555555556, 5891.009142857142, 10930.561818181819, 16701.008217054263]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.224375, 20.30544502617801, 11.027878787878786, -7.177142857142857, -43.662651515151516, -65.78403100775195]","[-1.4761360610721828, 0.5836922625873003, 1.657260965482959, 10.947667993169329, 32.049998422267734, 20.005684225049606]","[-8.432079958519044, -13.619487576843499, -14.691570507755062, -16.069845162668873, -16.061397802740323, 3.6803482750002696]"
2011-08-27 06:00:00,"[9.646562499999998, -7.803717277486911, 2.194848484848484, -12.320429799426929, -54.2794696969697, nan]","[791.9685156250001, 1519.8632460732988, 3166.194882154882, 5874.320401146131, 10906.128674242425, 16680.427751937983]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.45171875, 19.913298429319372, 10.31037037037037, -7.540515759312319, -44.36416666666666, -66.48248062015503]","[-2.8781797637011404, -2.1401141690750496, 3.0829988613598465, 14.579200601694312, 36.507798477815214, 22.706567180111843]","[-6.561245896093432, -12.786377588712046, -14.903688991541419, -14.404437652356576, -18.302910349654162, -0.22424182575918256]"
2011-08-27 09:00:00,"[11.267031249999999, -2.8490052356020943, -0.6436363636363648, -22.315186246418335, -58.85333333333333, nan]","[785.62828125, 1511.471256544503, 3154.3445454545454, 5860.391919770774, 10885.553636363637, 16660.64031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.893125, 19.043664921465968, 10.121818181818181, -7.810143266475645, -43.99484848484848, -66.54217054263566]","[0.972323731742295, 0.19349264020034374, 3.9562105488580013, 13.070742798453688, 33.36444665821386, 22.802811785202543]","[-7.659941320808523, -11.480777967261037, -14.039601213187508, -19.205255356124706, -22.825031746180755, -8.118846965346709]"
2011-08-27 12:00:00,"[14.208671874999999, 4.858115183246073, -0.5773737373737395, -24.598510028653294, -58.85333333333333, nan]","[786.2289843750002, 1512.9627225130885, 3156.5197979797986, 5857.750171919771, 10872.698939393938, 16655.900155038762]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.705624999999998, 19.07403141361257, 9.768282828282825, -8.554555873925501, -44.89787878787878, -65.50186046511628]","[3.074402089694357, 3.172084245392797, 5.791074741797142, 14.09889364806847, 30.724138326544562, 19.134905157937933]","[-12.08724799335423, -11.883933756973354, -15.464520913991297, -20.713166020425508, -27.17981432489897, -9.608322096601983]"
2011-08-27 15:00:00,"[16.107499999999995, 8.686544502617801, 2.3148148148148193, -32.17667621776505, -59.17530303030303, nan]","[790.5490625000004, 1517.3089005235604, 3160.0951178451173, 5862.056991404012, 10878.407424242423, 16663.9503875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.530625, 18.581361256544504, 9.890168350168352, -7.480343839541549, -44.82969696969697, -65.02124031007752]","[1.1499637523288466, 4.417801872521783, 6.230284744277693, 13.615335504668348, 23.416497844598446, 20.965855712016857]","[-13.346173702936541, -14.41524988470288, -14.047066100753426, -19.01876438402328, -32.49892146614271, -1.392009266497307]"
2011-08-27 18:00:00,"[18.114765625, 10.669581151832467, 2.081520270270276, -32.99570200573066, -54.89530303030303, nan]","[788.8100000000001, 1514.4091099476436, 3153.9126351351347, 5858.72553008596, 10879.318181818182, 16671.50465116279]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.99703125, 16.801256544502618, 9.886621621621623, -6.564011461318051, -45.14939393939394, -64.88093023255814]","[0.38775039168366593, 1.3114580530370337, 9.64155812105661, 15.28515616633588, 24.835957798035178, 19.344353346617]","[-10.107799765276852, -15.08608799785537, -14.29428864960873, -20.844748655845155, -25.212500819855656, 2.321036280971235]"
2011-08-27 21:00:00,"[18.848260869565216, 14.543769633507855, -4.77545762711863, -35.29212643678161, -58.53765151515151, -77.47945736434109]","[775.8721739130433, 1503.1846596858638, 3138.024711864406, 5848.026091954023, 10872.892045454546, 16674.34503875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.535652173913046, 16.4269109947644, 9.589830508474577, -6.205114942528734, -44.193333333333335, -65.97472868217054]","[-2.5252843778495624, -4.466611944539002, 11.63052785215672, 19.522060559833985, 27.724565885319787, 16.406744533333313]","[-13.384731096426792, -16.012575557777335, -17.17583183651835, -24.23697980901039, -18.129099851852068, -2.5327388344444803]"
2011-08-28 00:00:00,"[15.007192982456136, 9.128684210526316, -16.687837837837844, -20.986704871060173, -59.83295454545455, -77.47945736434109]","[775.5085964912283, 1499.2257894736842, 3128.251283783784, 5834.363209169055, 10858.834431818183, 16674.936899224806]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.46456140350877, 16.076842105263157, 9.18054054054054, -7.088939828080232, -43.02363636363636, -66.9506976744186]","[-10.077216840952671, -4.203105347665227, 9.8823757940039, 19.417431251976044, 26.27973353686285, 15.919875095102823]","[-22.312913989169957, -16.218701978621194, -17.84293892127587, -29.325225535806894, -22.778455072099867, -4.555791253788111]"
2011-08-28 03:00:00,"[5.491732283464568, -9.549947643979067, -29.037407407407407, -19.613123209169057, -59.999545454545455, -77.47945736434109]","[780.7420472440941, 1502.3812565445028, 3130.1055555555554, 5827.95340974212, 10869.975303030304, 16682.323488372094]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.914803149606303, 16.246806282722513, 9.191851851851851, -8.083209169054443, -40.65242424242424, -66.9522480620155]","[-13.160468883914268, -3.72790082390827, 6.809743926825149, 14.288552847438394, 13.607458132595903, 13.351806998590824]","[-22.584883434858074, -14.392313758389042, -20.962386315770843, -28.64333552809941, -76.64185179790886, -10.49359173884964]"
2011-08-28 06:00:00,"[9.29, -10.60759162303663, -25.384747474747474, -27.209626436781612, -51.09840909090909, -77.47945736434109]","[769.21, 1487.6815706806278, 3113.0462626262624, 5812.383333333333, 10864.899204545454, 16666.09054263566]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.14, 15.183979057591625, 9.109696969696971, -7.98241379310345, -42.07477272727272, -66.13906976744187]","[-13.21479438569338, -4.278953303841135, 2.946156390264691, 2.3654587846631263, 17.134095921049877, 13.864109926031574]","[-22.542096383075084, -16.743399721301703, -20.86334707542532, -27.078141320466752, -58.21069624191298, -9.503317331268917]"
