,DWPC,HGHT,PRES,TMPC,UWND,VWND
2012-07-10 12:00:00,"[8.656796875, 10.314761904761905, 1.568724832214765, -28.760598290598292, -58.80407547169811, nan]","[829.288046875, 1556.5647619047618, 3174.466845637584, 5850.35245014245, 10837.204264150943, 16620.766]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.12125, 16.106666666666666, 4.432953020134229, -9.304729344729346, -43.91811320754717, -64.04]","[-12.431715356233884, -1.8122137426359906, 0.17448538716722475, 14.511085631426962, 36.51402920714093, 16.468338724062267]","[-3.7364753776611046, -4.457098411406286, -3.994815393880981, -9.656407460628369, -6.024797401872414, -11.74588454181086]"
2012-07-10 15:00:00,"[5.359302325581397, 7.917187499999997, 1.8832214765100674, -28.443447293447292, -59.684528301886786, nan]","[824.0517829457362, 1550.3544791666661, 3167.5270469798656, 5846.298005698006, 10820.862452830188, 16608.831705426357]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.80124031007752, 16.15770833333334, 4.461476510067115, -9.232934472934472, -44.9033962264151, -64.14527131782945]","[-15.340628194593384, -7.795923722887649, 2.7512740590733955, 12.019154369293636, 31.863143193168586, 17.019910422218466]","[-4.527850686730457, -4.855150941837828, -3.2402572065617776, -9.976767951327437, 0.5837780479519734, -15.584271072827336]"
2012-07-10 18:00:00,"[13.58125, 4.45442857142857, 2.4304013377926452, -27.784886363636364, -49.980301886792454, nan]","[838.638125, 1564.3625714285713, 3180.8229765886285, 5854.051704545454, 10831.005056603773, 16622.14]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.9025, 16.562857142857144, 4.109230769230773, -9.412556818181818, -45.24905660377358, -64.25999999999999]","[-11.631798169564428, -10.620271347432189, 1.1089827240205496, 13.696947930146447, 35.57832626477442, 11.356445735787501]","[-3.523479871521567, 0.1750739108429751, -2.085064776100039, -8.164347741214973, 5.840756146828787, -14.652255261566872]"
2012-07-10 21:00:00,"[15.008359375000001, 2.8328124999999877, 1.1588926174496663, -22.28150997150997, -49.03132075471698, nan]","[827.4066406249997, 1553.1834375000005, 3170.569362416107, 5848.805441595442, 10831.033396226416, 16626.170852713178]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.336875000000003, 16.746249999999996, 4.458456375838927, -8.875669515669516, -44.98075471698113, -64.2646511627907]","[-9.775357121604397, -9.152999135083178, 1.830432488810919, 14.89835935967163, 35.93966656738391, 11.984712476410454]","[-5.9559500006903345, -0.2256925586237013, -0.23850788960752628, -10.82036460408024, 5.940775507076562, -14.085000814790813]"
2012-07-11 00:00:00,"[15.839224806201551, 3.654166666666672, -1.3144816053511668, -21.425042735042737, -49.96905660377359, nan]","[825.9451937984495, 1551.1365624999994, 3169.990903010033, 5847.97245014245, 10832.355471698113, 16630.808527131783]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.76480620155039, 16.449375000000003, 5.236989966555186, -9.004159544159545, -45.11094339622642, -64.04527131782946]","[-11.724137074973736, -8.757123973022203, 3.36064834696159, 12.809565110742039, 36.27900221830734, 11.108448960004594]","[-9.387441195258749, -1.960792668673229, -1.3512750495865387, -10.626219198614255, 5.12256194058014, -15.891172707884062]"
2012-07-11 03:00:00,"[15.644418604651163, 4.040952380952381, -1.9189597315436218, -21.514358974358977, -50.09622641509434, nan]","[836.2537209302326, 1561.6219047619047, 3180.887315436242, 5854.214757834758, 10831.55483018868, 16632.304]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.142325581395347, 16.85904761904762, 5.187986577181209, -9.583931623931626, -45.549056603773586, -63.959999999999994]","[-16.17892574252893, -8.050352511713264, 3.3937990541751573, 12.642935119076446, 33.50863070257479, 8.102085606835283]","[-4.613019375211834, -0.35316186567221247, -2.794682181746901, -8.135977998673622, -5.8663416438034455, -15.597178745513968]"
2012-07-11 06:00:00,"[14.279921875, 4.91952380952381, -0.8541806020066862, -21.7134472934473, -54.95358490566038, nan]","[833.1859375000001, 1557.9566666666665, 3175.2458193979933, 5846.356267806268, 10820.168113207548, 16626.962]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.6728125, 16.659047619047616, 4.5874916387959885, -10.046324786324789, -45.973207547169814, -63.92]","[-16.097808897835986, -6.89665368648857, 3.7892944469570717, 13.03594636903975, 27.60505251176919, 8.293817509793298]","[-1.9589405312971453, -1.538575891676653, -1.49034365903925, -7.722198953684466, -9.725974046792643, -13.633427856348021]"
2012-07-11 09:00:00,"[13.075000000000003, 5.715238095238095, -0.220167224080265, -24.644017094017098, -60.51518796992481, nan]","[831.4724999999997, 1555.1847619047621, 3170.738127090301, 5841.801225071225, 10817.525338345864, 16622.628]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.15875, 16.256190476190476, 4.187491638795988, -9.946324786324789, -45.925413533834586, -64.24]","[-16.36983991507609, -7.244971568117802, 3.8239233164332993, 14.680854103817476, 19.93448917889855, 8.544784415871442]","[0.011205096865643215, -1.9273510265211669, -2.1993672997448805, -7.036597593703491, -12.072755776338001, -13.489391509118587]"
2012-07-11 12:00:00,"[11.134108527131783, 5.9852380952380955, -0.8506688963210658, -29.875795454545457, -62.95154716981132, nan]","[834.880465116279, 1557.680285714286, 3172.2114046822735, 5845.681193181818, 10821.511132075471, 16614.836]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.8415503875969, 15.925714285714283, 4.348026755852845, -9.77818181818182, -46.16641509433962, -64.1]","[-15.73839544590305, -6.7761131890787585, 3.6638119020612754, 13.36885669006295, 12.13970399825712, 5.555443499492469]","[1.5511609165832443, -3.3559458681730936, -5.737934221215759, -6.814244389409317, -11.645871153704377, -13.933307128027678]"
2012-07-11 15:00:00,"[8.07265625, 5.764380952380952, -1.6647157190635478, -34.35017094017094, -62.951842105263154, nan]","[840.3162500000001, 1563.030238095238, 3177.491505016723, 5850.866837606838, 10829.362368421052, 16622.3]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.130625000000002, 15.804285714285715, 4.524280936454849, -9.618119658119658, -46.22315789473684, -64.52]","[-13.292453610791627, -5.837331750014435, 0.3994456603015051, 7.660982664690578, 8.391272172183339, 3.6024017759198674]","[0.8813546088850956, -3.2394286892934065, -6.771707353404773, -5.904479715096414, -4.689268301656206, -14.931587371905554]"
