,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-11-01 12:00:00,"[-0.15453125000000145, -13.945287958115177, -16.861621621621623, -42.87905444126074, -50.98181818181818, nan]","[764.1892187500002, 1469.826230366492, 3061.092162162162, 5704.57111747851, 10620.040151515152, 16388.342635658915]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.211875, 10.158848167539267, 2.0183783783783795, -11.889512893982808, -45.25242424242424, -63.09720930232558]","[19.43057448254552, 26.769429213809964, 28.972646614204262, 44.56410123680466, 124.50144433217503, 57.12676071173394]","[-16.17045998594837, -16.887071576995318, -11.799451512013695, -17.562144547946957, 66.07954615750853, 13.485180343729285]"
2015-11-01 15:00:00,"[0.29609374999999916, -10.824031413612559, -13.04144781144781, -39.52897142857143, -57.98871212121212, nan]","[779.2723437500001, 1485.9934554973818, 3075.491515151515, 5722.258171428572, 10637.611515151515, 16395.642170542636]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.39078125, 10.232146596858641, 1.9032996632996642, -11.85314285714286, -44.9194696969697, -63.71813953488372]","[22.85584628716785, 25.069847426407264, 26.09895507284154, 39.37047150541885, 118.28352959623176, 54.47836873934222]","[-8.192052361889749, -13.422726624144921, -8.565929730048357, -13.144867254551418, 64.29229338891604, 10.136313462564768]"
2015-11-01 18:00:00,"[2.843437500000009, -4.932356020942408, -10.865185185185183, -36.788399999999996, nan, nan]","[789.6803124999997, 1497.1774345549736, 3087.001077441077, 5738.6812, 10658.03, 16405.92449612403]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.621249999999995, 10.340523560209425, 2.4194612794612804, -11.951999999999998, -45.085, -63.89875968992248]","[16.543318739750895, 21.423768934421748, 24.426180510917803, 37.68376374202711, 115.01995867348313, 50.40116488151826]","[0.5605414660510596, -9.823963591623768, -5.863402494932187, -3.874297355015795, 59.92663958332915, 3.8711616718666746]"
2015-11-01 21:00:00,"[2.7371093750000046, -2.1068586387434562, -9.622424242424243, -32.76885714285714, -50.77037735849056, nan]","[788.8857031249996, 1497.864136125654, 3089.677272727273, 5739.109942857143, 10672.98286792453, 16417.305736434108]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.168125000000002, 10.960942408376964, 2.352121212121212, -12.430285714285715, -43.97283018867925, -64.67937984496125]","[13.555921541569642, 17.218483564537312, 19.320584621607974, 35.99657412617278, 120.26042321896493, 44.827056485240924]","[5.707260872166116, -6.809036465441186, -6.622107689142107, -0.5478480127471118, 70.26431755268739, 0.47138599870143466]"
2015-11-02 00:00:00,"[0.2663281250000058, -1.5925000000000022, -8.648926174496648, -29.722685714285717, -48.65743396226415, nan]","[798.7204687499997, 1509.5906249999996, 3103.449060402685, 5750.003657142857, 10685.009132075473, 16436.505658914728]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.4884375, 11.608750000000002, 2.1440268456375815, -12.958285714285717, -43.43962264150943, -65.89875968992249]","[13.108906272154826, 14.761253916609444, 14.650588471133604, 31.489238422565727, 107.86675231933394, 40.47294524653595]","[6.847731938059211, -2.014822901648497, -4.480053908705967, 3.2344183407111724, 79.79938888928932, 0.006297240945468411]"
2015-11-02 03:00:00,"[-0.15767441860465592, -0.9683769633507848, -7.891644295302013, -30.44071225071225, -69.40818867924528, nan]","[800.2110077519382, 1513.7334031413616, 3109.036241610738, 5756.011196581197, 10679.678867924527, 16446.782403100773]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.940775193798451, 12.590261780104708, 1.6631543624161076, -12.856011396011395, -44.264150943396224, -67.03751937984497]","[7.239564203562006, 10.060855944548964, 11.26997679281543, 28.058720935761098, 83.82037403929824, 41.489238817095135]","[6.341307048591343, 0.6636798467526902, -0.022871147798369285, 8.021027263324386, 69.3786094945661, 0.5487943657495117]"
2015-11-02 06:00:00,"[-2.1843749999999984, -1.4018229166666676, -8.240973154362413, -32.04034285714286, -64.23037735849057, nan]","[798.384375, 1510.3949479166665, 3105.9830536912746, 5752.752314285714, 10662.17558490566, 16452.8519379845]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.14, 12.197291666666668, 1.8759060402684586, -12.939142857142857, -44.88716981132075, -68.09565891472869]","[8.743825085998825, 5.268023691069316, 10.588446348602554, 28.80940039112945, 58.49798230917733, 43.77456503003391]","[15.331208718039246, 8.139847075843024, 2.2377031358691575, 10.584237443805561, 46.806226475204035, 0.48815766018298345]"
2015-11-02 09:00:00,"[-2.758593750000001, -1.4278010471204192, -7.930872483221473, -33.992, -69.4025, nan]","[791.5852343750003, 1503.8971727748687, 3099.01543624161, 5746.978, 10647.4, 16455.694263565892]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.813437499999997, 12.129005235602095, 1.6218791946308748, -12.803999999999998, -46.235, -68.39255813953488]","[6.756933013844578, 3.534145142354683, 10.160493107873979, 29.605872374780144, 42.76908573375326, 46.55264209379926]","[18.759515348638462, 13.42880671400563, 1.0950169562477579, 8.002692015080289, 30.075347554082636, 11.380344978811713]"
2015-11-02 12:00:00,"[-2.482109375, -1.4321465968586387, -7.48983164983165, -30.91212034383954, -59.894999999999996, nan]","[792.3928124999999, 1504.3904712041885, 3097.7970033670035, 5745.740372492836, 10648.0075, 16454.641472868218]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.72671875, 11.734240837696335, 1.3958922558922553, -12.492664756446992, -47.06, -68.83286821705427]","[5.693920808360308, 2.930200536191651, 8.468619528619529, 25.943761834202547, 42.33578867091057, 52.554068082263896]","[20.78473806521732, 17.239397482924407, 5.185533899460336e-16, 0.3242453498226733, 17.798500572014518, 9.783572488269261]"
2015-11-02 15:00:00,"[-1.5186718750000001, -1.718697916666666, -7.46275167785235, -29.532962962962962, -64.4073106060606, nan]","[801.9960156249999, 1514.0524479166663, 3107.5531543624165, 5756.68962962963, 10656.457765151516, 16465.361860465116]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.7571875, 11.783750000000003, 1.4567785234899318, -12.141481481481483, -46.01378787878787, -69.39255813953488]","[3.7138859179631414, 2.3318836454078404, 6.239332551812227, 23.530695143648742, 45.54406023339637, 51.88016814692472]","[21.02560952052625, 18.14809083621054, 0.644683658984426, -4.904072358765978, 7.809875501617183, 7.730437857981873]"
2015-11-02 18:00:00,"[1.940000000000003, -2.2328124999999996, -8.884697986577178, -32.158461538461545, -64.38116981132076, nan]","[801.1304687499999, 1513.9346354166664, 3110.941040268456, 5763.433076923077, 10671.126150943397, 16472.26480620155]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.5525, 12.408750000000001, 2.375906040268459, -11.56769230769231, -44.23547169811321, -69.89565891472868]","[3.2758695985145865, 4.467859056122297, 7.131385760237175, 20.502049109820213, 48.80965599008636, 52.80333944134248]","[13.797218387554768, 15.223544005758022, 2.596685913347741, -5.937894257704484, -5.943478516997228, 6.568442919606328]"
2015-11-02 21:00:00,"[2.422812499999998, -3.434188481675393, -9.451476510067113, -33.62068767908309, -62.477045454545454, nan]","[792.4742187500003, 1506.386963350785, 3108.6763087248323, 5766.55793696275, 10690.674015151517, 16476.273255813954]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.368124999999996, 13.16670157068063, 3.1795973154362422, -10.978338108882522, -43.17931818181818, -70.7568992248062]","[2.200293770383354, 5.035744265124514, 7.916748325841785, 23.311293691193498, 52.24074716899675, 53.755150423332566]","[9.650150237647521, 9.812366989339779, 0.7978022597229991, -1.1226195649827435, -20.40582194883842, 6.288973858293263]"
