,DWPC,HGHT,PRES,TMPC,UWND,VWND
2012-10-09 12:00:00,"[-0.9403125000000022, -10.125183246073306, -10.378859060402684, -30.63, -60.4988679245283, nan]","[789.9471875000002, 1482.7347120418851, 3052.045872483221, 5658.934285714286, 10497.2279245283, 16267.175968992247]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.1759375, 4.452565445026177, -0.5623489932885897, -17.145714285714284, -54.68830188679245, -60.340620155038756]","[18.408097734951202, 15.544358880446614, 20.100963754269806, 37.773003740486246, 47.84046762361335, 39.49843541255182]","[18.648819046872227, 10.12435683144484, 4.006751087460765, 7.364810612635415, 4.894476964846583, 2.5922991137528157]"
2012-10-09 15:00:00,"[0.20890625000000154, -7.27463541666666, -10.10771812080537, -28.295185185185186, -60.49515151515151, nan]","[788.3932812499997, 1481.600364583333, 3053.4698657718122, 5660.102962962963, 10501.10018939394, 16272.592790697674]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.021250000000002, 4.858229166666668, -0.24322147651006829, -17.04148148148148, -54.082727272727276, -60.12434108527132]","[15.877742107784128, 15.941840770191071, 23.13619002048351, 40.71388410973879, 50.08587034642019, 39.322526372070634]","[19.81766496389519, 12.690937302595069, 6.352887763919803, 10.480203440561095, 7.7698762454941965, 8.079351545414518]"
2012-10-09 18:00:00,"[2.6606250000000005, -6.364869109947652, -13.254006734006735, -24.588796561604585, -59.878446969696974, nan]","[777.7347656249998, 1471.7758115183249, 3049.8349158249152, 5660.498997134671, 10499.763787878788, 16283.763410852713]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.976718750000002, 5.752041884816755, 0.7564983164983191, -17.468309455587395, -54.43575757575758, -60.58248062015504]","[10.01756337408021, 18.58128903027665, 23.68812594931261, 44.27965929959365, 60.604930157023716, 45.332622139329565]","[20.061904085980366, 16.487314161010953, 9.221649437234317, 7.728471224979209, 13.973900284203594, 10.283001956434344]"
2012-10-09 21:00:00,"[3.284843749999999, -1.2821465968586396, -16.60307432432433, -23.880344827586207, -58.29897727272727, nan]","[764.7379687500004, 1460.7778010471204, 3037.333006756757, 5652.390172413793, 10483.618409090908, 16283.563798449612]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.222812499999996, 5.1190575916230365, 1.019054054054053, -17.958275862068966, -53.8225, -61.200310077519376]","[12.634924329041285, 21.88622018858445, 26.140727606881217, 47.50717277313998, 66.69139789720904, 49.80465041968743]","[19.041188991631426, 17.535153827478883, 13.714182369962922, 4.6138129634186935, 17.98095653097254, 6.866328754485642]"
2012-10-10 00:00:00,"[2.3827192982456147, -0.5645263157894713, -11.648783783783783, -21.287873563218394, -57.23534090909091, nan]","[760.2645614035085, 1457.1258947368417, 3030.122162162162, 5643.814022988506, 10465.140681818182, 16289.360465116279]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.247894736842108, 5.3947368421052655, 0.5254729729729735, -18.670632183908047, -51.95886363636364, -60.021240310077516]","[18.433860068971526, 27.50715723374641, 34.84207993807237, 50.72584977340662, 67.65458726129467, 47.6147897554783]","[20.004279427005393, 11.177093040201004, 16.840480960509336, 15.78151100059537, 20.688191391501228, 6.085452419903001]"
2012-10-10 03:00:00,"[2.26, 2.322774869109948, -9.612432432432433, -20.882212643678162, -62.44375, nan]","[759.63, 1458.4219371727743, 3020.691891891892, 5626.615459770115, 10441.546477272726, 16291.928604651162]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.74, 5.035811518324611, -0.9627027027027025, -18.655114942528737, -49.84181818181818, -58.78248062015504]","[27.974562062924637, 32.72524066901392, 35.81903775844121, 54.772608162161426, 78.78932123357353, 48.646961796731695]","[20.783319691223006, 5.372751480075151, 14.499452346708427, 28.53429084313833, 14.423397896016313, 4.642522661306616]"
2012-10-10 06:00:00,"[0.5739062500000007, 0.7585863874345553, -4.350841750841748, -29.843782234957025, -60.474848484848486, nan]","[767.0115624999999, 1450.7699476439793, 3006.8862289562285, 5595.201805157593, 10434.210530303031, 16280.986434108527]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.6806250000000005, 1.3651308900523558, -3.843501683501681, -17.086647564469914, -50.224015151515154, -59.73906976744186]","[8.834260664915519, 21.617019845049683, 39.46858221554678, 66.59360434272072, 89.25308090997363, 46.61278322618538]","[-23.32118364965588, -9.493897027573052, 10.41715709926224, 18.24515601675499, -10.067265534299146, 7.1480554334567366]"
2012-10-10 09:00:00,"[-1.3675193798449636, -8.138750000000002, -21.225454545454546, -37.86228571428571, -62.487500000000004, nan]","[773.541627906977, 1455.2669791666667, 2992.987676767677, 5582.938142857143, 10449.4525, 16262.592635658915]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.6438759689922473, -0.5652083333333345, -5.197373737373738, -15.92, -50.56, -59.33596899224806]","[15.7639126623928, 12.736163974619087, 44.58811476961357, 69.1163348710306, 95.83835511401108, 44.48095012739672]","[-16.163460043514227, -18.48447204845098, 1.9700716965647005, 1.1812624756494865, -9.211302244563912, 7.937235188219919]"
2012-10-10 12:00:00,"[-4.772945736434109, -8.481285714285711, -35.891946308724826, -35.59760683760683, -60.864150943396226, nan]","[788.6906976744186, 1467.1351428571425, 2992.4508053691275, 5584.345242165243, 10447.14324528302, 16259.364]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.768682170542635, -1.7785714285714258, -6.898926174496644, -15.571680911680913, -51.25245283018868, -58.8]","[12.701831069230629, 19.647071425714657, 38.391952182589456, 66.7353837140287, 90.15841991397465, 42.75000575563012]","[-17.3299453826237, -15.15651974230855, -13.746359756359244, -11.04647103299214, -5.75700450590374, 5.787625410614623]"
2012-10-10 15:00:00,"[-5.393953488372093, -14.295781990521323, -33.575585284280926, -36.8203409090909, -60.87563909774436, nan]","[812.7586821705426, 1486.8973459715635, 3009.5022073578593, 5601.652499999999, 10455.487218045113, 16268.964]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.043100775193799, -2.6661611374407572, -6.66, -15.642954545454545, -51.557744360902255, -58.36]","[13.443311017798287, 19.313593147618413, 36.43006846143967, 66.66964231030458, 93.13514485175328, 42.32814563009052]","[-12.699862245216798, -19.674869068046515, -17.46655013219631, -16.586097060600135, -28.67097670470354, 2.759494793952143]"
