,DWPC,HGHT,PRES,TMPC,UWND,VWND
2010-07-18 12:00:00,"[18.653437500000003, 14.321361256544499, -12.806363636363638, -28.456848137535818, -48.06424242424242, nan]","[797.0399218749999, 1533.66109947644, 3177.586363636364, 5878.7423495702005, 10933.940151515151, 16701.046124031007]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.77671875, 19.43005235602094, 9.612727272727271, -7.3184527220630375, -40.64636363636364, -65.08403100775195]","[21.06124965337863, 13.902875759299182, 15.092903266601944, 26.957438582904434, 29.987146263526625, 13.660262881847201]","[5.2012230389402365, 3.9533618259893757, 2.7218230235952716, -3.220127004333029, -17.610946886702635, 4.04615317562387]"
2010-07-18 15:00:00,"[19.87789473684211, 13.452774869109952, -13.09351351351352, -33.02439655172414, -46.43247148288973, nan]","[785.0573684210524, 1522.6791099476436, 3166.7997297297297, 5876.3425, 10925.821711026616, 16698.087131782948]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.161052631578947, 20.035287958115184, 9.994054054054052, -5.3643103448275875, -42.02692015209125, -66.04372093023257]","[11.694773268693096, 16.476768871342315, 18.21752309671137, 32.19080209042814, 25.578279116326378, 18.809198582533313]","[11.490732448825085, 9.85249474017534, 0.24638776807298185, -0.09701378311374088, -7.238620105347597, -1.7071526451645467]"
2010-07-18 18:00:00,"[20.037543859649123, 16.978842105263162, -2.2926440677966076, -16.21114942528736, -46.4977566539924, nan]","[779.5563157894734, 1518.0178947368418, 3161.8980338983047, 5872.779597701149, 10953.622015209125, 16710.71449612403]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.780350877192987, 19.493684210526318, 9.16949152542373, -5.10712643678161, -41.8493536121673, -67.40806201550387]","[15.651490524248235, 19.87943133574342, 17.41278011597581, 19.54632721201983, 37.53916721811301, 18.936285538719606]","[11.265205441258354, 10.62176295966638, -3.0189141349108377, -6.608747004167852, -15.137258152240408, -6.110199445588721]"
2010-07-18 21:00:00,"[21.775000000000002, 18.017894736842106, 3.843614864864864, -11.551844380403459, -44.84378787878788, nan]","[773.1828947368418, 1511.9336842105263, 3160.05097972973, 5871.356772334294, 10945.243333333334, 16704.023720930232]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.505789473684214, 20.15578947368421, 9.22277027027027, -6.311585014409223, -40.59598484848485, -65.89023255813953]","[19.048644131408484, 24.29150469683929, 22.508395554181117, 18.97586047939589, 31.97319653318364, 20.06326510608225]","[3.6068001385884485, -2.9017919014524356, -10.631503614211, -8.504009721893048, -6.64792052099762, -8.368129111937197]"
2010-07-19 00:00:00,"[21.610350877192985, 14.840210526315786, -3.6834576271186528, -12.58492795389049, -45.81311787072244, nan]","[769.5224561403505, 1510.9000000000003, 3163.5167796610176, 5875.177262247838, 10940.530152091254, 16707.392093023256]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.57684210526316, 21.676842105263155, 10.56881355932203, -7.105244956772335, -41.45619771863118, -64.94837209302325]","[14.897103014493839, 17.48113037921778, 21.39987477273652, 25.873875904778043, 38.450853169225454, 12.4425746344904]","[-2.0035316501589175, -9.531396658431396, -19.557075899367042, -9.976422691484103, -0.6937006430950008, -18.00004295612848]"
2010-07-19 03:00:00,"[21.37122807017544, 13.308473684210531, -4.1242372881355935, -19.52862068965517, -48.64568181818182, nan]","[773.2866666666664, 1513.9341052631578, 3164.744915254237, 5873.071954022988, 10941.748446969697, 16723.163410852714]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.794385964912284, 21.228947368421053, 10.675593220338982, -6.926666666666666, -40.74636363636364, -64.0615503875969]","[15.779879828884894, 17.449084407276427, 18.703127797298976, 30.426742020468424, 47.7818793868687, -10.949905844825176]","[-8.784740542171802, -12.251572493061, -29.070842010707555, -8.952822085229757, 27.021427996286842, 10.916770706087012]"
2010-07-19 06:00:00,"[19.20695652173913, 13.736315789473684, -1.7489527027027048, -19.963591954022988, -60.00924242424242, nan]","[781.6521739130435, 1518.8915789473685, 3166.7378716216213, 5868.727787356322, 10922.212878787877, 16698.5203875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.500869565217393, 20.00315789473684, 10.051148648648653, -7.309137931034482, -41.516060606060606, -64.92434108527132]","[7.798179515408131, 16.786276188467767, 17.464812134461962, 29.93947738037247, 45.86237079759956, 15.062031010592563]","[-11.843175091396269, -7.1222580285546435, -21.09063647138904, -5.873377346313438, 13.954192352951347, -4.933611312214807]"
2010-07-19 09:00:00,"[17.468421052631577, 9.441204188481674, -0.9937162162162134, -22.302327586206896, -66.48113636363637, nan]","[778.2418421052633, 1513.508115183246, 3162.8626013513513, 5857.187011494252, 10904.094696969696, 16695.40488372093]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.379473684210524, 20.12324607329843, 10.073783783783787, -8.886724137931035, -40.78727272727273, -64.41968992248061]","[1.898256360402926, 15.838568565074507, 24.835943901093746, 32.21506822777288, 43.536361044124384, 15.463097343372901]","[-2.3768521585369227, -3.7708169509196714, -20.893491865181236, -14.927802780680919, 2.360443045256607, 4.113381589179298]"
2010-07-19 12:00:00,"[16.50982456140351, 1.592105263157895, -0.8749324324324319, -35.00292263610315, -65.69204545454546, nan]","[779.8507017543861, 1514.546842105263, 3165.5656081081083, 5860.750286532952, 10902.9925, 16685.986744186048]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.050526315789472, 20.987368421052633, 9.857229729729728, -8.22733524355301, -41.962272727272726, -65.71658914728683]","[3.608470469324914, 16.03616197771245, 21.47602649777415, 31.627464764254956, 47.38195189838805, 15.86533193640729]","[-2.5915084831561774, -6.3506993219451955, -19.432859960871436, -15.502824473007118, 0.909591936524055, -0.9417127563016294]"
2010-07-19 15:00:00,"[16.720156249999995, 4.85743455497382, 0.03198653198653231, -37.48954022988506, -56.43212121212121, nan]","[792.5686718750004, 1524.793769633508, 3171.6676767676768, 5865.711724137932, 10900.911818181818, 16695.812713178293]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.12359375, 19.713298429319373, 9.286801346801349, -7.389885057471266, -42.055454545454545, -65.22124031007752]","[-2.819524123200215, 10.103441249205071, 15.657177227681343, 31.830083278588777, 52.91613646851526, 18.369908651313406]","[-0.3544702706766637, -3.0249092332761425, -10.994745179992261, -17.699924176063266, -4.633792224269463, -3.13964228991979]"
2010-07-19 18:00:00,"[17.448515625, 5.140680628272269, 0.3735353535353545, -31.40808022922636, -49.501969696969695, nan]","[796.2748437500001, 1531.1929319371723, 3178.9639393939387, 5875.431289398281, 10915.682727272726, 16710.576124031006]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[24.1009375, 20.643141361256543, 9.45818181818182, -6.857134670487106, -41.984242424242424, -65.31658914728682]","[0.010371778432634033, 10.727806391127611, 15.712011913970642, 29.82004752683598, 51.836323393658574, 20.33648486981863]","[0.41252588631043136, 0.4104223555155047, -1.3963687259881084, -13.101737484553691, -18.42812493441188, -1.4273189883219275]"
2010-07-19 21:00:00,"[17.956315789473685, 12.552105263157886, 2.6494949494949513, -23.51925501432665, -45.72170454545454, nan]","[792.7024561403505, 1529.7600000000004, 3176.6677441077436, 5872.6464756446985, 10926.202613636364, 16709.989224806202]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.35929824561404, 19.698421052631577, 9.282760942760946, -7.053409742120343, -41.27022727272727, -66.99565891472868]","[1.1582888547980454, 8.824566532114838, 19.102828142839837, 33.35596505877998, 45.06041457926504, 26.9922724348754]","[-3.3040830692092262, -0.3798231722295813, 6.378076322218678, -2.1867010284235047, -10.242174254080815, -3.3883254798543043]"
2010-07-20 00:00:00,"[18.050526315789476, 12.66247368421053, 1.5076351351351345, -11.02724928366762, -47.02851711026616, nan]","[787.4294736842103, 1525.59447368421, 3174.306418918919, 5873.193008595988, 10931.404562737642, 16708.276279069767]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.19263157894737, 20.687368421052636, 9.823108108108107, -8.818166189111748, -41.007148288973376, -66.47317829457364]","[-3.7525656998080104, 9.155278725325417, 21.55190386761373, 46.72778023355398, 47.91336413838868, 24.72912073727254]","[1.709684806263562, 6.921941464166596, 7.019894818588344, -10.303880822633454, -0.4027747941169584, -10.164437357385438]"
2010-07-20 03:00:00,"[18.3619298245614, 14.451263157894735, 8.425236486486485, -17.773448275862073, -54.86598484848484, nan]","[780.3557894736846, 1523.319315789474, 3176.773851351352, 5876.374827586207, 10938.054999999998, 16719.296124031007]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[26.419824561403505, 22.13052631578947, 9.11601351351351, -7.442758620689656, -40.68121212121212, -65.49100775193799]","[3.0859661188535417, 24.380124713414126, 37.90897723648112, 28.7047499590764, 53.07903558219372, 21.82184605488667]","[19.980460429776496, 15.491487665264039, 3.3981793464814953, -6.328718234807398, -39.39678172650879, -3.3430491628103924]"
