,DWPC,HGHT,PRES,TMPC,UWND,VWND
2014-03-13 12:00:00,"[-8.873023255813953, -22.659810426540282, -30.579333333333334, -31.621079545454545, -65.77562264150943, nan]","[788.4931007751937, 1442.9531753554502, 2945.413, 5462.862386363636, 10167.930339622642, 16146.832]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-7.546821705426356, -9.023033175355451, -12.2, -24.614545454545453, -54.585660377358494, -54.019999999999996]","[5.30937309166709, 10.876364320671486, 18.7710529222868, 37.84933550949208, 39.337340528933744, 35.65242030919486]","[1.2839022582891209, -16.25913541823333, -41.548136439955435, -62.17285983744395, -73.86830563908282, -17.074127389020802]"
2014-03-13 15:00:00,"[-9.943953488372099, -29.153080568720387, -17.25197324414716, -32.56710227272727, -66.48169811320754, nan]","[784.3744186046515, 1446.2075829383882, 2958.045618729097, 5494.248494318182, 10224.988528301887, 16154.169999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-7.062325581395349, -3.2367772511848325, -11.479732441471572, -22.722215909090906, -55.83283018867924, -53.8]","[7.185476500775594, 13.721144086156125, 24.574448955446947, 36.29292367894619, 45.80844813509542, 30.62538235242602]","[8.465924356639693, -12.62098873817073, -29.055327032585062, -52.153204415218745, -62.545993713758584, -12.953048280914924]"
2014-03-13 18:00:00,"[-8.494961240310074, -6.235142857142856, -11.996845637583894, -37.05837606837607, -66.4788679245283, nan]","[782.1445736434106, 1453.320285714286, 2972.765637583893, 5527.2666381766385, 10267.105509433963, 16166.514]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.2297674418604627, -1.9857142857142867, -10.05530201342282, -20.84062678062678, -56.56301886792453, -55.699999999999996]","[6.706351546273939, 23.7625767277325, 26.03939792957102, 39.663966444671296, 46.595915156964075, 36.20508587426991]","[13.201450536235264, -4.168483059066927, -23.868063857811116, -44.21386401135125, -50.708191247083484, -12.126701152281326]"
2014-03-13 21:00:00,"[-4.968914728682171, -7.4305208333333335, -13.477070707070709, -40.16985714285714, -65.7275, nan]","[772.5524806201553, 1451.0832291666668, 2984.1509090909094, 5548.578428571428, 10298.675, 16177.042558139536]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.199689922480618, 0.6764583333333328, -6.994343434343434, -20.894285714285715, -56.309999999999995, -56.99875968992248]","[12.799984283440407, 33.829851781864186, 32.651390486551456, 36.96958690021299, 46.884895696946955, 41.95917432146529]","[19.527080727490883, 5.664653191344693, -16.46119298939138, -33.732694188023316, -46.9340191703886, -16.530453589467278]"
2014-03-14 00:00:00,"[-0.2915625000000007, -4.868743455497381, -17.613783783783777, -37.86888252148997, -66.48424242424242, -77.47945736434109]","[759.0331250000004, 1445.358010471204, 2988.6594594594594, 5559.656504297995, 10323.879090909091, 16183.882325581395]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.793124999999998, 2.153612565445027, -5.201891891891891, -20.938223495702005, -55.778181818181814, -57.061550387596895]","[22.689765760156458, 35.42419834056548, 31.829363354237397, 33.96632648658539, 58.73346767419556, 42.562328064113785]","[24.49199771384231, 4.268308928480607, -14.031338215966413, -22.068352141077636, -23.941329936313352, -15.286898192887652]"
2014-03-14 03:00:00,"[-0.42724409448818745, -5.384397905759164, -18.534545454545455, -39.42424068767908, -66.48424242424242, nan]","[758.937401574803, 1451.0087434554976, 2998.9845454545452, 5567.637077363896, 10331.706363636364, 16201.661007751938]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.004566929133858, 3.26460732984293, -4.741818181818182, -21.118452722063036, -55.97515151515151, -57.743720930232556]","[25.627241433370287, 31.93335008155851, 27.753645407077485, 33.11079594004116, 61.202999762628025, 43.237201273857764]","[20.918608969120264, 6.257559294152984, -8.57816118191044, -9.587352559966567, -4.437193687946035, -12.04833674463273]"
2014-03-14 06:00:00,"[-3.534035087719298, -7.541684210526315, -14.543243243243245, -31.356810344827586, -61.28273764258555, nan]","[746.9455263157894, 1441.8162105263157, 2994.9962162162165, 5561.580948275862, 10315.027984790875, 16194.480310077519]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.766315789473685, 4.254736842105265, -4.670810810810812, -21.906551724137934, -54.025399239543724, -58.94217054263566]","[28.658671926737416, 32.05250489245247, 31.57831401590062, 43.240701210147684, 69.10318546730655, 47.544014992804854]","[17.179046652659398, 9.499316810697668, -1.948607278703156, -10.18368760741754, -5.706940296289971, -9.364711571212299]"
2014-03-14 09:00:00,"[-4.943421052631576, -12.223157894736843, -29.248716216216216, -44.040951008645536, -65.07174242424243, nan]","[732.0410526315786, 1427.7678947368422, 2985.3389864864866, 5550.4496829971185, 10303.639053030303, 16196.150620155038]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.432105263157895, 5.150526315789474, -4.127905405405405, -21.946743515850144, -54.18007575757576, -57.339069767441856]","[35.47968280061414, 35.06612821277522, 37.59576195043763, 57.560582178125536, 74.43231571008536, 46.13221498982555]","[19.8882049372341, 12.749896130329256, 5.225158188870782, 14.095049995745615, -6.0716461797195, -6.3375777198704455]"
2014-03-14 12:00:00,"[-5.201578947368416, -10.880947368421054, -30.143728813559324, -34.53293948126801, -62.39509505703422, nan]","[716.1115789473681, 1410.6130526315792, 2965.661186440678, 5528.0055331412095, 10277.17885931559, 16189.1603875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.087368421052629, 5.10736842105263, -4.89728813559322, -21.31965417867435, -53.98509505703422, -57.49875968992248]","[35.60932672779018, 41.929944521851716, 46.29627261165739, 66.16761100160932, 82.34536239988891, 52.85548648708096]","[27.396827583277528, 14.109098698702473, 19.774395435321303, 11.25704879299754, 1.6898461136237226, -4.252507518965538]"
2014-03-14 15:00:00,"[-1.708141592920353, -7.747037037037038, -13.388163265306122, -31.8821325648415, -62.39015267175573, nan]","[712.1783185840707, 1399.5333862433863, 2960.584047619048, 5522.182881844381, 10266.703587786258, 16192.226744186046]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.325840707964602, 3.648994708994709, -3.751836734693879, -21.540115273775218, -54.07526717557252, -58.1553488372093]","[33.67594646989275, 50.38740591545315, 46.44703673759844, 64.42804745112586, 79.10870542261152, 48.30548963781717]","[24.227895562378258, 14.194444537339296, 20.845100015390546, 0.6354985153107026, 7.96380491771532, -6.1267723798842395]"
2014-03-14 18:00:00,"[0.3673684210526311, -2.877777777777777, -12.358367346938776, -45.43439306358382, -64.54441064638783, nan]","[714.5301754385965, 1399.953597883598, 2956.6271428571426, 5515.414450867052, 10249.971939163499, 16191.546124031007]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.7259649122807, 1.5706878306878305, -4.372244897959183, -22.91317919075145, -52.393079847908744, -57.71658914728682]","[29.339496331772455, 34.90884066860857, 48.43811917591304, 63.025090707001816, 86.8311922182742, 47.60261383445246]","[12.938220837701188, 5.34078053218054, 6.761443619615972, 2.2375541971235666, 4.344490874088837, 0.4145199812472453]"
2014-03-14 21:00:00,"[1.622017543859648, -1.2610526315789472, -34.24486394557823, -39.8078674351585, -65.65396946564886, nan]","[717.4156140350881, 1404.481052631579, 2945.542210884354, 5499.630547550432, 10232.898396946564, 16175.57]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.817192982456137, 0.571578947368421, -5.675646258503402, -23.540115273775218, -51.70732824427481, -56.90031007751938]","[27.094438309907524, 31.021309521447442, 53.86488528436561, 67.9640412726733, 95.30514454725976, 52.43554880328119]","[0.27059170872688004, -0.527226744321734, 3.0067993562851716, -1.7997811719888526, 4.294063743620924, 2.9483264744529265]"
2014-03-15 00:00:00,"[-1.415263157894739, -3.225497382198953, -28.687905405405406, -39.976974063400576, -65.67657794676806, nan]","[737.058421052632, 1421.9753926701574, 2948.8307432432434, 5504.3787031700285, 10232.79836501901, 16183.477751937984]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.197894736842102, -0.5134031413612583, -6.136689189189189, -22.313602305475502, -51.686615969581744, -55.17937984496124]","[28.109004916668304, 30.710504121966917, 51.38548954506933, 67.63224630162726, 90.32950032388624, 47.918370801701855]","[-7.903313863091882, -7.966292603485942, -3.3064298133447934, -21.914401962213976, -6.3060931501486515, -2.38161826370353]"
2014-03-15 03:00:00,"[-1.9275000000000002, -6.76371727748691, -32.1181418918919, -34.30074498567335, -62.90984848484848, nan]","[754.16421875, 1436.3411518324604, 2961.6249999999995, 5520.735243553008, 10245.103636363636, 16182.095426356589]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.50484375, -0.950052356020939, -5.682972972972972, -22.20813753581662, -53.088787878787876, -55.03751937984496]","[16.01131102742264, 28.099310450024987, 44.57902219563639, 61.31235141795712, 79.56447992343271, 46.026450097090496]","[-13.018565975497388, -9.372870062758397, -18.607362646495694, -19.35011748202657, -9.978233294474643, -4.40400225981801]"
2014-03-15 06:00:00,"[-3.5571093750000005, -9.931308900523563, -24.924747474747473, -31.017363896848135, -62.92117424242424, nan]","[759.53703125, 1438.8690575916235, 2968.9314141414143, 5522.9030085959885, 10242.030568181817, 16166.006279069768]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.3579687499999995, -2.110785340314139, -5.307474747474748, -22.865730659025786, -54.036136363636366, -54.9568992248062]","[14.85841958805297, 25.766901383234277, 42.72990703244759, 62.34948696471911, 71.8504761207759, 42.086906219397775]","[-7.282280586041739, -11.866373127499001, -22.237590529214458, -14.959521008113937, -9.717467691275885, -4.978253423270737]"
2014-03-15 09:00:00,"[-4.632031249999997, -12.62645833333333, -24.04717171717172, -28.596074498567337, -62.92117424242424, nan]","[760.4945312499997, 1439.014375, 2975.054646464647, 5526.096446991404, 10244.411174242425, 16157.24031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.041562500000002, -1.8245833333333323, -5.7175757575757595, -23.29266475644699, -54.209242424242426, -55.41348837209302]","[14.203106474724208, 24.08953368994496, 44.46509323473283, 62.06408349836848, 70.97892713008676, 45.331970577733685]","[-6.542039897716247, -12.942193069031077, -14.358977101025209, -16.568693098997425, -4.472493770074855, -4.179834536945415]"
