,DWPC,HGHT,PRES,TMPC,UWND,VWND
2014-08-13 12:00:00,"[8.122868217054263, 2.840430622009558, -14.005369127516786, -32.2117094017094, -56.59593984962406, nan]","[816.8359689922479, 1528.0068421052636, 3131.3245973154358, 5821.313931623931, 10811.597067669174, 16584.838]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.42217054263566, 10.03138755980861, 5.630268456375842, -7.363418803418802, -46.04270676691729, -61.760000000000005]","[7.4245559141234905, 6.989536091854663, 6.770583257723452, 18.14389066217502, 25.304421270092238, 12.05270426500894]","[-11.381973507933415, -11.078133729946144, -18.566322030810202, -29.219966417241228, -24.817514693070766, -13.714477164669287]"
2014-08-13 15:00:00,"[5.998125000000001, -6.132499999999989, -6.451006711409396, -32.315783475783476, -55.317735849056604, nan]","[814.3149999999999, 1526.531458333333, 3132.6141610738255, 5824.306552706553, 10809.93679245283, 16579.376744186047]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.39625, 11.947291666666668, 4.941342281879195, -7.375669515669516, -46.512830188679246, -61.68403100775193]","[7.312211974864438, -1.2490482657641655, 4.247985702887201, 19.972459552440416, 30.865546061099725, 16.28431473321087]","[-11.082579225281862, -13.534152400781117, -17.057315937587127, -23.84633271353348, -22.503962615163204, -11.380185333444452]"
2014-08-13 18:00:00,"[9.51984375, 5.63, -3.0213087248322164, -31.748005698005702, -55.76018867924528, nan]","[821.40390625, 1536.82, 3142.8729865771816, 5831.765498575499, 10814.68037735849, 16588.156000000003]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.708750000000002, 12.44, 4.33463087248322, -7.699316239316242, -47.26188679245283, -61.199999999999996]","[6.148860643178434, -0.7769023499133346, 5.377805429202782, 19.803936064787052, 36.73210731905208, 14.868415662554836]","[-8.170563931799496, -13.597824191343964, -13.192109021551778, -17.391937670219054, -20.172544350830556, -15.173587304441034]"
2014-08-13 21:00:00,"[12.094375, 9.83328125, -4.96456375838926, -30.300284900284897, -53.87184905660377, nan]","[816.0628125000001, 1535.1350000000002, 3142.936912751678, 5833.766695156695, 10813.799056603773, 16591.068682170542]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.2025, 12.514999999999997, 4.909127516778525, -7.576809116809116, -48.09056603773585, -61.40186046511628]","[7.380278730415675, 5.871252038308157, 11.253717207085522, 22.642835754294495, 35.22867704757028, 14.579544453516469]","[-6.568082746055368, -11.172128842864666, -13.281435125665928, -15.235202651673482, -17.101395714606777, -14.019916686475122]"
2014-08-14 00:00:00,"[12.747499999999999, 9.373281249999996, -2.6958389261744973, -26.270342857142854, -57.276415094339626, nan]","[811.6900000000003, 1531.7732812500003, 3140.4844966442956, 5829.742228571428, 10803.39275471698, 16595.054031007752]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.439999999999998, 13.041562499999996, 4.388657718120804, -7.5817142857142885, -48.41509433962264, -61.11813953488372]","[10.257117868186338, 7.662050296117117, 10.982800112492152, 23.98602935571186, 29.135909115218187, 13.408466418946896]","[-6.801918059498552, -14.417934663401775, -15.726411427343312, -19.901465110787917, -24.569859497229913, -16.096662267068275]"
2014-08-14 03:00:00,"[12.00625, 10.017277486910995, -1.295067114093966, -25.629714285714286, -57.28452830188679, nan]","[817.3906250000001, 1537.5848167539268, 3144.199664429531, 5833.937599999999, 10807.88641509434, 16602.970620155036]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.59625, 12.981884816753926, 4.106107382550333, -8.149999999999999, -48.06188679245283, -61.27472868217054]","[10.318855156442408, 6.444878362232836, 12.553361498577736, 20.00385444221364, 23.91954059858761, 10.190844563071426]","[-9.88290161217782, -14.539031592690039, -14.427110517310574, -21.201886765733242, -42.16353305062506, -18.84513500279683]"
2014-08-14 06:00:00,"[12.13578125, 10.608124999999998, -5.547986577181204, -31.381851851851852, -54.93754716981132, nan]","[817.7042187499998, 1537.7915625000005, 3142.4937919463086, 5826.7844444444445, 10808.97754716981, 16590.047209302324]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[19.337656250000002, 12.866562499999995, 4.1856375838926185, -8.18991452991453, -47.46188679245283, -61.31503875968992]","[7.321841921926771, 4.085117176069525, 10.968301908727792, 21.244436307690084, 27.00943542629299, 9.437006490561828]","[-10.693749618105416, -13.009635243222156, -14.714278563136387, -20.065406126295233, -51.410423668239254, -17.10741447982402]"
2014-08-14 09:00:00,"[12.976666666666667, 10.254375000000001, -9.414026845637586, -33.40211428571428, -54.066931818181814, -77.47945736434109]","[811.2086046511629, 1530.4856249999998, 3135.06744966443, 5817.9586, 10795.363560606062, 16570.673798449614]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.42294573643411, 12.693125000000002, 4.450402684563756, -8.249999999999998, -47.67969696969697, -61.29720930232558]","[4.645702144955194, 6.018677070402345, 11.65402325470639, 26.359012614636956, 33.97567842944797, 13.237591383190404]","[-8.028495374315607, -9.89412147192055, -14.432556660404964, -23.951862850346686, -53.03972136504975, -15.19224455690973]"
2014-08-14 12:00:00,"[13.18171875, 9.626, -5.874697986577187, -31.941599999999998, -59.5488679245283, -77.47800000000001]","[816.0698437500002, 1534.5083333333337, 3136.073825503356, 5813.901142857143, 10794.405283018867, 16567.934]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.693125, 12.63095238095238, 3.780939597315434, -8.493714285714287, -46.35811320754717, -60.36]","[1.87969911368582, 7.390940543799684, 13.073135521892812, 23.319272288995883, 26.288134884153695, 16.7088297394231]","[-6.489746709358379, -11.86226042557215, -16.791071937022952, -25.212669453917112, -57.41576880243589, -15.128337937095745]"
2014-08-14 15:00:00,"[12.6646875, 8.616285714285716, -10.106086956521736, -27.420797720797722, -53.557962264150945, -77.47800000000001]","[821.4095312500001, 1538.9214285714284, 3140.992173913043, 5819.809344729345, 10808.543207547169, 16571.97]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.1228125, 12.605714285714289, 4.526956521739132, -8.977948717948719, -46.0833962264151, -60.82]","[-2.1553094527893473, 5.455877200974285, 12.206774670500298, 22.1975234168455, 31.45496771614854, 17.383331895725938]","[3.170344177334057, -10.318165608671904, -15.830184842370992, -27.975028992366575, -54.326063395712936, -18.464814437276033]"
