,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-11-05 12:00:00,"[12.241015625, 8.750857142857134, -24.819698996655518, -44.01375, -49.673233082706766, nan]","[824.7734375, 1532.9780000000005, 3143.713043478261, 5828.8550000000005, 10834.592105263157, 16512.724]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.27125, 8.462857142857143, 6.887157190635452, -8.797500000000001, -44.98105263157894, -73.72]","[16.839090394678816, 19.375507996047656, 23.888086787690643, 26.727822581097985, 60.833867910380086, 41.7611152690743]","[16.384862855077223, 20.609123632884092, 21.760866642920494, 30.173147443312054, 28.88076159969274, 25.1005463582586]"
2015-11-05 15:00:00,"[12.4959375, 8.5, -18.736711409395973, -16.994957264957264, -51.92320754716981, nan]","[813.53953125, 1521.99, 3134.3231543624165, 5816.145384615385, 10828.844716981132, 16498.512]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.116562499999999, 9.14, 6.963825503355704, -8.59703703703704, -45.033584905660376, -74.0]","[11.288865891007243, 13.01900289102845, 26.32639716024293, 36.824543573644775, 66.12465645942787, 42.59156909839163]","[19.375424987408792, 21.564824685663293, 20.210314634462982, 30.275568705187492, 30.890388425060124, 31.767596662903713]"
2015-11-05 18:00:00,"[12.714296875, 7.4358333333333375, -10.341476510067114, -14.223599999999996, -49.337500000000006, nan]","[802.608359375, 1515.2916666666665, 3132.5790604026843, 5815.078399999999, 10819.4075, 16487.10627906977]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.99078125, 11.981666666666666, 6.656442953020135, -9.327999999999998, -44.685, -73.86]","[9.174380600258432, 16.988848159621043, 25.924003821692498, 42.58442279719956, 77.5007671473098, 50.086579470788095]","[22.000367653450756, 21.515472856461194, 18.90234126720677, 32.38147836015753, 41.64266431892256, 35.631714598458856]"
2015-11-05 21:00:00,"[14.0834375, 11.195445026178009, 4.861283783783784, -16.00962750716332, -48.48784090909091, nan]","[779.9653124999995, 1495.587486910995, 3113.193378378379, 5793.660945558739, 10798.427045454546, 16463.698217054265]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.914218750000003, 12.578743455497383, 6.192702702702701, -10.254842406876788, -44.019090909090906, -73.50031007751937]","[7.775133455529138, 16.00215252265372, 26.617998316684773, 44.34357181053278, 81.70662305673736, 53.925654048954385]","[30.299811294001167, 26.187798445603647, 21.283633199795947, 25.98525671157259, 52.75293569008741, 35.345924161187085]"
2015-11-06 00:00:00,"[14.191874999999998, 10.532631578947369, 4.941616161616161, -13.626361031518625, -47.935568181818184, nan]","[774.3451562500002, 1489.4957894736842, 3103.930303030303, 5777.422521489972, 10783.796818181818, 16448.856434108526]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.536874999999998, 12.30842105263158, 5.703636363636363, -10.080057306590259, -44.08386363636363, -71.19720930232558]","[13.035191035602027, 21.2009545906905, 23.127495390149658, 47.93384510920259, 81.56734658509407, 51.19585976886139]","[33.82707358011423, 33.3924406835378, 16.09447473364938, 30.64227473993053, 56.24161250637417, 37.655428491117405]"
2015-11-06 03:00:00,"[15.29, 12.90738219895288, 2.260878378378375, -14.453544668587895, -50.17205323193917, nan]","[756.1615789473688, 1472.6671727748694, 3086.5498986486487, 5754.288472622478, 10764.104182509505, 16437.541007751937]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.434736842105261, 13.052565445026177, 5.060608108108108, -10.005533141210375, -46.40334600760456, -69.47317829457364]","[12.147163200708912, 27.898410319560174, 24.973899971479078, 63.13310003610438, 72.13451290871174, 51.111605306763494]","[38.80036124961405, 38.36022809289447, 23.563839760079592, 36.192056221334255, 69.25137363470942, 39.248657220766844]"
2015-11-06 06:00:00,"[16.083859649122807, 12.704105263157892, 1.4225423728813538, -12.649971098265894, -48.85854961832061, nan]","[737.0172807017541, 1454.8376842105267, 3064.9202372881364, 5729.3782658959535, 10736.44, 16410.08937984496]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.45578947368421, 12.950526315789471, 4.306779661016947, -10.712312138728322, -44.94625954198473, -68.30728682170542]","[26.731684126702003, 39.584625161351205, 37.63012711687091, 64.6983806810169, 74.12338574024749, 50.4671097824089]","[37.467944748845255, 39.0105040789961, 37.34989763100205, 28.506737054870126, 84.6272271811582, 38.72987430400095]"
2015-11-06 09:00:00,"[12.686842105263159, 2.246684210526312, 2.0227457627118643, nan, -48.88155893536121, nan]","[741.7446491228068, 1454.2940000000003, 3053.9174915254234, 5709.095331412104, 10696.321178707225, 16378.331627906977]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.657543859649124, 12.394210526315788, 2.5518644067796625, -10.227435158501441, -45.05125475285171, -66.26697674418604]","[34.64049150303789, 46.464440345548105, 44.29591800169467, 72.54315203290395, 85.02934544288856, 47.27360534056123]","[-8.5804786141511, -1.8581248540772881, 33.3688509202505, 60.78952400138723, 95.4428787511288, 33.613029094601806]"
2015-11-06 12:00:00,"[1.9452755905511725, -7.636020942408377, -28.30892255892255, -44.18148997134671, -59.17530303030303, nan]","[765.2518110236224, 1467.0790052356022, 3052.6544444444444, 5711.876504297995, 10661.679545454546, 16358.546976744186]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.828976377952762, 10.134240837696334, 0.6376430976430998, -10.631633237822351, -45.79787878787879, -65.21658914728683]","[23.21675829326168, 40.99208172655292, 37.318568869217124, 73.47925159910923, 107.84268433843488, 52.63287764546884]","[-18.8414848592116, -2.830462880074873, 4.381345285044281, 14.803511787646222, 77.76082383915121, 28.982295328610768]"
2015-11-06 15:00:00,"[-1.2492968750000004, -12.552708333333333, -30.683959731543617, -38.26384615384615, -63.47867924528302, nan]","[789.9775000000001, 1486.339791666667, 3068.411409395973, 5723.111196581196, 10642.110943396227, 16355.348062015504]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.90015625, 8.052499999999998, 0.7547651006711436, -11.849743589743587, -46.45433962264151, -64.80186046511628]","[18.650960014092835, 26.572359875835286, 31.343190996963433, 68.98569318678919, 115.46677050278609, 55.45932994589957]","[-13.295352572435466, -9.177273390234106, 5.268416711332113, 25.565740129610397, 64.88395488790862, 28.12593518089547]"
