,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-05-12 12:00:00,"[1.5292248062015519, -4.194285714285714, -40.90555183946487, -43.27643874643875, -62.9506015037594, nan]","[803.5169767441857, 1485.9704761904763, 3056.785785953177, 5697.4949572649575, 10588.037293233083, 16381.104]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.14542635658915, 1.1923809523809523, 1.431304347826088, -13.471111111111115, -49.469774436090226, -61.04]","[26.456676943177126, 34.05353993838122, 53.444893893264464, 72.67502463477511, 101.28786325141917, 36.87886137243968]","[-3.643880886837705, -7.224401487233981, 0.6458398851499706, 4.03601382023445, 15.226861608461496, 12.192233096212403]"
2015-05-12 15:00:00,"[1.2273643410852704, -5.36228571428572, -28.631199999999993, -44.99664772727273, -62.951842105263154, nan]","[815.5444961240314, 1498.1443809523814, 3074.4515999999994, 5720.402017045454, 10608.602105263159, 16375.226]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.289612403100772, 2.5600000000000045, 2.288000000000002, -13.783579545454547, -49.554736842105264, -61.32]","[26.157407464535314, 36.03943981345783, 49.021421620908356, 66.76450100598292, 99.51632881759718, 37.62828655351957]","[-6.128444246402081, -13.181498071562629, -13.95708946826446, -8.047249764311648, 4.151739229085068, 15.73562350357362]"
2015-05-12 18:00:00,"[2.177054263565892, -1.2764454976303172, -33.33226666666667, -38.64535410764872, -60.87563909774436, nan]","[826.3827131782946, 1514.071658767772, 3099.013333333334, 5743.076402266289, 10637.58947368421, 16384.748]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.983410852713179, 1.5504265402843531, 3.6853333333333307, -14.261699716713883, -49.93443609022557, -61.98]","[24.708595682506274, 28.935126096006574, 43.45595826801417, 59.22981222173811, 92.61899363762213, 42.48870793436561]","[-10.721390067011418, -15.150453441925137, -24.842627287515086, -10.676142877533199, 5.521975731793399, 14.749585555810603]"
2015-05-12 21:00:00,"[2.9902325581395353, -0.5582464454976446, -27.123166666666666, -35.16005665722379, -59.55872180451128, nan]","[835.1623255813953, 1527.6224644549766, 3111.8503333333333, 5751.841586402266, 10647.372255639099, 16385.666]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.977209302325582, 2.8703317535545025, 3.5716666666666668, -14.412974504249291, -49.81112781954887, -62.3]","[18.699059492462567, 21.38264975003455, 36.085165601877314, 51.34604488313567, 89.49692928908591, 46.40087858033269]","[-13.647334117370429, -16.738737212305946, -27.011691422657492, -14.658698354478627, 13.039158373170293, 7.120224924342182]"
2015-05-13 00:00:00,"[2.899302325581396, -3.193696682464468, -17.719714285714286, -34.429943502824855, -59.21796992481203, nan]","[848.5405426356588, 1540.2437440758295, 3122.305428571429, 5759.451327683616, 10655.947368421052, 16390.99]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[8.612868217054265, 3.0632227488151678, 2.6999999999999984, -14.365084745762713, -49.441954887218046, -62.46]","[12.334919261409306, 17.440796228290683, 29.599440744565893, 45.008139511355, 88.0671820703093, 45.9651325480788]","[-14.567117729282792, -18.944286960685904, -28.907465818126756, -20.71264326488542, 22.948544996255173, 0.282393055061841]"
2015-05-13 03:00:00,"[1.0720930232558157, -14.38320754716981, -14.76141955835962, -38.21188732394366, -63.4776404494382, nan]","[862.2527906976741, 1553.6398113207547, 3137.947318611987, 5771.780281690141, 10662.37883895131, 16391.71]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[7.342325581395352, 5.64377358490566, 2.213817034700315, -14.641126760563377, -49.68883895131086, -62.06]","[8.606337472005258, 10.810271561801828, 24.918543296370316, 40.256737025152475, 76.68656764576279, 42.00557274956755]","[-17.03627773140419, -26.588070696118596, -26.01275477595363, -20.439113888152477, 11.498451972130947, -4.108320092299139]"
2015-05-13 06:00:00,"[-0.48876923076922824, -17.40834905660377, -14.422523659305996, -42.56802259887005, -61.286217228464416, nan]","[868.0458461538457, 1561.1607075471695, 3148.2744794952687, 5780.005819209039, 10663.762958801497, 16383.934]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[6.353846153846157, 8.015471698113206, 2.144100946372237, -14.101807909604517, -50.68696629213483, -62.26]","[4.438336553735956, 9.332110230807961, 25.00806528842389, 37.574465352587154, 63.16767095376498, 38.69749483054249]","[-16.695829220072607, -22.81730848982592, -21.07082133334611, -18.81908832302802, -4.656429202874172, -4.374817692217241]"
2015-05-13 09:00:00,"[-0.902413793103453, -14.518490566037734, -6.115078864353307, -39.66980281690141, -56.627977528089886, nan]","[872.4951724137935, 1567.163537735849, 3154.2812618296525, 5788.251492957746, 10659.003146067416, 16374.496]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.420689655172413, 8.84, 1.6526182965299707, -14.32450704225352, -51.44988764044944, -61.94]","[0.303777820970702, 9.37466467638458, 27.045328158406804, 36.42631982034986, 59.97783546559944, 37.95995908354246]","[-13.682559238538115, -22.103638760096388, -20.59753645935138, -19.10962705740179, -7.504558766139065, -5.73006163804391]"
2015-05-13 12:00:00,"[-2.945862068965514, -12.134741784037557, -10.35066037735849, -32.254044943820226, -60.623970037453184, nan]","[885.3988275862067, 1581.9589671361505, 3167.441037735849, 5796.812921348314, 10664.287640449438, 16380.181999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.872413793103448, 9.166760563380281, 1.6994339622641506, -15.294269662921346, -50.03303370786517, -61.4]","[-3.199167429691579, 8.446768454138176, 23.86802380153704, 31.20787962809447, 79.5791068958813, 36.43404006311298]","[-15.55546797751096, -21.32858707709415, -24.226840233508995, -18.519040936939334, -27.779004615746985, -7.339773884764987]"
2015-05-13 15:00:00,"[-2.500275862068979, -9.315399061032867, -10.702006269592477, -29.115365168539324, -58.39929104477612, nan]","[894.8420689655175, 1595.8402816901405, 3181.643040752351, 5812.955196629213, 10691.609962686567, 16389.468]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[5.49517241379311, 9.659718309859155, 1.7892163009404387, -15.0288202247191, -50.21074626865671, -61.7]","[-9.9524021060659, 2.252273349004266, 14.50931121413433, 30.849616734028185, 80.72784646215393, 30.152991171196096]","[-10.616987910897807, -18.039425921111743, -20.793227204461683, -14.585415216055857, -36.474326972320355, -6.415816972901464]"
