,DWPC,HGHT,PRES,TMPC,UWND,VWND
2014-07-03 12:00:00,"[12.227906976744185, 8.331476190476193, -2.1468561872909713, -51.940369318181816, -58.90316981132075, nan]","[822.0027131782949, 1527.4522857142854, 3114.967224080268, 5773.7342613636365, 10700.69203773585, 16559.327999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.403565891472867, 7.621428571428572, 1.916254180602006, -11.308011363636362, -47.913962264150946, -58.8]","[8.362226127614147, 7.149234293610367, 9.567951513249023, 25.493526917758693, 40.15604670293381, 15.651083810810272]","[-16.703325828131465, -14.492020520466856, -21.33477303940298, -21.727944933672493, -24.231792867617646, -8.914915565892512]"
2014-07-03 15:00:00,"[12.01139534883721, 7.15616113744076, -27.509, -37.20440340909091, -65.76473684210526, nan]","[828.71496124031, 1533.6815165876774, 3123.6865, 5784.425085227273, 10726.755789473684, 16560.128]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.17643410852713, 7.90398104265403, 3.105, -10.698920454545453, -46.23105263157895, -58.36]","[5.254121506477114, 6.601612840559824, 11.338967844080798, 29.421021865446715, 55.75825840154497, 13.854974226017175]","[-11.480141133992952, -14.348902448677636, -19.26935318662517, -14.652591525672726, -12.517505797790964, -4.2766446189039184]"
2014-07-03 18:00:00,"[10.654806201550388, 6.724739336492891, -28.81438127090301, -29.05397727272727, -62.96045283018868, -77.47800000000001]","[841.1144961240309, 1549.8141232227488, 3140.475719063545, 5800.048522727272, 10745.189283018868, 16574.396]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.908992248062015, 8.909668246445497, 3.59685618729097, -10.903749999999999, -46.42415094339623, -58.620000000000005]","[4.856011087445784, 5.961917341447251, 13.351673009942727, 33.54093081417912, 58.50175368428103, 17.1405713398202]","[-9.822748458465252, -11.728441040950212, -15.46528774793489, -14.143125761279348, -3.772227906251849, -3.607086101624734]"
2014-07-03 21:00:00,"[9.592093023255813, 7.121428571428572, -23.45130434782609, -37.024772727272726, -62.951842105263154, -77.47800000000001]","[839.6413953488371, 1551.1833333333334, 3144.463043478261, 5803.64340909091, 10748.920263157896, 16583.66]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.351627906976745, 9.668571428571429, 3.9182608695652146, -11.596363636363638, -46.141578947368416, -59.04]","[5.544709904707977, 6.234636629493634, 13.356017345690084, 36.672276580684056, 63.1058644332064, 20.056495511033802]","[-10.984302857765664, -11.637532767299417, -13.356017345690082, -16.274764220446762, -2.3816140088938673, -3.4319224664728423]"
2014-07-04 00:00:00,"[8.632868217054265, 4.126000000000003, -21.898227424749162, -51.07630681818182, -63.47750943396226, -77.47800000000001]","[843.1234108527129, 1553.9542857142856, 3149.473578595318, 5811.019431818182, 10765.222150943397, 16592.334]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.160930232558144, 9.668571428571429, 4.593511705685619, -11.549772727272726, -45.33698113207547, -59.32]","[4.85807452233717, 4.272505092691104, 10.832405251108018, 34.10909914454566, 61.13483396872874, 22.409034008361875]","[-11.936049832455726, -10.588196245968085, -15.0841381625683, -23.089896701212943, -9.958671910259124, -2.7570416776104647]"
2014-07-04 03:00:00,"[7.659922480620155, -0.3953080568720493, -22.91, -50.971359773371105, -63.48112781954887, -77.47800000000001]","[853.6279844961238, 1563.1132701421805, 3160.48, 5824.094532577904, 10780.584586466166, 16599.932]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.489612403100777, 9.782180094786728, 4.44, -11.051784702549575, -46.34458646616542, -59.16]","[-0.1935596960341443, 1.8297570778030905, 9.320101596086642, 30.23412100640484, 54.67305354654072, 22.151176423826918]","[-11.711966552972552, -8.301256041542935, -12.234382135548294, -26.829264708108795, -11.612755404737559, -7.296647657691478]"
2014-07-04 06:00:00,"[9.455503875968992, -2.2423222748815075, -24.80698412698412, -47.26028328611898, -62.976891385767786, -77.47800000000001]","[856.7368992248062, 1564.9320853080567, 3161.80346031746, 5824.411246458923, 10778.568164794007, 16600.444]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.611317829457365, 9.638104265402845, 4.220952380952382, -10.988045325779037, -47.33191011235955, -60.12]","[-4.373976143002804, 0.807093533988558, 11.105363857195286, 33.0214342975109, 54.205012176372286, 18.792096856898247]","[-6.899606266643123, -6.862083190624174, -9.554368236255035, -25.878905764063656, -19.508401247270513, -2.4873744633559176]"
2014-07-04 09:00:00,"[9.279076923076927, -4.669526066350717, -29.960952380952385, -45.72059490084986, -62.97781954887218, nan]","[857.9153846153841, 1565.3093838862562, 3161.232761904762, 5826.523512747875, 10782.463834586466, 16586.85]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.061538461538465, 9.630995260663507, 4.81142857142857, -10.682379603399433, -48.32240601503759, -61.64]","[-2.7677633464626057, -0.9844795111595757, 14.209707416827223, 28.497863773836798, 40.863018649734556, 20.133072556109823]","[-4.469490332591184, -7.49247055980362, -11.306730001539437, -30.76192457210874, -33.27441544783939, -6.320901316301142]"
2014-07-04 12:00:00,"[8.231395348837207, -0.5422748815165939, -40.09705696202532, -43.33810198300284, -57.17432330827067, nan]","[868.1794573643413, 1574.9813744075834, 3168.5158860759493, 5841.3522946175635, 10798.244135338346, 16587.834]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.757829457364341, 9.069857819905211, 5.459303797468355, -9.818923512747874, -49.14007518796992, -61.14]","[-3.6634308390303967, -5.492608568209087, 14.019954369228802, 18.988087170828482, 24.118348860552135, 16.863406240359733]","[-5.829771488468999, -8.622329468578734, -14.078617733626448, -31.231934585772525, -35.88105624638122, -12.538489780376127]"
2014-07-04 15:00:00,"[9.041395348837211, 3.0885377358490578, -33.56378548895899, -37.017853107344635, -58.298089887640444, nan]","[879.3387596899223, 1586.6525471698112, 3179.6663406940065, 5858.71604519774, 10815.152247191012, 16598.378]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.72527131782946, 9.002735849056604, 5.747255520504731, -9.750960451977402, -49.14464419475655, -60.32]","[-3.067789528248898, -6.303395978991112, 9.971849969927773, 16.098085613832332, 31.120711432656744, 11.6149366691996]","[-4.6198485049702755, -9.285653000291829, -15.630649471377435, -23.437759573234768, -24.36757593919942, -6.876717979565727]"
