,DWPC,HGHT,PRES,TMPC,UWND,VWND
2011-09-24 12:00:00,"[5.7710937499999995, 0.8736649214659665, -8.932483221476515, -42.43291428571429, -67.72935849056604, nan]","[780.3259375, 1475.1315183246077, 3020.057617449665, 5574.577542857143, 10388.306037735849, 16463.233953488372]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.1978125, 3.9719371727748665, -7.870402684563762, -23.81085714285714, -39.957735849056604, -54.81503875968992]","[2.514941069009274, 2.731768576491158, 12.95497800429072, 13.042908770451909, 20.29719087468391, 4.971283272486258]","[-2.7017114003348968, 6.062940220071292, 8.876210452914044, 4.502626179804008, 2.4049335069090723, 3.415133582252473]"
2011-09-24 15:00:00,"[4.071796875000003, 0.7856544502617799, -9.970269360269356, -43.916590257879655, -67.75666666666667, nan]","[770.9852343749997, 1466.5651832460735, 3016.2601010101007, 5574.7525787965615, 10393.533333333333, 16465.64953488372]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.458750000000002, 4.359895287958115, -6.257306397306395, -23.496103151862467, -39.67666666666667, -53.895658914728685]","[-0.6754993218004846, 4.574115528664874, 9.225054308700706, 15.126907928363584, 23.185308177707633, 3.801845572924025]","[0.590225151720627, 10.089070489529833, 9.235381919699035, 6.354609927291828, 7.543193341568707, 3.298902214894683]"
2011-09-24 18:00:00,"[4.848906250000001, 2.5377486910994755, -7.404391891891892, -36.99028653295129, -66.48424242424242, nan]","[771.9927343749998, 1469.469371727749, 3022.8029729729733, 5590.2938968481385, 10409.282878787879, 16473.912480620154]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.86265625, 4.507015706806281, -5.867432432432435, -22.10813753581662, -39.35090909090909, -54.534418604651165]","[3.4901890003151035, 4.212313601305794, 2.922279973081248, 25.419184086255918, 23.64371776382813, 1.6360594474574457]","[1.7715716175152794, 5.027415181690033, 8.846025341712414, 14.559037650243587, 18.628257410380968, 7.929727353362361]"
2011-09-24 21:00:00,"[5.048695652173913, 3.0954973821989524, -7.537668918918919, -34.84277936962751, -66.48397727272727, nan]","[762.4468695652175, 1461.9907329842931, 3018.7908108108113, 5592.654326647565, 10411.42, 16466.216279069766]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.67478260869565, 5.140523560209424, -5.364054054054057, -22.09008595988539, -40.16, -54.99565891472868]","[1.170174841767352, 1.131360202539211, 2.785262655960405, 23.319998118405888, 25.32159589652578, 7.132957202995304]","[0.5758128473366062, 3.611273367101126, 16.48963451875956, 17.637124381633345, 24.69521575635752, 9.586124329871472]"
2011-09-25 00:00:00,"[5.744473684210527, 2.763612565445027, -12.46540540540541, -25.178706896551727, -66.4832319391635, nan]","[759.6904385964913, 1458.8967015706805, 3017.304594594595, 5590.07448275862, 10416.895703422053, 16472.543333333335]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.283859649122807, 5.377172774869111, -4.370810810810812, -21.98586206896552, -40.3812927756654, -54.3568992248062]","[-0.9631407580107183, -0.6722022483762672, 4.730731488268274, 19.65910609261869, 27.436279540259896, 7.338579310029194]","[-0.7920938296390717, 4.240030457306391, 21.17252026117156, 16.716985837240635, 31.28432698742204, 5.382319466407458]"
2011-09-25 03:00:00,"[6.082894736842103, 2.5199999999999987, -19.30515151515152, -27.703218390804597, -66.48397727272727, nan]","[759.8736842105268, 1459.0986315789476, 3019.0821212121214, 5596.076551724138, 10421.72090909091, 16470.286744186047]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.963684210526312, 5.717894736842104, -3.5418181818181833, -21.056551724137933, -41.10772727272727, -54.37472868217054]","[-2.1516820552108182, 0.1426146019033733, 8.593498110551323, 15.887049118799165, 27.940991585631085, 1.24573827815076]","[-0.4036174696610655, 6.232473787145594, 26.237319953833996, 23.570446732561937, 37.681875210635354, 5.786019111540835]"
2011-09-25 06:00:00,"[6.69817391304348, 2.3146315789473704, -18.120270270270275, -26.299655172413793, -67.77927756653993, nan]","[757.1219999999998, 1455.8271578947367, 3017.083513513514, 5597.729482758621, 10418.0208365019, 16466.333100775195]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.681739130434785, 5.378947368421055, -3.1708108108108126, -20.747068965517244, -41.55505703422053, -55.01193798449613]","[-1.1649268401630661, 2.2189485906864936, 11.122423574138447, 14.880494036605116, 27.4953414237944, -2.4306101757553082]","[5.416849062608869, 8.820218224232411, 25.500179053260258, 29.03205598359179, 37.75560568631074, 9.945672289428812]"
2011-09-25 09:00:00,"[6.172982456140351, -2.353684210526316, -23.67837837837837, -26.964454022988505, nan, nan]","[751.3215789473684, 1448.9673684210525, 3010.4384797297294, 5592.068304597701, 10418.189469696968, 16446.0692248062]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[10.30140350877193, 5.3031578947368425, -2.943108108108106, -20.505114942528735, -43.71909090909091, -55.59565891472868]","[2.7389934432714704, 3.9529188544916027, 11.940148019174988, 19.871818763513104, 32.67067349036892, 2.5223600328633653]","[4.976975045091559, 9.708758795528366, 20.46071753214796, 31.1774951416573, 45.722879925656876, 15.661043641349188]"
2011-09-25 12:00:00,"[5.398245614035087, -6.000523560209425, -14.097736486486493, -27.214613180515762, -68.73636363636363, nan]","[755.852456140351, 1453.0095811518324, 3014.7604729729733, 5598.183839541547, 10425.160227272727, 16446.877596899227]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.761052631578947, 5.652041884816754, -3.4407432432432445, -19.72733524355301, -45.17818181818182, -54.11968992248062]","[3.5029296110500336, 5.397951530436033, 10.460630811915236, 34.37452303229319, 26.282804709418553, 7.6913955181484965]","[5.7820262990402265, 13.237648588050652, 29.402920909536736, 37.28766510413447, 44.422489729507966, 10.700165328916778]"
2011-09-25 15:00:00,"[4.855565217391305, -3.780209424083765, -8.615353535353535, -29.52896551724138, -66.48397727272727, nan]","[758.4074782608693, 1454.3867015706803, 3014.5986868686864, 5595.977068965518, 10423.652613636363, 16455.03441860465]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[9.344347826086958, 5.059895287958117, -3.4751515151515147, -19.94390804597701, -43.51681818181818, -54.09720930232558]","[0.7719715672911011, 3.90309199745662, 0.1279778636426367, 30.338507604292854, 13.844568954380259, -1.5979699841364752]","[6.193466340691839, 9.70033177582308, 28.056745159837867, 50.5396277970771, 45.57434131285014, 8.593386280470911]"
2011-09-25 18:00:00,"[4.820877192982457, 0.59005263157895, -9.858783783783787, -37.70094827586207, -67.79098484848485, nan]","[754.4838596491226, 1452.9400526315787, 3015.7410810810816, 5588.065143678161, 10418.82446969697, 16454.48589147287]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.136491228070177, 5.381578947368422, -3.623513513513515, -21.22551724137931, -41.64787878787879, -54.51348837209302]","[-0.40828653762186357, 3.0426645741244975, 2.41519823478583, 19.641551516940332, 18.446521909289743, 1.7989375058298473]","[5.227676947365443, 8.608752831847285, 24.989504583473582, 41.305115769543384, 46.69211660943086, 10.889540938176854]"
2011-09-25 21:00:00,"[7.010614035087721, 4.4068421052631574, -5.175016949152539, -31.928357348703173, -67.81114068441065, nan]","[738.3213157894735, 1439.4947894736845, 3005.5984067796608, 5582.553458213257, 10407.658326996198, 16448.627364341086]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.084736842105265, 6.012105263157893, -3.7911864406779636, -21.24933717579251, -41.33300380228137, -54.83286821705426]","[-2.2412602564287543, -0.4055633846580728, 3.9369888145100402, 25.044706891767927, 27.32455450191851, 5.018450389196814]","[5.55054307198932, 5.426286152890102, 23.10401418586686, 33.90125764974393, 49.121220981021594, 8.556420279563572]"
2011-09-26 00:00:00,"[7.748508771929825, 4.282380952380952, -24.484931972789113, -29.94985590778098, -66.48467680608366, nan]","[731.2136842105261, 1433.5010052910054, 3003.485238095238, 5590.269827089337, 10425.070684410646, 16450.845426356587]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[11.667192982456141, 7.109841269841269, -2.0889115646258505, -20.28564841498559, -42.08623574144487, -55.11503875968992]","[-3.699227330127328, -0.5756143395333242, 4.493918481611094, 20.66185965399889, 26.042654609692057, 4.7948675627442245]","[-1.3852473245561097, 1.1003927271985634, 17.006468660898424, 33.44804194024036, 47.08530741297226, 8.192551805645982]"
