,DWPC,HGHT,PRES,TMPC,UWND,VWND
2018-01-07 12:00:00,"[-12.012558139534896, -5.814339622641509, -11.713880126182964, -26.062062146892654, -62.60258426966292, nan]","[818.0213178294571, 1493.6803773584904, 3022.0269716088333, 5568.488333333334, 10285.129737827716, 16087.518]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.9313178294573676, -0.7147169811320749, -8.040441640378551, -23.519604519774013, -57.76449438202248, -57.26]","[26.37850718008177, 30.22751292334253, 40.566959633140996, 39.21977181533011, 70.01353565907938, 30.280809928881627]","[35.579999936236696, 14.762170366592931, 1.9634582674282264, -15.037535675226508, -18.029994921632387, -17.59980471627296]"
2018-01-07 15:00:00,"[-8.683178294573649, -4.2131132075471704, -9.095063291139242, -26.069036827195465, -62.97781954887218, nan]","[809.2264341085269, 1489.8900000000003, 3024.338734177216, 5575.2977620396605, 10293.912932330826, 16096.568]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.46465116279070234, 0.5739622641509413, -6.797658227848103, -23.406175637393765, -58.635187969924814, -57.0]","[26.931289156357785, 27.37337100105677, 32.66123599012518, 37.58535561828423, 72.86872954650399, 28.78681566063703]","[35.46750844627799, 15.264260345532428, 3.2620835264959824, -7.81501226614255, -15.894964458061906, -14.36512541262703]"
2018-01-07 18:00:00,"[-4.8886046511627885, -5.227677725118483, -7.711103678929767, -25.299602272727274, -62.551018867924526, nan]","[794.1144186046513, 1478.060047393365, 3017.892943143813, 5577.365625, 10304.128452830188, 16104.688]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[1.4609302325581417, 1.9798104265402836, -6.320869565217393, -22.739545454545457, -58.78377358490566, -57.019999999999996]","[29.904083073293176, 23.911031114651763, 26.95398572222031, 29.531929155078927, 73.61973498937841, 29.568558702220507]","[35.18026351087084, 22.866874035708243, 15.531361648221772, 8.820961304019182, -7.715980545160366, -11.004673383310381]"
2018-01-07 21:00:00,"[-5.819687499999997, -4.2264285714285705, -6.625637583892619, -23.874529914529912, -62.50735849056604, nan]","[774.4796093750001, 1459.1006190476194, 3003.3320134228193, 5563.765641025641, 10309.523018867925, 16103.22]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.07093749999999277, 2.63190476190476, -6.190872483221479, -21.42239316239316, -58.990188679245286, -57.519999999999996]","[22.72233558305957, 23.313013438584683, 29.054272880812825, 28.261740198623457, 70.2396098545892, 31.117351851173268]","[36.62852624186605, 24.28039277504235, 15.209623252083636, 16.730453005718143, 7.975379973617707, -11.997204414791124]"
2018-01-08 00:00:00,"[-5.18578125, -1.72, -6.291906354515051, -24.139743589743592, -62.50735849056604, nan]","[772.3125, 1450.97, 2994.7045150501676, 5559.362222222223, 10308.245849056604, 16111.032000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-3.0131250000000005, 1.04, -5.604816053511707, -21.68535612535613, -58.38264150943397, -57.4]","[19.443688991094316, 30.112684589785893, 25.576524457895246, 31.02009214051037, 61.33249859985248, 30.271809819625602]","[34.83610172533083, 24.673287717612165, 14.812014207086266, 8.989242365072986, 12.056241377565863, -15.501536383353068]"
2018-01-08 03:00:00,"[-2.923437500000002, -0.8531249999999994, -6.07040268456376, -24.085657142857148, -60.84739622641509, nan]","[763.2312499999997, 1438.3843749999996, 2978.842147651007, 5550.787314285714, 10308.67841509434, 16125.2603875969]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-2.6537500000000023, -0.6412499999999993, -5.694228187919465, -21.627428571428574, -57.31320754716981, -57.53751937984496]","[19.72133420887123, 36.56331313999943, 29.92714548112687, 37.94355914324516, 60.9721033016724, 27.847675370642637]","[29.41987691746271, 19.980003035256143, 27.3157343244837, 19.49536579751646, 13.556081841179267, -14.7908785915311]"
2018-01-08 06:00:00,"[-1.3845312499999989, -1.7894764397905745, -5.86926174496644, -24.2172, -64.7375, nan]","[760.2808593750002, 1435.8226701570677, 2977.4785234899323, 5550.562, 10305.3425, 16134.838837209303]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-1.2545312499999988, -1.5976963350785323, -5.520402684563756, -19.831999999999997, -54.760000000000005, -58.79720930232558]","[27.92912706862139, 29.85849637422709, 31.504206294600127, 36.704485105355, 47.438002931770605, 28.52136696627893]","[19.575090370099044, 8.254877881229573, 5.59389902285379, 2.5534955239383645, -1.6731509481584936, -16.901622922271166]"
2018-01-08 09:00:00,"[-0.007578125000000074, -0.427447916666667, -7.433164983164986, -35.66905714285715, -62.11245283018868, nan]","[760.7836718750001, 1438.6640104166668, 2980.6777777777784, 5558.893, 10310.755698113207, 16134.08496124031]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.12046874999999993, -0.03031250000000025, -5.12835016835017, -18.87142857142857, -55.030188679245285, -59.49720930232558]","[29.16644766450466, 29.061136273932398, 31.47956860975432, 35.68790342602326, 46.80625889103237, 29.070444093373865]","[7.079221851680607, 9.359892362117774, -2.188086289756621, -14.287335754184417, -11.457241514825276, -18.878902645406612]"
2018-01-08 12:00:00,"[-0.42069767441860556, -0.27984375000000045, -9.743557046979864, -39.703390313390315, -65.18064150943397, nan]","[771.0982945736437, 1448.0056250000002, 2990.9720805369125, 5569.688746438746, 10315.817396226415, 16145.38108527132]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-0.16077519379845062, 0.5540624999999997, -5.660335570469798, -19.70131054131054, -53.63622641509434, -60.21658914728682]","[22.972677404352794, 28.124974684444418, 31.39680569444609, 37.123653418663274, 45.313858282117266, 30.17165708967951]","[-1.9405886757629316, 0.03773591605983287, -7.363627491540924, -15.892080683658419, -21.68977721641789, -17.436654598692225]"
2018-01-08 15:00:00,"[-0.7406976744186042, -14.282666666666671, -26.402374581939807, -28.963703703703704, -65.74950943396226, nan]","[784.2386046511626, 1464.2740000000003, 3006.503678929766, 5585.177777777777, 10332.504150943396, 16166.91]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.09813953488372104, 1.4166666666666652, -4.6519732441471575, -20.335783475783472, -52.518490566037734, -60.2]","[15.774885957199164, 13.643406836384688, 28.77482329951751, 45.962769011037224, 47.93855187001358, 30.3870407988409]","[-3.3335193234096594, -11.669602721372712, -15.730273440456772, -11.588088607408892, -34.78599996691516, -15.045936843200518]"
