,DWPC,HGHT,PRES,TMPC,UWND,VWND
2019-09-04 12:00:00,"[8.31046875, 1.8051428571428465, -24.409799331103674, -25.370769230769227, -57.80007547169811, nan]","[817.62421875, 1537.3719999999994, 3174.4962541806017, 5884.313418803419, 10862.007396226416, 16648.286]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.386875, 18.02714285714286, 10.575451505016725, -7.799316239316237, -46.82490566037736, -65.36]","[6.954197738622094, 32.133808308091545, 37.873190699088845, 25.820015976019338, 21.339399278989532, 22.043531162897082]","[-16.072547715348158, -14.563888342034021, -13.360618441509004, -14.735799039004466, -20.12693890153375, -11.801811296169141]"
2019-09-04 15:00:00,"[8.596718750000003, -4.29300000000001, -13.739163879598662, -24.654358974358974, -60.21443609022556, nan]","[823.1284374999998, 1536.801142857143, 3172.011036789297, 5883.878176638177, 10862.264736842106, 16651.97]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.049375000000001, 15.402857142857144, 10.866421404682276, -7.658575498575502, -46.55323308270676, -64.72]","[4.3186202094584925, 20.19328870541456, 30.40128643309784, 26.878953128581102, 23.066131830888175, 20.90226680488744]","[-11.57597799147497, -16.107207437773017, -12.904245379088614, -11.561047015562297, -8.29816431210764, -7.810879490640019]"
2019-09-04 18:00:00,"[10.769612403100776, -2.906000000000013, -8.558361204013378, -25.977293447293448, -61.22451127819549, nan]","[827.9531007751934, 1540.0043333333335, 3175.563311036789, 5891.306467236468, 10873.011052631578, 16665.074]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.245426356589151, 15.292380952380954, 10.8523745819398, -6.896182336182339, -46.37353383458647, -65.16]","[2.7187840668828174, 6.5271246411510395, 25.556045702327783, 27.880549153051035, 28.77208362988384, 20.75147921585411]","[-6.8834570896357885, -12.406974263206106, -8.655681524944473, -12.048337528666616, -21.89179410077761, -1.4489010849518975]"
2019-09-04 21:00:00,"[11.925581395348837, 5.1485714285714455, -20.690536912751675, -29.604643874643877, -56.61969811320755, nan]","[824.4576744186049, 1538.1310476190472, 3171.0505033557047, 5888.448034188034, 10872.811698113208, 16667.728]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.805116279069765, 12.106666666666662, 11.249060402684565, -6.751168091168092, -46.34905660377358, -66.16]","[2.9132522612588105, 4.71712214392995, 23.720468579721665, 23.814622070296448, 37.66136056601996, 22.866986049784295]","[-9.205119859329832, -9.339278944614662, -7.289507453898298, -7.5516801437247505, -25.376247177913655, -4.624916107235956]"
2019-09-05 00:00:00,"[12.462093023255814, 6.582938388625591, -32.304697986577175, -31.570767045454545, -58.95864150943396, nan]","[828.4886046511629, 1540.7200947867298, 3169.634194630872, 5884.333579545454, 10872.996981132075, 16676.03]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[15.953953488372093, 11.172701421800946, 11.71046979865772, -7.599772727272728, -45.33547169811321, -66.92]","[1.3251810733313725, 4.367413868678417, 18.58614669255936, 15.1605303378847, 38.987831932160816, 24.277456171507797]","[-10.630043014245121, -6.5919128821308055, -10.382504017142182, -6.378561931352096, -17.80357767524297, -8.115585366473448]"
2019-09-05 03:00:00,"[10.9896875, 3.414761904761905, -27.119466666666675, -29.34431818181818, -62.951842105263154, nan]","[834.4249999999998, 1545.8085714285712, 3175.4548000000004, 5887.623636363636, 10880.750526315791, 16685.092]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.915000000000001, 12.311428571428571, 11.796, -8.305454545454547, -43.17842105263158, -66.72]","[2.7938468860009853, 3.379230101509837, 12.976698468965632, 7.496265699469723, 30.20301493896682, 25.64757654810547]","[11.033330617677914, -5.809096672272478, -13.334387824843063, -4.0007226871610655, -16.98235521347221, -11.905208658779163]"
2019-09-05 06:00:00,"[12.028203125, -0.7556666666666851, -26.31204013377926, -28.688806818181817, -60.86615094339622, nan]","[829.6702343750002, 1541.2204761904768, 3171.566254180602, 5881.41221590909, 10869.446188679245, 16678.544]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.433749999999998, 13.745238095238099, 11.482809364548496, -8.670795454545452, -44.88528301886792, -66.4]","[-5.24412613007389, 5.35633483288265, 6.796046433815132, 6.442675685035361, 29.820769192307047, 24.36159070074042]","[-1.5259945768339411, -5.297311179432849, -10.839489874106713, -5.109185084250819, -21.36874080577261, -9.343733864446158]"
2019-09-05 09:00:00,"[12.036511627906977, -6.330285714285701, -34.13816053511705, -26.014090909090907, -61.8978947368421, nan]","[828.2417829457364, 1539.0808571428568, 3169.8375919732443, 5876.6407386363635, 10862.702368421053, 16674.162]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.67643410852713, 14.999999999999998, 10.720267558528429, -9.300909090909087, -45.315263157894734, -67.44]","[-4.4471109345055515, 4.377501783397547, 8.183557268968885, 5.3781524028959, 26.512957831178802, 24.297851060419692]","[1.2341872359771522, -7.9469626192052205, -11.640831795547735, -6.83046732748091, -23.897743817417368, -8.476626088583934]"
2019-09-05 12:00:00,"[11.6875, -6.629810426540284, -12.212466666666664, -39.022954545454546, -62.537368421052626, nan]","[828.4684374999998, 1538.3015165876777, 3173.6831333333334, 5879.279772727273, 10871.943684210526, 16673.924]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[13.168125, 14.634786729857819, 11.070666666666664, -7.71909090909091, -43.71526315789473, -68.22]","[-1.4182087373885521, 2.124312063232904, 10.828347145803543, 9.015883035916852, 18.041773635489132, 26.72856020335874]","[-1.7205203645557414, -7.8582140288204245, -16.252598757565288, -14.121920778389052, -28.848101099548266, -8.206440730025863]"
2019-09-05 15:00:00,"[11.124341085271318, -6.117142857142855, -13.018595317725751, -32.59170454545455, -65.25856603773585, nan]","[834.2207751937982, 1544.592571428571, 3178.7452842809366, 5884.189545454546, 10886.587962264151, 16678.286]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[12.770232558139536, 14.974285714285713, 11.490167224080267, -7.279318181818181, -43.734716981132074, -68.03999999999999]","[-2.322821774237903, 2.938723903702411, 6.774706365812743, 9.910549939892055, 21.30550895983513, 22.817490026981186]","[-1.3603719229616305, -8.72375016844714, -15.751872003524799, -11.864643348964421, -28.749753714067857, -10.714728781850441]"
2019-09-05 18:00:00,"[11.851796875, -4.425829383886253, -20.8131543624161, -38.07309659090908, -61.28218867924528, nan]","[829.99984375, 1540.7969668246444, 3179.1988590604033, 5888.121505681818, 10891.517849056603, 16682.252]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[14.81578125, 14.966540284360189, 12.26684563758389, -7.17903409090909, -44.10415094339623, -67.86]","[0.0, 0.9616511671947939, 11.585776748464422, 17.405714824933558, 24.500709630265398, 21.392677875023534]","[0.29468750000000016, -6.8021225484855465, -13.636493852371178, -13.11506445501134, -31.303557792957157, -11.227596952842514]"
2019-09-05 21:00:00,"[11.913124999999999, -5.600624999999986, -7.2650671140939584, -15.149428571428574, -63.00547169811321, nan]","[815.5843750000001, 1532.6440624999998, 3175.937315436242, 5884.866314285714, 10891.268113207549, 16680.43496124031]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.19625, 17.618124999999996, 11.283624161073822, -7.422857142857141, -43.34490566037736, -66.88403100775194]","[1.5528743310438946, 2.147397059713249, 10.962917583858264, 20.370653246538264, 31.751333152157084, 20.49358185827773]","[0.907790104861788, -7.422810285066638, -17.956405450581496, -23.37413217086651, -27.876633027355137, -7.315562174496823]"
2019-09-06 00:00:00,"[11.98859375, -1.182187499999988, 4.01909090909091, -34.023714285714284, -65.7275, nan]","[802.5273437500001, 1526.5062500000004, 3171.395858585858, 5875.448628571429, 10890.695, 16680.523875968993]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.636875, 20.168125, 9.521818181818185, -6.852857142857143, -42.36, -67.31813953488371]","[3.2637125225821366, 7.502945651380864, 19.48615184125853, 22.199317373839786, 32.115815122969494, 19.55566597218284]","[4.973136762783303, -11.42879817582897, -20.5789039818114, -17.866103915402018, -32.13543955257567, -8.997775079848076]"
2019-09-06 03:00:00,"[11.99984375, 7.302708333333336, 3.7549494949494946, -32.796, -65.175, nan]","[805.403359375, 1532.931979166667, 3177.528686868687, 5881.206857142857, 10890.0225, 16675.882170542634]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.94625, 19.84208333333333, 9.876363636363635, -7.1571428571428575, -42.160000000000004, -67.38248062015504]","[4.252869545758847, 13.257778170786334, 19.182882034308943, 16.52558207004448, 37.84634727229552, 23.741147373811923]","[9.549297856328291, -7.328470281418061, -21.2630245127971, -21.517889152348445, -35.10749926147987, -6.4478781028607335]"
