,DWPC,HGHT,PRES,TMPC,UWND,VWND
2019-09-01 12:00:00,"[16.50813953488372, 11.968523809523807, 2.8922073578595335, -11.602564102564102, -49.27479245283019, nan]","[835.1272868217055, 1556.5171428571434, 3173.102675585284, 5846.243732193732, 10811.94883018868, 16619.73]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.788837209302326, 14.634761904761902, 4.8577257525083635, -10.309572649572647, -48.07622641509434, -63.8]","[5.163089947476315, 5.064010261333557, 9.606449606073806, 10.13180806305318, 29.583638120674124, 22.695496651690274]","[8.250345932457492, 5.598050421133492, 3.2019382194252186, 3.661624410408446, 28.22131276763902, -9.588820351488273]"
2019-09-01 15:00:00,"[16.403125, 12.137714285714287, 2.5557525083612043, -15.604829545454546, -53.13830188679245, nan]","[828.3893749999999, 1548.2027142857141, 3167.3340468227416, 5839.06875, 10816.024150943396, 16619.798]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[16.908749999999998, 14.297142857142859, 5.994515050167227, -10.776477272727274, -46.29396226415094, -64.36]","[3.0118502313448343, 4.646534337140666, 15.32164171656904, 15.799572398832078, 24.336403113557438, 26.761030021334548]","[4.1790112163582505, 1.9158274070940613, -2.336880153945421, -5.6968522388868, 10.098143186347798, -8.835858543301324]"
2019-09-01 18:00:00,"[17.416201550387594, 12.954999999999998, -0.9673489932885898, -21.324216524216524, -60.864150943396226, nan]","[828.0216279069768, 1548.0554761904762, 3170.3204026845638, 5853.293418803419, 10831.136490566038, 16623.144]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.71751937984496, 13.851904761904763, 6.949060402684564, -9.618119658119658, -46.093962264150946, -63.519999999999996]","[1.7135672846303704, 5.288319895804154, 15.465285247602466, 18.050736699759824, 18.774253118192863, 24.700308900124913]","[-0.9070704962789439, 2.743519162716971, -2.758254051460366, -6.148607985640091, -53.09763936466164, -8.682848854979003]"
2019-09-01 21:00:00,"[17.78697674418605, 13.873979057591624, 0.13302013422818632, -29.384800000000002, -57.276415094339626, nan]","[812.662790697674, 1535.233141361256, 3159.9887919463094, 5848.897771428572, 10839.80596226415, 16625.677054263564]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.684186046511634, 14.42167539267016, 7.220536912751675, -8.528000000000002, -46.46528301886792, -64.0553488372093]","[0.5082371837028226, 9.900235849695672, 19.525071203818232, 26.583482851731738, 28.76300778617504, 31.602783605044362]","[-3.437045185249673, 1.2732887257907075, -1.6238821600310058, -8.012055864824738, -40.55828118036656, -6.333002935393339]"
2019-09-02 00:00:00,"[17.583750000000002, 13.593717277486908, -4.027449664429529, -31.287399999999998, -54.66052830188679, nan]","[812.8984375000001, 1535.042827225131, 3160.082013422819, 5855.204057142857, 10853.139962264151, 16628.626434108526]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.443125000000002, 14.772984293193717, 7.429932885906041, -7.999714285714286, -46.94075471698113, -63.44217054263566]","[-3.210030817757503, 8.676260687786714, 19.17631824445066, 28.1333301110103, 30.558631912199846, 28.093551538236383]","[0.8904654465767305, 2.0061877089922198, -8.576337360581533, -20.086323345785598, -32.810129368922205, -14.272894356700538]"
2019-09-02 03:00:00,"[15.07767441860465, 12.928000000000004, -5.409130434782607, -24.24193732193732, -58.39237735849057, nan]","[824.9225581395351, 1544.7638095238094, 3166.8543478260863, 5863.337863247863, 10857.606075471698, 16638.75]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.023720930232557, 13.738095238095239, 7.487826086956523, -8.218119658119658, -47.10415094339623, -62.74]","[4.0712423746418445, 8.3339627304393, 16.54271377732598, 22.93493083516886, 32.76034948926652, 27.708546632138535]","[-8.475698108780964, -1.0005516126838345, -6.769854584066691, -26.18214834147086, -19.91364017582031, -14.62636891147643]"
2019-09-02 06:00:00,"[14.138217054263565, 10.405571428571434, -9.189060402684563, -25.003276353276352, -56.891999999999996, nan]","[822.6869767441862, 1542.0254285714282, 3163.15932885906, 5863.104757834758, 10853.39720754717, 16628.366]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.829922480620155, 13.932857142857143, 8.744697986577183, -7.891339031339031, -47.379999999999995, -63.34]","[-6.946902484100009, 4.887636321700161, 10.709877586665286, 24.157863284712757, 34.81948253572581, 25.687960003317688]","[8.213693997474284, -8.729238353236417, -6.177865515036468, -22.87587610084128, -21.1319929900976, -13.570092662467372]"
2019-09-02 09:00:00,"[14.770000000000001, 8.128857142857141, -11.064882943143816, -21.6008547008547, -53.382075471698116, nan]","[819.2924999999997, 1538.449714285715, 3161.3998662207364, 5858.853418803419, 10850.74716981132, 16611.182]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.2525, 14.328571428571426, 9.299197324414713, -8.195042735042733, -46.809056603773584, -63.96]","[3.375811501793484, 2.923175234288771, 13.256656206133478, 24.209994486665906, 31.006170598952547, 24.074436194125727]","[-9.668872647152758, -13.00309486345842, -9.582038893031097, -24.43516734238342, -35.06564106694552, -13.493373408268575]"
2019-09-02 12:00:00,"[13.392945736434106, 8.659761904761906, -10.852140468227425, -21.712877492877492, -59.19383458646617, nan]","[831.5419379844964, 1551.3795238095233, 3172.62983277592, 5864.403732193732, 10855.6392481203, 16617.462]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.70356589147287, 14.265714285714289, 8.17344481605351, -8.755726495726494, -46.10887218045112, -64.02]","[4.138904933786144, 8.790593408641083, 14.557600027214246, 25.07079851260728, 36.40739361158965, 26.740329755595674]","[-11.450925152548464, -13.017019478530973, -13.53726109667653, -22.16630503442634, -38.60301072139279, -10.722446761910488]"
2019-09-02 15:00:00,"[14.24488372093023, 9.82417061611374, -12.117859531772572, -26.488746438746432, -56.860301886792456, nan]","[836.5172093023257, 1555.9365402843605, 3180.017357859532, 5873.12792022792, 10867.287396226415, 16626.398]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.04, 14.367488151658765, 8.741672240802677, -8.897891737891737, -45.7188679245283, -65.53999999999999]","[0.7663954964935213, 5.713747484369189, 12.782222887634328, 23.09155648835466, 36.46314934621308, 30.942801215378342]","[-9.135506053286306, -10.935404703970436, -12.716909958775254, -18.650914665764986, -37.186554304271574, -11.657761746818315]"
