,DWPC,HGHT,PRES,TMPC,UWND,VWND
2010-01-29 12:00:00,"[-30.157241379310346, -29.709065420560748, -33.31547169811321, -24.46, -60.64201492537313, nan]","[849.0548275862069, 1497.8770093457942, 3013.856918238994, 5539.53, 10306.058208955224, 16085.446]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-15.611724137931034, -6.922616822429907, -9.223522012578618, -21.96, -56.27268656716418, -55.72]","[-5.264455362022327, 3.5160733660777974, 18.170986075667713, 52.44936519398649, 138.53312006381222, 39.02577115767604]","[-3.9185852618911783, -10.157243221597069, -8.060220331159188, 7.9603134830130085, 32.9292703206175, -8.306574838566176]"
2010-01-29 15:00:00,"[-29.777916666666673, -27.96549295774648, -27.134402515723263, -24.95676966292135, -62.11108208955224, nan]","[840.1162500000002, 1492.1211267605634, 3005.52103773585, 5532.5098595505615, 10311.820559701493, 16081.908]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-13.961388888888887, -6.209295774647888, -10.903396226415099, -22.313651685393257, -56.926044776119404, -56.16]","[-12.668449362360315, -4.2547105974830774, 12.846871880686663, 53.37927583844606, 116.74104689810402, 37.888545114461195]","[-7.028660706575488, -13.407286859222337, -10.098626564997614, -2.5314922613972417, 33.17722923495243, -10.953161603365423]"
2010-01-29 18:00:00,"[-19.665972222222237, -27.34745283018868, -30.24729559748428, -25.84426966292135, -60.12313432835821, nan]","[842.2790277777781, 1494.0189150943395, 3004.475534591195, 5527.464157303371, 10318.91671641791, 16081.329999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-13.837777777777777, -6.087830188679247, -11.36440251572327, -22.79314606741573, -55.606268656716416, -55.8]","[-13.474777682422927, -7.167377882762553, 9.53563491976084, 42.894574164019616, 111.67706279510791, 34.718025573581826]","[-0.7257057502698095, -7.988001198341845, -4.179385904010088, -6.5790520879470025, 51.59357508287889, -10.654133295210764]"
2010-01-29 21:00:00,"[-15.409655172413792, -25.558867924528304, -30.66314465408805, -25.68985915492958, -60.337078651685395, nan]","[831.5048275862069, 1483.2121698113208, 2990.5223270440256, 5514.796056338028, 10308.241011235956, 16078.43]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-12.473793103448276, -6.912830188679245, -11.461257861635222, -22.62985915492958, -55.83640449438202, -55.5]","[-13.449312156129677, -10.409972082389736, 5.548413555402409, 39.010165610281746, 93.33606801209815, 31.557795024918786]","[-1.6990432452115478, -5.4208749820922835, -3.853213756954763, -2.9074994402938867, 54.39740615786781, -9.49061057915723]"
2010-01-30 00:00:00,"[-15.489302325581393, -23.32551886792453, -33.55388012618297, -25.441638418079094, -62.27996254681648, nan]","[816.9841860465114, 1470.7246226415093, 2979.1379810725552, 5513.830282485876, 10281.65797752809, 16082.25]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-11.751472868217054, -6.653396226415095, -11.07261829652997, -21.49050847457627, -57.210936329588016, -55.6]","[-20.53583584406569, -14.651910253206006, 0.2746669883755865, 46.37207423405376, 74.11420497563972, 31.167003915101713]","[-1.3029960085519454, -5.22888017416243, -8.419053885102121, 4.186581409029936, 34.1433283172711, -5.496705463824179]"
2010-01-30 03:00:00,"[-16.030155038759695, -22.33867924528302, -35.93772870662461, -25.29734463276836, -62.62033707865168, nan]","[819.5634883720934, 1475.5990566037738, 2977.6793059936904, 5487.455762711865, 10248.253745318352, 16074.804]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-10.67860465116279, -6.796792452830188, -12.9196214511041, -22.55265536723164, -57.88696629213483, -55.54]","[-20.994749137248732, -13.509494221455602, -4.958833774607424, 28.161509593830058, 50.362281631673135, 33.905053912286796]","[-0.28943924798054904, -1.0976054010416165, -5.324993949966769, -7.202045658476699, 49.99732937804205, -6.644533031366936]"
2010-01-30 06:00:00,"[-15.953488372093023, -22.483773584905663, -32.27499999999999, -26.44514124293785, -62.97808988764045, nan]","[805.3036434108527, 1460.2675471698117, 2962.969651898735, 5479.656836158192, 10205.381460674156, 16079.8]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-10.676279069767443, -7.237358490566037, -12.526139240506332, -23.702937853107343, -58.7038202247191, -55.62]","[-21.690965181953906, -14.430274942323793, -6.96629075751016, 21.142346752912715, 49.84424383915427, 33.76120746152668]","[-6.565639747871614, -7.77965149875575, -9.722059907351083, 6.0658773549418825, 31.101850351545064, -4.7087806000869605]"
2010-01-30 09:00:00,"[-17.7575968992248, -23.68407582938389, -33.93552380952382, -27.0814447592068, -65.27864661654137, nan]","[795.0675968992247, 1448.689620853081, 2948.6569523809517, 5457.195467422096, 10162.903421052632, 16062.375999999998]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-11.089457364341087, -7.680379146919431, -12.978095238095236, -24.39654390934844, -55.73518796992481, -55.44]","[-22.319101727518113, -14.92352656482716, -7.365714238333342, 21.556145921156045, 45.13019816900872, 34.648767839996026]","[-5.335512207000086, -7.742873932496545, -10.890184722588195, 0.623312138318369, 25.357005772387605, -7.59774118867293]"
2010-01-30 12:00:00,"[-21.412968749999997, -26.566445497630333, -36.27686666666668, -29.37022727272727, -69.53684210526316, nan]","[782.9748437499998, 1438.5749289099524, 2940.241366666666, 5442.355681818182, 10128.553609022556, 16060.226]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-10.2725, -6.932511848341233, -12.715666666666664, -25.963409090909092, -54.038947368421056, -55.46]","[-19.37962715072873, -14.987707447624308, -6.658938604008579, 18.022339546184323, 38.1606199090939, 36.06260028710305]","[-8.503405862615457, -9.521995463552257, -9.12417788693802, -9.758875157537805, 9.05077407050803, -8.583342037495337]"
2010-01-30 15:00:00,"[-23.64558139534883, -27.31255924170616, -36.57, -32.39396600566572, -69.56176691729323, nan]","[790.6340310077517, 1444.842938388626, 2943.69, 5439.751529745043, 10117.953270676693, 16060.514000000001]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[-10.58248062015504, -7.607393364928909, -12.96, -27.20617563739377, -52.487443609022556, -55.919999999999995]","[-18.586841212134388, -13.722797062845792, -1.5547010068609481, 16.961794488955707, 39.35925439237368, 39.43764075001829]","[-7.893831006525151, -9.869335340741713, -10.101054636980514, -15.991113202083563, 2.439978181004039, -10.509761561162868]"
