,DWPC,HGHT,PRES,TMPC,UWND,VWND
2019-11-19 12:00:00,"[2.0, 0.1598412698412699, -8.064387755102041, -26.275549132947976, -71.39022813688213, nan]","[694.495, 1380.0556084656084, 2917.7604081632653, 5474.185260115607, 10260.173840304182, 16177.298604651163]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.49, 0.9214814814814815, -6.852857142857144, -22.723583815028903, -47.85657794676806, -59.0537984496124]","[11.051979082581981, 7.712608648609048, 15.804122758030225, 22.24977012436132, 57.54853807349747, 21.091435266790842]","[9.866001386487355, 5.626324067268231, -0.1665198159713419, 2.296545025735733, -52.52340979548576, -12.815704404014909]"
2019-11-19 15:00:00,"[2.9003508771929822, -0.0272486772486768, -8.577898305084748, -47.188612716763, -70.02174904942966, nan]","[702.2629824561404, 1386.2386243386243, 2920.7165423728816, 5458.10450867052, 10280.822433460076, 16185.255891472869]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[4.054035087719298, 0.04476190476190528, -7.727118644067799, -23.587167630057802, -48.15505703422053, -58.449147286821706]","[7.008637136425876, 5.288340204244317, 19.10242924132012, 23.913620041601153, 64.50284883978138, 23.508739292316996]","[10.02128530825883, 12.686454187791083, 2.8113902652282867, -11.127879991679716, -60.2950544477242, -12.968683379599923]"
2019-11-19 18:00:00,"[2.0765789473684206, -0.1478947368421053, -10.958135593220339, -50.92364161849712, -66.48389312977099, nan]","[706.650614035088, 1388.027894736842, 2923.6816949152544, 5471.18421965318, 10294.005572519085, 16200.808372093023]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.1777192982456137, -0.08105263157894738, -7.788813559322034, -21.044393063583815, -48.627938931297706, -59.631317829457366]","[10.190193321657283, 9.212958862263525, 15.719096337476316, 36.10522647824845, 59.51611328753789, 27.300955243248186]","[1.3256009030744969, -4.192660725683481, -6.2936096135466215, -35.4663330891528, -54.924880536151626, -12.913508897227656]"
2019-11-19 21:00:00,"[0.8310526315789463, -0.8882105263157916, -13.34623728813559, -50.1966091954023, -70.05471482889735, nan]","[722.7894736842107, 1403.1160526315794, 2938.1191864406774, 5495.571925287357, 10314.61102661597, 16200.73457364341]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[0.8873684210526305, -0.5952631578947394, -6.355254237288131, -19.195344827586208, -48.609049429657794, -59.170077519379845]","[9.866448229237264, 10.87219076928232, 21.33676642526293, 45.567431188081066, 62.35561195497095, 22.41605084093864]","[-13.084964396038611, -12.624058430576266, -22.128799025720415, -52.5819897887615, -56.12479289329379, -6.762146296519032]"
2019-11-20 00:00:00,"[1.2993750000000002, -1.3814736842105273, -21.997407407407408, -42.944985673352434, -70.11469696969696, nan]","[748.8006249999996, 1429.237157894737, 2963.294814814815, 5532.836275071633, 10357.80409090909, 16213.591627906977]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[2.4462499999999996, -0.3315789473684206, -7.071111111111112, -19.279770773638973, -49.54181818181818, -58.31813953488372]","[3.5194057962306164, 7.557492883041234, 21.713399964971373, 46.24618117938262, 67.38659679116755, 23.369118167766533]","[-18.06473918942876, -17.17348378139442, -29.688935440880307, -56.07567365231922, -64.85958496134027, 4.449771706427072]"
2019-11-20 03:00:00,"[1.117578125000001, -3.5315183246073323, -27.752121212121207, -33.861633237822346, -62.92117424242424, nan]","[760.2159374999999, 1441.1230366492148, 2983.4206397306393, 5565.873810888252, 10405.799545454545, 16208.681317829458]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.150937500000001, 0.0902617801047115, -4.601750841750841, -19.51759312320917, -49.26719696969697, -59.979379844961244]","[-1.0811027428614326, 7.786143494541337, 21.395319893048445, 42.62563124384433, 72.50630272636515, 29.013120900539068]","[-9.558351805032196, -14.204821548533276, -31.971122759687415, -49.8151068580571, -79.07152364535257, -7.8104882427163655]"
2019-11-20 06:00:00,"[0.5953124999999999, -3.7843750000000016, -24.869696969696967, -33.38780626780627, -60.483773584905656, nan]","[776.6265625000001, 1457.90171875, 3007.130437710438, 5599.111168091168, 10452.108037735848, 16214.726201550387]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.043125, 0.4587499999999996, -3.647878787878788, -17.352307692307694, -49.83924528301887, -60.31658914728682]","[3.511761102104971, 11.222017449951084, 19.30739851746431, 40.74478196535512, 78.42160209611266, 30.072244950129154]","[-3.3632484611967763, -10.821491611633292, -26.97991055579925, -46.910833272083956, -70.2815860119543, -6.1623034134135946]"
2019-11-20 09:00:00,"[-0.39790697674418507, -5.197428571428575, -39.72483221476511, -33.40136752136752, -57.08520754716981, nan]","[791.0767441860462, 1473.295142857143, 3029.0830872483225, 5623.375868945868, 10489.042830188679, 16222.106]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.234573643410854, 0.9542857142857148, -2.163355704697987, -17.127521367521364, -50.22830188679245, -61.44]","[7.9813276456521765, 12.684643209422246, 26.018669088486238, 36.393968087710206, 78.25442475900681, 34.08705603202362]","[-6.760438024802152, -10.936402562863398, -27.421429929101464, -33.81056135564803, -54.09501485389841, -11.44772357587666]"
2019-11-20 12:00:00,"[-0.5856249999999996, -8.103428571428564, -11.811170568561872, -26.612329545454546, -58.41105660377358, nan]","[803.1653124999999, 1487.8688571428568, 3052.03364548495, 5649.896704545454, 10516.036943396226, 16230.681999999999]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.5853125000000006, 3.39142857142857, -2.339598662207358, -16.522215909090907, -50.57132075471698, -61.839999999999996]","[3.2023009624984837, 13.44207629553898, 28.955269579351874, 37.38474585498978, 70.3319859461201, 39.30791715368136]","[-3.3420276252778542, -10.51841062563154, -23.720874482401562, -27.70280619672306, -39.76642782622176, -15.13771888493516]"
2019-11-20 15:00:00,"[-0.22635658914728643, -9.798199052132695, -4.114782608695651, -23.150795454545452, -57.11992481203008, nan]","[813.3028682170542, 1499.8482464454974, 3066.607290969899, 5674.354545454546, 10542.38052631579, 16246.128]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[3.9012403100775197, 4.832890995260662, -3.2108361204013347, -15.661136363636361, -51.424661654135335, -63.019999999999996]","[4.118372048588051, 12.593341120105313, 25.88948725182968, 42.01584884231429, 64.41983998346379, 40.201565943685026]","[3.7830388641052393, -7.468533442780847, -16.142245851902466, -32.77206298321024, -42.20746047280409, -13.958768988544257]"
