,DWPC,HGHT,PRES,TMPC,UWND,VWND
2015-06-24 12:00:00,"[11.896666666666667, -4.803317535545028, 4.227899999999995, -14.814815864022663, -48.435037593984966, nan]","[857.2300000000004, 1576.562796208531, 3202.852733333333, 5895.7730028328615, 10901.830939849624, 16602.838]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[17.74, 15.922938388625592, 7.248000000000002, -10.276713881019829, -44.42165413533834, -64.0]","[4.672607660642205, 15.782364284762583, 14.373956409347139, 36.261529363989666, 56.433410084582185, 22.953698797129842]","[-3.5364300713725116, -3.5836883335703136, -14.369792522934635, -10.433478554503438, -20.13526361950472, -14.201963791343791]"
2015-06-24 15:00:00,"[12.052403100775196, -0.8817142857142862, 4.228929765886288, -14.446874999999999, -49.70075471698114, nan]","[847.5070542635656, 1568.5879999999997, 3202.2192307692308, 5900.6192045454545, 10907.071773584905, 16606.12]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[18.030697674418608, 17.294285714285714, 8.300200668896322, -10.217386363636363, -44.473207547169814, -65.14]","[3.1688157063445015, 17.2707087711822, 23.588040031633916, 35.686448271953296, 51.834999205831174, 26.95617569472161]","[-2.480711226609638, -4.859781654013242, -9.805202429006004, -13.10342374112694, -11.3303275664925, -13.239547421090354]"
2015-06-24 18:00:00,"[12.838837209302326, 9.982417061611374, 3.640367892976587, -12.141022727272729, -48.6653962264151, nan]","[854.622558139535, 1576.9407109004742, 3208.847424749164, 5905.825284090909, 10916.637056603775, 16606.690000000002]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[20.142325581395347, 14.724834123222749, 8.38515050167224, -10.071079545454547, -44.75622641509434, -64.46]","[2.054078970286155, 11.73283677587883, 28.81006815819145, 28.397583651349713, 46.84071560698193, 27.578925988140472]","[-0.2796158131680936, -0.9261871697887063, -0.43004454707751566, -13.995352211573364, -9.698669408123354, -8.717833293925171]"
2015-06-24 21:00:00,"[14.287596899224807, 12.926190476190476, 3.69207357859532, -10.960398860398861, -48.71082706766917, nan]","[841.0865891472865, 1566.6138095238096, 3204.751772575251, 5902.934757834758, 10911.445263157895, 16617.236]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.200465116279073, 16.44, 9.545351170568562, -10.033789173789177, -44.71263157894737, -64.12]","[-1.942318680020924, 12.85400408893855, 30.491201040566526, 32.44108763104041, 51.828003252078645, 30.910485892638974]","[4.661533883309417, -0.7138280863624162, -8.381061777236262, -12.432464141930575, -6.456140671632943, -6.555567548349032]"
2015-06-25 00:00:00,"[14.819069767441862, 12.695693779904305, 2.741672240802673, -11.766324786324786, -49.54962264150944, nan]","[830.9741860465112, 1558.12019138756, 3202.147892976589, 5902.041794871794, 10907.693396226416, 16622.136]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[21.06790697674419, 17.738564593301433, 10.036655518394646, -10.04034188034188, -45.012830188679246, -64.36]","[-1.6630145888904238, 12.26894039322519, 23.069857810235497, 41.280470127464326, 54.416507406294336, 30.00905465898027]","[10.595870834687954, 2.7156162595959947, -10.07225437132014, -17.350755393122373, -5.7065421337888464, -8.103807406049008]"
2015-06-25 03:00:00,"[14.566744186046511, 12.393714285714287, -1.3153691275167783, -11.993703703703705, -48.22615094339623, nan]","[832.9609302325584, 1565.553238095238, 3208.614731543624, 5901.428945868945, 10906.655999999999, 16624.028]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.063255813953486, 19.91714285714286, 8.758120805369128, -10.324387464387465, -44.407547169811316, -63.4]","[3.1475524947601166, 22.780821846882997, 28.48349099784413, 31.250714131336682, 57.960063243334716, 24.381953791421957]","[14.570891151348052, 2.4924149293656486, -9.739108618092692, -7.339281657898547, -13.50418863516326, -8.225336060791964]"
2015-06-25 06:00:00,"[17.79, 13.160677083333336, -2.071476510067116, -10.944114285714287, -48.763674242424244, nan]","[821.9021874999997, 1558.795833333333, 3199.1548993288593, 5886.562800000001, 10896.320416666666, 16601.491395348836]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.661875000000002, 20.194687500000004, 8.40241610738255, -10.069714285714287, -44.78121212121212, -62.39410852713178]","[17.404877984242066, 25.23456892606653, 28.487628843104165, 39.116378109770224, 50.665182500766946, 21.341019379660125]","[20.360048096968537, 2.453822967460507, -4.340336321967218, -2.311726595924576, -16.8188030097028, -5.845877465863859]"
2015-06-25 09:00:00,"[18.045625, 13.858376963350784, 0.3206040268456405, -16.21567335243553, -49.42075757575758, nan]","[803.924375, 1543.2050785340318, 3186.0352684563754, 5877.774126074499, 10879.895946969698, 16587.25953488372]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[25.24, 20.332670157068062, 8.90275167785235, -9.71759312320917, -44.98954545454546, -61.5537984496124]","[24.603718688431144, 28.299811785744236, 38.2097589657515, 43.569809144437926, 46.97394692260394, 21.69996295044233]","[16.108273114635853, 5.81205465317523, 0.37957809454730224, -1.6588141068109628, -19.98992795909751, -14.39589022347665]"
2015-06-25 12:00:00,"[17.16421875, 12.123979057591622, 3.0960606060606075, -12.99991404011461, -57.496566037735846, nan]","[797.1943749999998, 1533.4087434554976, 3177.0906060606058, 5870.811919770773, 10877.388301886793, 16581.54480620155]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[23.1509375, 20.32219895287958, 8.303636363636365, -9.013295128939825, -44.44867924528302, -62.37317829457364]","[28.631747252960167, 38.84950236509918, 37.81159400009953, 37.947832911912165, 37.79980198911536, 20.635931750822472]","[6.2681727713921145, -0.19663668058971984, 1.4633231828259192, -4.138795084891666, -21.61668791447449, -13.755357345892586]"
2015-06-25 15:00:00,"[18.452890625, 11.81628272251309, 4.818888888888885, -14.464269340974212, -60.15761363636364, nan]","[804.1196093750003, 1536.5113612565442, 3182.3701010101013, 5874.963180515759, 10864.388939393939, 16579.161472868218]","[925.0, 850.0, 700.0, 500.0, 250.0, 100.0]","[22.007187499999997, 20.69916230366492, 8.060202020202016, -10.072320916905444, -45.840303030303026, -60.74837209302326]","[20.237189158814097, 40.98422237725409, 31.866189449521976, 40.45903096154707, 39.68236637962515, 24.337661598706223]","[1.313418728094411, -8.297664156349526, 2.6017232355373294, -10.619894252209233, -18.50556472625398, -9.197038048716717]"
