,6,9,4
Date,TMPC,WSPD,PRCP
2010-01-24 12:00:00,6.94,12.182774724995944,3.62
2010-01-24 15:00:00,6.64,10.64048871058092,2.93
2010-01-24 18:00:00,5.34,9.055385138137416,0.68
2010-01-24 21:00:00,3.94,7.971198153351853,0.09
2010-01-25 00:00:00,2.54,7.224956747275377,0.08
2010-01-25 03:00:00,1.14,6.103277807866851,0.0
2010-01-25 06:00:00,-0.56,5.186520991955977,0.0
2010-01-24 12:00:00,7.84,11.882760622010359,0.0
2010-01-24 15:00:00,7.94,10.300485425454472,1.65
2010-01-24 18:00:00,6.84,7.211102550927977,0.19
2010-01-24 21:00:00,5.54,5.035871324805669,0.44
2010-01-25 00:00:00,3.84,5.1478150704935,1.22
2010-01-25 03:00:00,1.74,5.7070132293521105,0.47
2010-01-25 06:00:00,-0.56,5.200961449578338,0.02
2010-01-25 09:00:00,-1.06,5.79396237474839,0.13
2010-01-25 12:00:00,-1.06,6.664833081180652,0.26
2010-01-25 15:00:00,-0.46,7.892401408950257,0.28
2010-01-25 18:00:00,-0.06,9.013878188659973,0.3
2010-01-25 21:00:00,-1.06,9.865596788841513,0.62
2010-01-26 00:00:00,-2.16,9.608329719571449,0.76
2010-01-26 03:00:00,-3.36,9.419129471453294,0.26
2010-01-26 06:00:00,-4.46,9.502105029939418,0.43
2010-01-25 12:00:00,-0.46,4.887739763939975,0.0
2010-01-25 15:00:00,0.04,7.420242583635659,0.38
2010-01-25 18:00:00,0.04,9.007774419910836,0.41
2010-01-25 21:00:00,-1.26,9.904039579888602,0.52
2010-01-26 00:00:00,-2.06,9.533624704172073,0.72
2010-01-26 03:00:00,-3.06,9.100549433962764,0.58
2010-01-26 06:00:00,-4.46,9.408506789071259,0.61
2010-01-26 09:00:00,-5.56,9.070832376358856,0.19
2010-01-26 12:00:00,-6.56,8.095677859203638,0.15
2010-01-26 15:00:00,-6.56,7.810249675906653,0.16
2010-01-26 18:00:00,-5.56,8.297590011563598,0.13
2010-01-26 21:00:00,-5.26,7.5,0.09
2010-01-27 00:00:00,-6.06,6.315061361538778,0.04
2010-01-27 03:00:00,-6.26,5.162363799656123,0.04
2010-01-27 06:00:00,-6.86,5.5,0.01
