,2018-11-12 06:00:00,2018-11-12 09:00:00,2018-11-12 12:00:00,2018-11-12 15:00:00,2018-11-12 18:00:00,2018-11-12 21:00:00,2018-11-13 00:00:00,2018-11-13 03:00:00,2018-11-13 06:00:00
DWPC,-4.66,-2.76,-2.0,-2.06,-2.91,-4.61,-4.8,-5.09,-6.62
HCLD,66.0,0.0,3.0,100.0,100.0,100.0,100.0,67.0,33.0
LCLD,1.0,100.0,88.0,70.0,68.0,54.0,27.0,34.0,53.0
MCLD,84.0,97.0,99.0,94.0,74.0,88.0,94.0,100.0,100.0
PRCP,0.0,0.02,0.29,0.04,0.06,0.07,0.06,0.09,0.03
PRES,998.4,998.2,998.6,1000.6,999.4,998.6,999.2,999.5,999.6
TMPC,1.14,1.44,0.84,1.24,3.04,2.14,0.24,-0.56,-1.86
UWND,1.8,0.8,-0.2,-0.6,0.7,1.3,0.5,0.7,0.9
VWND,-0.1,-2.0,-2.9,-3.0,-4.8,-5.2,-4.3,-5.6,-5.9
WSPD,1.8027756377319946,2.154065922853802,2.9068883707497264,3.059411708155671,4.850773134253961,5.360037313302959,4.328972164382672,5.643580423808984,5.96824932455071
