,2013-03-26 06:00:00,2013-03-26 09:00:00,2013-03-26 12:00:00,2013-03-26 15:00:00,2013-03-26 18:00:00,2013-03-26 21:00:00,2013-03-27 00:00:00,2013-03-27 03:00:00,2013-03-27 06:00:00
DWPC,-1.02,-1.7,-2.33,-1.38,-1.1,-1.61,-1.17,-2.43,-3.25
HCLD,64.0,59.0,57.0,48.0,14.0,0.0,0.0,0.0,0.0
LCLD,89.0,99.0,67.0,94.0,78.0,96.0,98.0,77.0,1.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.07,0.03,0.12,0.24,0.27,0.09,0.0,0.0
PRES,990.6,991.4,992.9,995.0,995.3,994.9,996.1,997.6,997.4
TMPC,-0.46,-1.26,-1.86,0.64,2.64,3.34,1.84,-0.66,-1.96
UWND,2.4,2.6,2.4,2.4,3.0,3.7,2.8,2.7,2.3
VWND,-3.2,-3.2,-2.9,-4.0,-3.6,-3.0,-1.9,-2.0,-1.8
WSPD,4.0,4.123105625617661,3.7643060449437424,4.66476151587624,4.686149805543993,4.763402145525822,3.383784863137726,3.3600595232822887,2.9206163733020465
