,2014-07-26 06:00:00,2014-07-26 09:00:00,2014-07-26 12:00:00,2014-07-26 15:00:00,2014-07-26 18:00:00,2014-07-26 21:00:00,2014-07-27 00:00:00,2014-07-27 03:00:00,2014-07-27 06:00:00
DWPC,16.2,15.28,16.45,20.47,23.06,24.49,25.2,22.4,22.0
HCLD,-9999.0,36.0,48.0,68.0,90.0,85.0,99.0,100.0,94.0
LCLD,0.0,1.0,-9999.0,0.0,0.0,0.0,0.0,9.0,1.0
MCLD,0.0,0.0,0.0,0.0,2.0,17.0,1.0,54.0,4.0
PRCP,0.0,0.1,0.7,0.05,0.64,0.0,1.78,8.07,2.74
PRES,985.2,984.5,983.8,984.2,983.6,981.9,982.7,982.6,981.7
TMPC,17.04,16.44,17.04,24.34,28.74,30.94,26.84,23.64,22.74
UWND,-0.5,0.3,1.4,2.6,2.4,2.8,2.1,-2.2,-1.2
VWND,3.7,3.4,3.3,2.8,2.6,3.6,0.3,0.3,2.6
WSPD,3.733630940518894,3.413209633175202,3.584689665786984,3.82099463490856,3.5383612025908264,4.560701700396552,2.1213203435596424,2.220360331117452,2.863564212655271
