,2015-09-13 06:00:00,2015-09-13 09:00:00,2015-09-13 12:00:00,2015-09-13 15:00:00,2015-09-13 18:00:00,2015-09-13 21:00:00,2015-09-14 00:00:00,2015-09-14 03:00:00,2015-09-14 06:00:00
DWPC,5.55,5.06,5.15,5.81,5.08,5.56,5.49,4.27,4.63
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,989.8,989.6,990.3,991.2,990.8,989.3,989.1,990.8,991.4
TMPC,8.14,8.84,8.94,17.04,20.44,21.34,14.54,13.94,12.24
UWND,0.0,2.6,3.4,4.3,4.2,4.1,2.0,1.1,1.4
VWND,-1.8,-0.7,-0.1,-0.4,-1.5,-0.8,1.0,3.5,3.8
WSPD,1.8,2.6925824035672523,3.4014702703389896,4.318564576337836,4.459820624195552,4.177319714841085,2.23606797749979,3.6687872655688283,4.049691346263317
