,2014-01-14 06:00:00,2014-01-14 09:00:00,2014-01-14 12:00:00,2014-01-14 15:00:00,2014-01-14 18:00:00,2014-01-14 21:00:00,2014-01-15 00:00:00,2014-01-15 03:00:00,2014-01-15 06:00:00
DWPC,-1.41,-1.36,-1.14,-0.56,0.02,-4.63,-6.4,-8.21,-9.16
HCLD,0.0,0.0,22.0,19.0,1.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,50.0,84.0,88.0,76.0,56.0,1.0,31.0
MCLD,0.0,0.0,66.0,38.0,36.0,61.0,-9999.0,0.0,0.0
PRCP,0.0,0.0,0.33,0.03,0.6,0.05,0.01,0.0,0.03
PRES,981.0,979.1,976.3,975.3,976.3,979.8,983.3,984.9,984.8
TMPC,-0.56,-0.36,1.24,2.74,3.34,0.14,-2.86,-4.36,-4.36
UWND,3.1,1.5,1.4,6.1,10.6,11.5,8.9,8.4,7.3
VWND,0.7,4.4,7.1,6.3,-1.4,-2.5,-1.3,-1.6,-4.5
WSPD,3.178049716414141,4.648655719667784,7.236711960552251,8.769264507357502,10.692053123698928,11.76860229593982,8.994442728707543,8.55102333057278,8.575546629807338
