,2014-07-22 06:00:00,2014-07-22 09:00:00,2014-07-22 12:00:00,2014-07-22 15:00:00,2014-07-22 18:00:00,2014-07-22 21:00:00,2014-07-23 00:00:00,2014-07-23 03:00:00,2014-07-23 06:00:00
DWPC,15.97,15.51,15.92,18.87,19.52,20.91,22.95,20.13,18.69
HCLD,0.0,0.0,0.0,6.0,42.0,54.0,32.0,12.0,90.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,990.6,990.4,990.7,990.3,989.3,988.1,988.1,988.5,988.3
TMPC,18.14,17.14,17.84,24.94,29.24,30.14,27.14,23.24,22.64
UWND,-0.9,-0.2,0.5,0.3,1.4,2.1,1.2,1.3,1.3
VWND,2.3,2.6,2.6,3.5,4.0,3.4,2.6,2.5,2.0
WSPD,2.4698178070456938,2.6076809620810595,2.6476404589747453,3.5128336140500593,4.237924020083418,3.996248240537617,2.863564212655271,2.817800560721074,2.3853720883753127
