,2017-06-17 06:00:00,2017-06-17 09:00:00,2017-06-17 12:00:00,2017-06-17 15:00:00,2017-06-17 18:00:00,2017-06-17 21:00:00,2017-06-18 00:00:00,2017-06-18 03:00:00,2017-06-18 06:00:00
DWPC,20.72,20.0,19.73,21.38,22.32,23.06,23.35,21.84,22.64
HCLD,78.0,100.0,100.0,100.0,100.0,100.0,90.0,45.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,19.0,31.0,14.0,0.0,0.0,0.0,0.0,54.0
PRCP,0.0,0.77,0.71,0.0,2.96,0.0,0.0,0.19,1.08
PRES,980.5,979.6,979.4,979.3,977.8,976.7,975.4,977.7,976.0
TMPC,22.14,21.24,21.24,24.24,27.74,28.74,26.84,25.04,23.74
UWND,0.0,0.6,1.3,1.5,3.0,2.5,2.0,3.2,3.8
VWND,4.1,3.4,4.1,7.0,7.4,6.7,6.0,5.3,4.5
WSPD,4.1,3.4525353003264136,4.301162633521313,7.158910531638177,7.984985911070852,7.15122367151245,6.324555320336759,6.191122676865643,5.8898217290508885
