,2010-03-09 06:00:00,2010-03-09 09:00:00,2010-03-09 12:00:00,2010-03-09 15:00:00,2010-03-09 18:00:00,2010-03-09 21:00:00,2010-03-10 00:00:00,2010-03-10 03:00:00,2010-03-10 06:00:00
DWPC,3.28,3.03,3.49,5.56,7.69,6.76,6.29,6.58,6.8
HCLD,2.0,83.0,99.0,92.0,62.0,100.0,32.0,76.0,100.0
LCLD,8.0,27.0,3.0,28.0,82.0,89.0,99.0,100.0,100.0
MCLD,0.0,0.0,6.0,87.0,99.0,98.0,50.0,65.0,51.0
PRCP,0.0,0.0,0.0,0.41,1.51,1.11,0.14,0.25,0.19
PRES,987.3,985.6,984.4,984.3,983.6,980.8,979.8,979.4,977.2
TMPC,3.74,3.44,4.04,6.94,8.74,8.14,7.14,7.24,7.44
UWND,-2.4,-3.4,-2.5,-2.2,-2.6,-3.7,-3.2,-2.5,-2.9
VWND,1.9,1.7,2.5,3.9,3.9,4.8,5.4,5.3,5.2
WSPD,3.0610455730027932,3.8013155617496426,3.5355339059327378,4.4777226354476225,4.6872166581031856,6.060528029800704,6.276941930590087,5.860034129593445,5.953990258641679
