,2011-04-06 06:00:00,2011-04-06 09:00:00,2011-04-06 12:00:00,2011-04-06 15:00:00,2011-04-06 18:00:00,2011-04-06 21:00:00,2011-04-07 00:00:00,2011-04-07 03:00:00,2011-04-07 06:00:00
DWPC,4.2,4.36,4.69,5.95,7.56,9.22,10.26,10.27,9.45
HCLD,0.0,52.0,48.0,44.0,52.0,6.0,40.0,11.0,89.0
LCLD,8.0,0.0,50.0,62.0,0.0,0.0,38.0,96.0,26.0
MCLD,62.0,25.0,67.0,77.0,85.0,9.0,1.0,0.0,0.0
PRCP,0.0,0.0,0.06,0.28,0.0,0.0,0.0,0.0,0.0
PRES,982.2,980.4,981.7,982.6,983.2,981.7,982.7,984.4,985.2
TMPC,5.84,5.94,6.44,11.24,15.14,17.84,14.04,12.84,10.34
UWND,2.0,2.5,3.1,5.0,4.9,4.4,1.4,1.2,1.7
VWND,4.4,5.7,4.7,5.2,4.4,3.5,2.4,3.2,1.6
WSPD,4.833218389437829,6.224146527838174,5.630275304103699,7.213875518748574,6.585590330410783,5.622277118748239,2.778488797889961,3.417601498127013,2.3345235059857505
