,2012-10-24 06:00:00,2012-10-24 09:00:00,2012-10-24 12:00:00,2012-10-24 15:00:00,2012-10-24 18:00:00,2012-10-24 21:00:00,2012-10-25 00:00:00,2012-10-25 03:00:00,2012-10-25 06:00:00
DWPC,13.97,12.89,12.18,13.28,15.51,16.42,16.02,15.4,15.13
HCLD,2.0,0.0,0.0,0.0,0.0,3.0,13.0,5.0,9.0
LCLD,1.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.9,987.8,988.6,988.7,987.5,986.1,986.3,986.6,986.0
TMPC,16.14,15.04,14.04,17.34,21.64,22.44,18.54,17.64,16.84
UWND,1.4,1.1,0.7,0.4,0.5,0.3,-0.8,-0.3,0.1
VWND,4.2,4.0,3.9,4.7,5.3,6.1,4.8,5.3,5.0
WSPD,4.427188724235731,4.148493702538308,3.96232255123179,4.7169905660283025,5.323532661682466,6.107372593840988,4.866210024238575,5.308483775994799,5.000999900019995
