,2016-04-29 06:00:00,2016-04-29 09:00:00,2016-04-29 12:00:00,2016-04-29 15:00:00,2016-04-29 18:00:00,2016-04-29 21:00:00,2016-04-30 00:00:00,2016-04-30 03:00:00,2016-04-30 06:00:00
DWPC,8.61,8.72,8.99,9.71,9.64,9.76,9.71,7.77,6.67
HCLD,0.0,41.0,77.0,21.0,1.0,16.0,32.0,40.0,100.0
LCLD,1.0,0.0,0.0,20.0,46.0,1.0,23.0,0.0,0.0
MCLD,0.0,0.0,22.0,58.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
PRES,987.7,988.1,988.7,989.8,990.0,989.3,989.5,990.1,989.7
TMPC,11.94,10.94,11.14,13.54,16.04,17.44,14.64,11.24,9.54
UWND,3.8,2.9,1.7,0.0,-0.4,-0.8,-3.5,-5.2,-5.3
VWND,-1.0,-1.3,-2.3,-4.1,-2.9,-3.5,-4.3,-4.3,-3.4
WSPD,3.9293765408777,3.1780497164141406,2.8600699292150185,4.1,2.9274562336608896,3.5902646142032486,5.544366510251645,6.747592163134936,6.296824596572466
