,2020-01-20 06:00:00,2020-01-20 09:00:00,2020-01-20 12:00:00,2020-01-20 15:00:00,2020-01-20 18:00:00,2020-01-20 21:00:00,2020-01-21 00:00:00,2020-01-21 03:00:00,2020-01-21 06:00:00
DWPC,-14.55,-14.35,-14.05,-13.57,-11.46,-10.12,-9.56,-9.62,-9.96
HCLD,0.0,0.0,0.0,33.0,61.0,33.0,35.0,23.0,11.0
LCLD,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,22.0,61.0,100.0,100.0,66.0,33.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,1003.6,1003.8,1005.2,1006.4,1006.2,1005.3,1005.8,1006.2,1006.8
TMPC,-10.16,-10.26,-9.96,-8.76,-5.06,-3.56,-4.16,-4.86,-5.36
UWND,3.1,2.1,2.1,1.5,0.9,1.1,0.0,0.1,0.0
VWND,-3.0,-2.4,-2.0,-2.0,-1.5,-1.6,-2.3,-2.1,-2.2
WSPD,4.313930922024598,3.189043743820395,2.9,2.5,1.7492855684535902,1.94164878389476,2.3,2.1023796041628637,2.2
