,2014-04-11 06:00:00,2014-04-11 09:00:00,2014-04-11 12:00:00,2014-04-11 15:00:00,2014-04-11 18:00:00,2014-04-11 21:00:00,2014-04-12 00:00:00,2014-04-12 03:00:00,2014-04-12 06:00:00
DWPC,7.84,6.07,5.66,5.79,3.56,2.97,4.68,3.52,3.25
HCLD,18.0,39.0,53.0,91.0,35.0,0.0,0.0,4.0,26.0
LCLD,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,45.0,9.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,987.6,989.3,990.9,991.7,991.1,989.5,989.5,990.5,990.9
TMPC,10.24,7.94,7.14,12.34,16.54,17.94,14.04,11.44,9.94
UWND,-0.5,-1.3,-2.1,-2.6,-1.4,0.5,0.3,-0.4,-0.5
VWND,-3.0,-2.5,-2.2,0.2,1.4,1.3,1.5,2.5,2.7
WSPD,3.0413812651491097,2.817800560721074,3.0413812651491097,2.6076809620810595,1.979898987322333,1.392838827718412,1.5297058540778354,2.5317977802344327,2.7459060435491964
