,2017-09-05 06:00:00,2017-09-05 09:00:00,2017-09-05 12:00:00,2017-09-05 15:00:00,2017-09-05 18:00:00,2017-09-05 21:00:00,2017-09-06 00:00:00,2017-09-06 03:00:00,2017-09-06 06:00:00
DWPC,11.62,11.2,9.7,10.48,9.04,8.18,10.14,6.31,5.51
HCLD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,29.0,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,985.1,985.5,986.8,987.8,987.9,986.8,987.3,989.0,989.2
TMPC,15.74,15.54,11.84,18.14,20.74,20.74,16.14,12.04,9.94
UWND,1.0,2.5,3.0,4.2,5.4,5.1,1.3,1.5,1.3
VWND,-3.1,-1.9,-2.7,-3.1,-3.1,-3.6,-3.6,-2.3,-2.0
WSPD,3.2572994949804666,3.1400636936215163,4.036087214122113,5.220153254455275,6.226556030423239,6.2425956140054435,3.8275318418009276,2.745906043549196,2.3853720883753127
