,2015-02-18 06:00:00,2015-02-18 09:00:00,2015-02-18 12:00:00,2015-02-18 15:00:00,2015-02-18 18:00:00,2015-02-18 21:00:00,2015-02-19 00:00:00,2015-02-19 03:00:00,2015-02-19 06:00:00
DWPC,-14.09,-18.21,-19.95,-22.84,-23.96,-24.77,-24.75,-24.52,-25.17
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,62.0,100.0,100.0,95.0,97.0,71.0,63.0,86.0,72.0
MCLD,-9999.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.17,0.09,0.02,0.02,0.0,0.0,0.02,0.0
PRES,987.0,986.0,987.0,990.0,992.4,993.5,995.3,996.6,996.9
TMPC,-9.26,-10.36,-12.06,-14.86,-14.16,-14.36,-16.16,-16.86,-17.66
UWND,3.9,5.3,8.6,7.5,7.6,7.9,7.0,6.4,5.3
VWND,-4.4,-4.3,-5.6,-6.8,-6.8,-6.1,-5.7,-5.7,-5.3
WSPD,5.87962583843564,6.8249542123006215,10.262553288533999,10.123734488813898,10.198039027185569,9.980981915623332,9.027181176868005,8.570297544426332,7.495331880577404
