,2019-07-28 06:00:00,2019-07-28 09:00:00,2019-07-28 12:00:00,2019-07-28 15:00:00,2019-07-28 18:00:00,2019-07-28 21:00:00,2019-07-29 00:00:00,2019-07-29 03:00:00,2019-07-29 06:00:00
DWPC,18.96,17.52,18.09,21.6,22.2,22.83,22.89,20.61,18.99
HCLD,54.0,0.0,0.0,16.0,13.0,32.0,66.0,100.0,89.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
PRES,992.0,991.7,991.9,991.9,991.3,989.5,988.7,988.7,987.3
TMPC,20.04,18.54,19.24,24.54,27.34,27.74,25.64,22.64,21.94
UWND,1.7,1.9,2.0,2.3,2.8,3.1,1.4,0.7,1.3
VWND,3.3,2.6,2.3,2.9,4.0,4.0,2.7,4.3,5.5
WSPD,3.712142238654117,3.2202484376209237,3.047950130825634,3.7013511046643495,4.882622246293481,5.060632371551998,3.0413812651491097,4.356604182158392,5.651548460377917
