,2011-10-17 06:00:00,2011-10-17 09:00:00,2011-10-17 12:00:00,2011-10-17 15:00:00,2011-10-17 18:00:00,2011-10-17 21:00:00,2011-10-18 00:00:00,2011-10-18 03:00:00,2011-10-18 06:00:00
DWPC,3.11,1.98,0.96,0.73,-0.5,0.29,2.84,3.5,2.61
HCLD,79.0,51.0,31.0,86.0,98.0,97.0,97.0,99.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
MCLD,0.0,0.0,0.0,0.0,70.0,51.0,93.0,57.0,3.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0
PRES,987.5,987.6,988.3,988.2,987.4,985.8,986.4,986.5,985.0
TMPC,9.04,7.24,6.24,11.14,12.84,13.04,10.14,8.54,7.24
UWND,2.3,1.6,1.7,1.5,2.6,3.0,1.9,2.2,2.1
VWND,-1.8,-1.4,-1.1,-0.7,-1.1,-1.4,-0.7,0.3,-1.2
WSPD,2.9206163733020465,2.12602916254693,2.0248456731316584,1.6552945357246849,2.823118842698621,3.3105890714493698,2.0248456731316584,2.220360331117452,2.4186773244895647
