,2015-08-29 06:00:00,2015-08-29 09:00:00,2015-08-29 12:00:00,2015-08-29 15:00:00,2015-08-29 18:00:00,2015-08-29 21:00:00,2015-08-30 00:00:00,2015-08-30 03:00:00,2015-08-30 06:00:00
DWPC,11.81,13.02,14.67,17.5,16.89,16.99,18.06,17.35,18.15
HCLD,90.0,32.0,56.0,86.0,90.0,90.0,78.0,58.0,84.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,69.0,49.0,89.0,87.0,1.0,0.0,6.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
PRES,989.8,989.0,989.5,990.1,989.6,988.1,988.4,989.9,989.7
TMPC,18.14,18.14,19.14,23.24,29.14,29.64,25.04,22.34,20.14
UWND,-0.9,-0.6,-0.4,0.9,2.9,2.8,1.1,-1.2,0.9
VWND,3.1,3.7,3.6,3.8,4.7,4.9,2.2,3.8,2.6
WSPD,3.228002478313795,3.7483329627982624,3.622154055254967,3.905124837953327,5.522680508593631,5.643580423808985,2.459674775249769,3.9849717690342548,2.751363298439521
