,2017-01-13 06:00:00,2017-01-13 09:00:00,2017-01-13 12:00:00,2017-01-13 15:00:00,2017-01-13 18:00:00,2017-01-13 21:00:00,2017-01-14 00:00:00,2017-01-14 03:00:00,2017-01-14 06:00:00
DWPC,-10.18,-12.75,-13.17,-13.41,-11.15,-9.85,-9.56,-5.89,-3.06
HCLD,49.0,55.0,51.0,45.0,71.0,91.0,99.0,99.0,99.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0
MCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,18.0,99.0,99.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81
PRES,1006.0,1008.1,1010.0,1011.9,1012.0,1010.3,1010.7,1009.4,1008.0
TMPC,-2.86,-3.56,-4.66,-4.36,-0.96,-0.16,-1.66,-1.86,-1.36
UWND,-0.6,-1.7,-3.0,-4.1,-4.6,-4.4,-3.8,-4.5,-2.9
VWND,-4.2,-4.3,-4.0,-3.6,-2.3,-2.5,-0.8,0.3,0.0
WSPD,4.242640687119285,4.623851208678757,5.0,5.4561891462814955,5.142956348249516,5.060632371551998,3.8832975677895196,4.509988913511872,2.9
