,2010-07-10 06:00:00,2010-07-10 09:00:00,2010-07-10 12:00:00,2010-07-10 15:00:00,2010-07-10 18:00:00,2010-07-10 21:00:00,2010-07-11 00:00:00,2010-07-11 03:00:00,2010-07-11 06:00:00
DWPC,17.7,15.68,17.58,19.53,18.52,18.25,20.82,17.28,15.76
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,0.0,0.0,0.0,1.0,-9999.0,79.0,13.0,9.0,7.0
MCLD,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0
PRES,988.6,988.5,989.3,989.6,989.0,987.5,987.2,987.7,987.1
TMPC,19.04,16.74,20.04,26.04,29.34,27.74,25.74,19.04,17.44
UWND,-0.6,-0.2,-0.5,-0.1,-0.2,0.3,0.1,-0.9,-1.3
VWND,-2.2,-1.7,-0.8,-0.3,-0.8,-1.3,-1.7,-1.3,0.7
WSPD,2.280350850198276,1.7117242768623688,0.9433981132056605,0.31622776601683794,0.8246211251235323,1.3341664064126335,1.70293863659264,1.5811388300841898,1.47648230602334
