,2011-10-22 06:00:00,2011-10-22 09:00:00,2011-10-22 12:00:00,2011-10-22 15:00:00,2011-10-22 18:00:00,2011-10-22 21:00:00,2011-10-23 00:00:00,2011-10-23 03:00:00,2011-10-23 06:00:00
DWPC,0.55,0.55,0.45,2.72,4.79,5.83,5.59,5.71,5.8
HCLD,0.0,21.0,21.0,28.0,66.0,2.0,10.0,19.0,1.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,3.0,55.0,10.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,992.6,992.3,992.5,993.0,992.3,990.7,991.1,991.2,990.6
TMPC,5.24,4.54,4.04,9.44,14.64,15.64,10.24,8.74,7.84
UWND,2.1,1.7,1.5,1.3,2.1,2.2,1.6,1.4,1.2
VWND,1.1,1.5,1.8,1.9,2.3,1.2,1.0,0.7,0.8
WSPD,2.3706539182259396,2.2671568097509267,2.3430749027719964,2.3021728866442674,3.1144823004794873,2.505992817228334,1.886796226411321,1.5652475842498528,1.4422205101855958
