,2011-01-22 06:00:00,2011-01-22 09:00:00,2011-01-22 12:00:00,2011-01-22 15:00:00,2011-01-22 18:00:00,2011-01-22 21:00:00,2011-01-23 00:00:00,2011-01-23 03:00:00,2011-01-23 06:00:00
DWPC,-13.52,-13.01,-12.03,-10.58,-7.08,-5.83,-6.94,-10.67,-13.92
HCLD,25.0,0.0,0.0,0.0,0.0,28.0,60.0,81.0,73.0
LCLD,86.0,63.0,91.0,87.0,77.0,88.0,100.0,29.0,-9999.0
MCLD,65.0,6.0,0.0,0.0,0.0,0.0,0.0,33.0,37.0
PRCP,0.0,0.09,0.16,0.19,0.1,0.14,0.08,0.0,0.0
PRES,988.6,986.8,985.7,986.1,985.6,985.8,987.8,990.1,992.5
TMPC,-11.96,-11.46,-10.86,-9.36,-5.86,-4.16,-6.16,-9.86,-12.66
UWND,-0.2,0.9,1.7,2.8,3.5,4.8,3.1,1.0,0.0
VWND,3.1,4.3,4.6,3.6,2.1,-0.5,-2.6,-4.0,-3.9
WSPD,3.1064449134018135,4.393176527297759,4.904079934095691,4.560701700396552,4.08166632639171,4.825971404805461,4.045985664828782,4.123105625617661,3.9
