,2010-01-07 06:00:00,2010-01-07 09:00:00,2010-01-07 12:00:00,2010-01-07 15:00:00,2010-01-07 18:00:00,2010-01-07 21:00:00,2010-01-08 00:00:00,2010-01-08 03:00:00,2010-01-08 06:00:00
DWPC,-8.48,-8.26,-7.98,-7.3,-6.97,-7.72,-8.24,-6.13,-6.92
HCLD,100.0,100.0,98.0,84.0,2.0,1.0,1.0,0.0,0.0
LCLD,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MCLD,100.0,100.0,100.0,100.0,72.0,8.0,36.0,31.0,5.0
PRCP,0.0,1.27,1.11,2.06,0.79,0.43,0.24,0.67,0.53
PRES,992.5,990.2,988.1,986.5,985.9,985.7,986.8,987.0,989.6
TMPC,-7.46,-7.46,-7.26,-6.66,-5.96,-6.56,-7.36,-5.46,-6.06
UWND,0.7,-0.5,-0.7,0.7,3.6,5.2,5.2,5.3,6.9
VWND,1.0,2.1,2.4,1.3,-2.5,-2.9,-1.3,-4.4,-6.6
WSPD,1.2206555615733703,2.1587033144922905,2.5,1.47648230602334,4.382921400162226,5.953990258641679,5.360037313302959,6.88839603971781,9.54829827770373
