,2015-04-17 06:00:00,2015-04-17 09:00:00,2015-04-17 12:00:00,2015-04-17 15:00:00,2015-04-17 18:00:00,2015-04-17 21:00:00,2015-04-18 00:00:00,2015-04-18 03:00:00,2015-04-18 06:00:00
DWPC,11.16,10.91,10.53,9.79,6.52,6.81,9.31,8.61,8.17
HCLD,0.0,15.0,1.0,44.0,76.0,77.0,61.0,47.0,-9999.0
LCLD,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,992.4,992.2,993.0,993.7,992.1,990.2,990.0,991.5,991.2
TMPC,13.94,13.04,12.94,18.34,22.14,23.24,20.54,17.34,15.74
UWND,-1.6,-1.8,-1.8,-1.6,-2.4,-1.8,-2.2,-2.0,-1.8
VWND,-1.4,-0.9,0.8,0.3,1.3,0.9,0.7,2.7,1.8
WSPD,2.12602916254693,2.012461179749811,1.969771560359221,1.6278820596099708,2.7294688127912363,2.012461179749811,2.3086792761230392,3.3600595232822887,2.545584412271571
