,2010-03-20 06:00:00,2010-03-20 09:00:00,2010-03-20 12:00:00,2010-03-20 15:00:00,2010-03-20 18:00:00,2010-03-20 21:00:00,2010-03-21 00:00:00,2010-03-21 03:00:00,2010-03-21 06:00:00
DWPC,5.33,6.5,6.1,4.33,1.73,0.0,0.32,0.87,0.96
HCLD,84.0,95.0,89.0,96.0,84.0,100.0,100.0,100.0,98.0
LCLD,42.0,99.0,99.0,100.0,100.0,100.0,96.0,100.0,100.0
MCLD,0.0,1.0,9.0,17.0,71.0,88.0,78.0,86.0,54.0
PRCP,0.0,0.1,0.29,1.12,0.68,0.18,0.07,0.21,0.12
PRES,986.7,986.4,987.5,989.0,990.2,990.1,990.7,991.1,990.0
TMPC,6.14,7.44,6.94,5.44,2.94,1.64,1.94,2.04,1.94
UWND,0.0,-1.2,-1.9,-3.0,-3.6,-4.3,-4.5,-4.3,-3.9
VWND,0.2,-1.9,-2.3,-4.2,-6.7,-6.7,-4.8,-3.0,-4.8
WSPD,0.2,2.247220505424423,2.9832867780352594,5.1613951602255765,7.605918747922567,7.961155694998057,6.579513659838392,5.243090691567332,6.18465843842649
