,2017-11-06 06:00:00,2017-11-06 09:00:00,2017-11-06 12:00:00,2017-11-06 15:00:00,2017-11-06 18:00:00,2017-11-06 21:00:00,2017-11-07 00:00:00,2017-11-07 03:00:00,2017-11-07 06:00:00
DWPC,5.34,1.78,-0.54,0.72,2.36,3.05,2.28,1.12,0.88
HCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
LCLD,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,1.0,1.0,55.0,59.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
PRES,989.1,991.1,993.0,995.0,995.0,993.5,993.8,994.6,994.1
TMPC,8.14,4.74,2.74,5.24,9.34,9.44,6.64,5.04,4.54
UWND,0.3,-0.1,-1.7,-2.7,-2.5,-3.7,-4.0,-3.2,-3.2
VWND,-5.2,-5.7,-4.2,-3.4,-3.3,-3.8,-2.1,-1.7,-3.2
WSPD,5.208646657242167,5.70087712549569,4.531004303683677,4.341658669218482,4.1400483088968905,5.303772242470448,4.517742799230607,3.6235341863986883,4.525483399593905
