,2012-02-02 06:00:00,2012-02-02 09:00:00,2012-02-02 12:00:00,2012-02-02 15:00:00,2012-02-02 18:00:00,2012-02-02 21:00:00,2012-02-03 00:00:00,2012-02-03 03:00:00,2012-02-03 06:00:00
DWPC,2.44,1.02,-0.17,0.73,2.25,3.21,2.89,2.6,2.19
HCLD,49.0,0.0,0.0,0.0,8.0,32.0,66.0,89.0,75.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,44.0,3.0,1.0,0.0,0.0,0.0,8.0,59.0,27.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,994.2,994.4,995.7,997.7,997.8,996.7,998.4,999.5,1000.3
TMPC,3.84,2.14,0.94,3.74,7.74,9.84,5.54,5.74,4.74
UWND,1.7,0.8,0.8,1.1,1.2,0.8,-0.5,-1.6,-2.1
VWND,-2.7,-2.4,-1.4,-1.0,-0.4,-0.7,-0.1,0.9,1.1
WSPD,3.1906112267087634,2.5298221281347035,1.6124515496597098,1.4866068747318506,1.2649110640673518,1.063014581273465,0.5099019513592785,1.8357559750685821,2.3706539182259396
