,2011-05-16 06:00:00,2011-05-16 09:00:00,2011-05-16 12:00:00,2011-05-16 15:00:00,2011-05-16 18:00:00,2011-05-16 21:00:00,2011-05-17 00:00:00,2011-05-17 03:00:00,2011-05-17 06:00:00
DWPC,3.31,2.04,1.43,2.23,2.78,2.77,2.36,0.52,-0.99
HCLD,96.0,94.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
LCLD,98.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,69.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
PRES,985.1,985.5,986.9,988.0,988.4,988.0,988.6,989.8,989.7
TMPC,5.14,3.84,3.54,9.34,12.84,13.04,9.44,5.14,3.34
UWND,-2.0,-0.6,0.1,-0.7,-0.6,-0.9,-1.4,-0.5,-0.5
VWND,-5.2,-4.6,-5.3,-5.8,-6.1,-6.1,-4.5,-3.8,-3.6
WSPD,5.571355310873648,4.638965401897281,5.300943312279429,5.842088667591412,6.129437168288781,6.166036003787198,4.712748667179271,3.83275357934736,3.6345563690772495
